ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,0.007368963067311591,,,0.5345776283728351,5.800424774082232,,0.11034615226066613,,,0.023949311655286673,,4.665529410013483,,,,5.614965762985462,1.4627309425095611,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,0.00249651011074442,,,0.0025255710561984802,0.010633012701704525,,0.02231365978762657,,,0.027064410342512776,0.21433794798372305,,2.554449164268332,1.5201371977599236,,0.8679813882321757,0.19352577420906236,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.6578353595146553,2.1968616954126894,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.3914738308313248,,0.45519479086376713,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,0.0031299167848409287,,,0.2965206103450879,0.2653595175647145,,0.0929612437050766,,,0.012733790879734325,0.17809547594967037,1.1520984361619868,,,1.0370944585997302,,0.8941691666340477,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,0.9642323239776881,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,1.1034742898317595,,,0.4187695236679715,0.06750583825924845,,0.031158064302724903,,,0.037782619656829976,0.68365272856287,5.167270375674706,,,,1.118356612277669,,,,
$\hat{S}_{x}$,,8.040278558533339e-05,3.754619957786037e-05,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,12437.380032544721,,3282.1416596640106,,1706.1809939320178,174.4285216920913,,,1.204761843541086,0.6483729887932722,,0.34519202265662224,,,0.9903220680111784,15368.073463635017,,33.711242000908584,,,
$\hat{S}_{z}$,26633.854058285666,0.00030467911007301524,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,0.19981968799338595,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,0.0005861042899648223,,5.004511867885111,,1.354150080630006,,,0.5957250962719578,1.2373572896250413,,0.6500624762676203,,,0.13842854704096333,0.08650973072600722,,0.10395447711680512,,,
"$\hat{S}_{x,y,z}$",,0.005733007367712735,,,0.7384705833601244,,,,1.6199159738691638,0.0568285611126724,,1.6693863769440649,,,0.7524463166406881,2.288631038788883,,0.014929324817012889,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,2.9421580002052896,0.9395889717909242,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,0.8300395678707407,,,1.6786266119355906,0.6173159695508795,1.0642951652507457,2.7503252689427713,,1.175926297993935,,2.5243447267655656,,,0.44272402890355533,6.785130423780579,,1.0496717622729081,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.33988657302912517,,0.3635933579537672,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,0.9326802702465861,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,1.5423221159492824,,,0.8081740079318819,17.596785496949817,,,0.8503934317192705,,1.0721787861295873,0.4113682444027637,,,0.17609360904440438,1.1448870646371219,,1.1726217728956445,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,2.8969383252368615,,,1.5383136798505441,0.5990224994111752,,,0.3961424085217143,2.4309119957760204,,,,,3.470323267321005,3.85561941253855,,0.8056874660234268,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,0.6546815547703158,0.8025217997156652,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.5274601716109653,,0.05529980140717035,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,1.009772509672795,,,7.223943481138202,1.3289984652520068,,,2.2587434489982106,5.678797802070355,,0.2881575931028387,1.246072069760973,18.08324758052995,,9.165772204068974,,32.326052832314296,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,0.10110792059202495,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,6.5069964844082e-05,,,11.559393279898076,0.4369424267396061,,,0.14738110213698943,0.8734485967111135,,0.2593616986022999,,,0.1091015549738481,,,0.7829956163320921,9.890421978264644,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,0.029663694976680127,,,9.619595304937006,66.98226559183964,,,0.9526787667743378,0.852789896208923,,1.2411760666150455,,,0.03093480064477169,1.2771463583467493,,,,,
$\hat{S}_{x}$,,0.020486682934876762,0.011137437052037274,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,48.81219683922519,,24.88440331502434,,0.011061608230264383,0.2180762900509208,,,4.965722005575543,0.03514432366624096,,6.373751071320735,,150.4947394653593,,,492.1861623080755,238.1881159420654,,,
$\hat{S}_{z}$,89.78726392146736,0.04018581387467847,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,90.40276776970062,,258.43635397259396,,1516.4316116681243,,,695.898890522279,385.9526854087079,,7.2017379205636685,,735.5030594721491,,,139.5215247558775,326.3785716431469,,,
"$\hat{S}_{y,z}$",,,,,0.0038694246557357237,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,4.5855512296476615,,,0.0006594428606641662,,,,0.16009979214467376,0.35748606365474805,,0.39960895207186037,,11.518500575738964,,,4.55036666713546,4.365103824125261,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,0.20138058451060972,,,0.001436990364001716,6.246104299100854,1.2427279706384045,1.2661026335339478,,1.3744735129922443,,8.924513285253957,,10.496020264020991,,,3.938498019548291,0.4848418971990088,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,10.737382951483875,0.8046813330243849,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.09313256354164055,,0.7898253850154299,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,28.454097153691507,,,0.0025909911701768353,2.7973118442059812,,,0.7275513064074903,,,23.756638129669216,,3.659613206604765,,,3.750536516086178,2.0747287223072357,,,13.873678858783116
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,0.07207893523979923,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,0.1568934821599152,,,0.1388553722768256,2.5024464412403185,,,0.1120509284973902,0.042093498016923483,,,,0.059816737078714204,,,1.11645297534506,0.18544524494891992,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,2.6678877933654794,0.32532559721118803,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,0.006644750531165104,,,0.0013596136509855898,0.0868168554947392,,,0.09527420630349501,0.27325292142766033,,16.71772899755594,4.3461659222713624,,3.073843584926522,,3.904044918152233,1.6978625179261506,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,0.23008785625869227,0.3748283576568724,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,0.5469035163763393,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,0.002031751553742519,,,0.007167352863651054,0.21976250995824,,,0.2539038981450829,0.2666285198693483,,0.8956937928271738,,0.25614459386735117,,,,2.730535024587065,1.8284760840920844,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,0.004198362273637659,,,0.003063926638827783,0.22908962542268824,,,2.062528023624037,0.48199072449719293,,5.3924272918156815,,0.5889758384097242,,,0.3662285929297789,,,,
$\hat{S}_{x}$,,0.05306085480181936,0.00017492758588600167,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,18.846285151925443,,0.05395988833686802,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,5716.651235624372,18.53228445835666,,0.005301620865929221,,0.1356974381289411,,,0.00862553434433639,2.541401802688185e-05,,0.03093172719829387,,4.7186703457220404e-05,,,,0.016564351396273234,0.001374077979842474,,
"$\hat{S}_{x,z}$",,,,0.0836385027177488,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,188.6215603281788,,,6.8541134585213825,,,2.3037969567170946,96.32168581035663,,153.61780254119262,,2.34511973796988,,,,23.14101116963116,4.196982834463989,11.956215947273188,
"$\hat{S}_{x,y,z}$",,,7.369335882743709,0.14589778912351517,,,,,0.14193836244271923,0.0403483035815363,,0.09007102448745118,,0.02630152792447488,,,,0.043756012996576533,0.007142376228595158,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,115.93484647784283,0.4340660304652011,,7.045311660570699,10.271360923531486,4.928787018442559,,0.5720499268650239,,6.377926802839897,,0.17392758783971915,,,,0.20593818604978925,0.26132035015395083,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,0.7531201541954149,0.09735808209299897,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.3278093733507048,,0.20288967574743952,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,39348.36273989588,0.01038187809512444,,24.784189451216676,,,1.7480991658896787,,,19.597082577522965,,0.028538759451046544,,,,1.893773577975371,0.4684314559405014,,5.880646001365311
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,0.17004934487942816,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,32.3292648221454,0.006509662184054807,,11.102349570136415,,,0.15679076146730475,0.051028003583908875,,,,0.2141189978229005,,,,0.33983960361419463,0.10744922864431784,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.0494951085199598,0.09312984280918832,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,0.8014123294186714,20.204016718070875,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,21192.410716010345,0.4264174591211614,,38.02060484362394,,,5.749519167261365,35.04006548411231,,4.670300207677545,1.247797124266082,,10.7376966376812,,,7.624474637829078,5.64724677686833,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,0.13385086840544033,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,727.7607345942923,0.23826640218501477,,140.0094265542059,,,3.826720725771541,2.134784048590914,,9.306721068331115,,0.17707743959341338,,7.471001211370215,,3.201936156024285,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,60.370610117881654,0.043213323422631525,,22.85400180492313,,,4.8558260086753995,0.5280462308852665,,2.942564637449546,,0.13115657766614733,,,,,0.31231103659532666,,
$\hat{S}_{x}$,,0.0010153280026234735,0.0020550152158783684,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,984.9033981296014,,235.8712672622965,0.0933981069014332,,1.115819006459088,,,0.4820717137620263,1.2842212204633057,,5.46855372775565,,0.43943681105248156,,,,0.4569141846283441,4.452728360145964,,
$\hat{S}_{z}$,486.61440181725044,0.00423960074326462,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,0.4697382926585381,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,10.706855129894018,,,2.128844966716221,2.8068051067124236,,,0.8905951514376631,8.56246954444742,,4.838731024049647,,2.3404692088352825,,,,76.99312923776202,166.3982638555601,,
"$\hat{S}_{x,y,z}$",,0.8962026943539659,,0.3562769633019828,,,,,0.5274260897537097,3.5467543339488192,,9.344891876678284,,1.9350624846142785,,,,32.48030162638331,8.016046058320482,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.17102639386102955,,0.001103358092126991,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,2.0743801626445313,,1.1228446487562027,,1.8960002537359621,6.529513864668631,906.3240729691454,,1.9702248438243628,,63.2997810303296,,7.062100092887227,,,,328.20758174088735,24.64875311080714,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,5.847050723717927,0.15315075834527683,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,0.7786820401855937,,0.11678873656823442,,0.2819479179677603,,,0.5075562838091721,,,0.201624457957478,,4.373394666577927,,,,3.310970126585708,36.143758671767586,,10.07299204998314
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,0.09927536873233944,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,0.18286370579564737,,0.20666575493239067,,0.10701033390184692,,,0.01579784295811162,4.959715751404014,,,,0.050808140108712846,,,,1.4439507689800533,0.5563759814968628,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,2.275640034809398,,0.42726475367631206,,0.5167791779082177,,,0.1416009383677775,0.2286553298384285,,19.681885577002546,24.25260280384076,,8.945667286820978,,,5.670864349222087,10.396157319987022,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.741762152512041,0.1117859593854144,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,0.0412326878103836,1.3481410403771807,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,0.2494567618028244,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,0.22458140697520995,,0.006009678086954305,,0.12474978221488905,,,0.04057000350097038,0.02766729407091561,,1.7973457396734127,,0.09618938702259348,,,4.0087107391798025,0.4544760736192666,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,2.188594781344782,,0.012988171930405712,,0.030787891427329406,,,0.0030468522229004386,0.3020262828620583,,0.6925443868881751,,0.17633996132127144,,,,,2.2003358549469896,,
$\hat{S}_{x}$,,0.019021009096387972,0.00017470701661940458,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,52.57344628418777,,0.41529407356125403,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,5723.8685620651295,2.407932266946989,,0.007425822193138267,,0.4067519494123507,,,0.04537353984591058,,,0.497116010893809,0.18941059457336534,,,0.26015402530208187,,13.30542447054017,,,0.9971463716659866
"$\hat{S}_{y,z}$",,,134.6652227848974,,,23.70160284332023,,,21.42806398710872,,,14.961623355964363,4.686041015903838,,,5.829411265419504,,633.785206826154,,46.794530611362404,17.342333556854825
"$\hat{S}_{x,z}$",,,,0.021370018823464492,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,2.458500817131267,0.042191239411550084,,,,,23.828386294806855,,,8.42504414798366,2.230892561988207,,,14.326449079310997,,2.426142700990741,,,19.42885453099527
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,22.039276710523783,0.046667771787577604,,0.04196675291511198,11.194117437952563,4.684431267535641,,,,3.8906149729006905,4.687459443684412,,,3.267588002183837,,53.00977840677579,,,1.64453019406352
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,10.249831209895506,,0.21347308624854142,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,0.09756258220472634,0.08933263435396858,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,,,,,,,,,,,0.5049802369704438
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,1.0028617948328344,0.05766236687361687,,0.05146983824520784,,,0.608076399940745,1.980275517314016,,18.085015798869343,0.7856867350743694,,,2.052873890860477,,0.7812839615780584,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,2.011602881592993,0.06683766702370274,,0.11869374004874822,,,0.2570287748762862,,,,0.012346614821901265,,,0.31102577460348957,,0.3836517678817026,,,0.05529439460387527
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.035028070786574154,,0.5615950290689734,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,5.279535721074278,0.21339975399406982,,0.44825107987664997,,,0.213335179112288,,,80.99386061887442,,28.548532007172035,11.428925465327588,0.7908206444233892,,19.454292097938655,,,1.2727719017750054
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.08749728949005242,1.7806425417579381,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,0.8109494728886558,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,3.84387671433811,0.17154390974815475,,0.0698009670410313,,,0.30603613409391484,,,3.2151676216379412,1.2645092247549123,,,,1.2331224489707524,14.709860968323772,,,0.48712198272483404
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,0.07515731664285658,0.001577821617212814,,0.4121769092937688,,,0.01886444407155225,,,2.606530410432895,0.051402538574300445,,,0.06798160785838839,,,,,1.2799443597692357
$\hat{S}_{x}$,,0.05069241119099147,34576.794319363566,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,19.72681860076345,,4588.189606830617,0.15505031646458345,,0.2761193910265141,0.16039365578768897,,,,1.0240237724851058,0.022668789340261238,,,3.2778351933392527,12.308302658601889,,0.7984031789835137,,,
$\hat{S}_{z}$,2.8921131055807096e-05,0.0002179508881915562,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,0.03149657125057004,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,6.4495192451182115,,,31.749487651990105,0.15591578624716296,0.39016010477708996,,,,3.520200946265151,37.654602508662485,,,9.504670248657966,24.75388331333253,,8.866036252235387,,,
"$\hat{S}_{x,y,z}$",,3.62162177847182,,6.413718739260734,,,0.30595964976932033,,,,0.834391774015144,0.40248727917611254,,,1.855935552955972,25.95934681324164,,2.5479965466077523,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,0.04997746630808386,1.3236681746617658,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.05871793148943914,,0.755476349089928,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,6.234660561161392,,2.5630503676723424,,3.268404839507283,,17.030572682551963,20.00901754073615,,2.3881207647190874,72.69593498331042,,,33.95435687203099,4.587847550378454,,129.41286840505094,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.5296544658972223,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,0.9765398293178246,,0.2840746921169304,,1.1984777788351617,0.41873929274160016,,,1.8880233518016756,,0.45450797701077733,,,0.4740861906679285,3.8409246861483695,,0.2055448090436263,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,44.113515944317996,,0.02655717849550925,,2.4845505727460258,0.013755927346275698,,,,2.2001814062248854,,,,0.31544617907561334,3.4313891094280344,,2.5829374079185126,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,0.30507940180520876,,0.10521143541420569,,0.5388118129464611,0.02945130145650686,,,,2.109321089043164,3.170112895107527,6.891529780307218,543.8843507995247,,1.4850151658370934,,5.6904556261985,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,7.427827826613824,0.14510566331114672,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.13462886099984858,,0.0018386261684675668,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,0.08124597093012911,,0.04039770194203818,,0.0385217704896145,0.21796713797029055,,,,0.260353972470829,0.29142716494973264,,,0.6733937962420111,,,0.09633301556968167,2.2741499332428674,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,0.4397247452255846,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,1.2525000229497447,,0.11278997418354461,,0.3924652101005942,0.007727206825136489,,,,4.86511921489466,0.38715611030073727,,,0.17573285263768032,10.38065707884602,,,,,
$\hat{S}_{x}$,,190.81325644886303,12348.136777800282,,0.27269239827527814,0.021112647577853676,,,0.18264061648340962,,,0.7031170793488184,0.02222716298791193,,,0.015479226776692872,,0.49406479886284255,,,10.097889581219434
$\hat{S}_{y}$,0.005240726030311184,,3352.9711698162278,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,8.098387781044175e-05,0.00029824294613747267,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,,0.008216124019218434,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",3.6671355942622124,,,,,1.079378929717502,,,0.2965037457896774,,,0.00041895791522341796,16.51373810165189,,,0.7982392179369932,,1.1746513870428874,,121.71189208693637,2.6568388017553946
"$\hat{S}_{x,y,z}$",47.36497382966597,,,,0.926458699968993,,,,2.9021957059346355,,,0.38117517454972744,5.043524567217132,,,6.49028258871415,,16.949947506235418,,,0.22378304380833397
"$\hat{S}_{x,y,z}\hat{A}_{z}$",5.47523338047228,,,,3.372638673878144,0.3445667009826809,7.2147946756763375,4.097516016858156,,,,13.06492836267981,3.893975593478248,,,46.59916148224238,,5.652386189018446,,,58.27311338901664
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.19217856024895524,,0.24405029678609233,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,5.203494077094567,0.13860408299232116,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,,,,,,,,,,,0.12297914802984414
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",0.09903059366581415,,,,0.37638715579556126,4.468613809974278,,,0.017160572721149316,8.131459812661278,,3.5359084773511213,22.022060638613283,,,7.665289400470921,,2.0465552770594075,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",1.4222382436309688,,,,2386.8745849251454,2.6234657101719034,,,0.0765407947322939,,,,4.695533827722079,,,0.9977888603565713,,1.5243387587624173,,,0.2828127499355234
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",44.989997173451336,,,,0.06055564123909467,0.19827404162953657,,,0.2568069511464918,,,0.21296833047950273,,1.0532575704649938,10.410896557271164,0.5179117588404658,,0.27220960019529516,,,0.04540901128237786
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.9494353784312402,,23.40263570271038,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.09605320680105897,0.04273022973579787,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",64.6027100982656,,,,1.2527572907084756,0.15407649610494376,,,0.02145961361088164,,,1.002216039616476,1.9308308470131368,,,,15.702184335646631,0.4408256774783345,,,0.13045821856883374
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,0.06368540698696486,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",2.0240260028677133,,,,0.8513164084515649,0.05899723286058128,,,0.1769164325577784,,,0.6560221566575409,3.6736397220471133,,,2.2684703979140317,,,,,0.48862594194711895
$\hat{S}_{x}$,,0.2068350965233042,29.643929116889776,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,4.83476942167467,,32.463199226483106,,0.003589171759902724,0.0011698480867371082,0.12843164731577877,,,,0.011862342133336241,1.6700997280161136,,,0.20676521543625595,,,2.0435697771281167,4.134344211365906,,
$\hat{S}_{z}$,0.03373371984721975,0.030804111234490145,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,278.6158108039674,,9.16148985833858,,40.8074695958696,5.3739863239115895,,,,159.70457617609543,5711.1770896760345,,,0.4484779919772001,,,115.22248463362695,4211.852287570191,,
"$\hat{S}_{y,z}$",,,,,0.10915255220086531,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,854.8118438088475,,,0.024505317528955944,,1.0897036818332915,,,,250.7470887564949,172.6196490935443,,,334.425817873336,,,57.320459000412264,21.899285902755036,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,0.04975885801606778,1.8857612261319991,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.05961713147439116,,0.5302898299861438,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,7.7862428840554365,,,0.1860816049252848,0.9176806655526977,,16.77370204283571,20.09692424366104,,80.64376760495603,8.042961065412063,,,122.4667089927969,,,1246.5883843627769,559.2404601409752,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.06257541790028688,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,84.30038425461883,,,0.006261561339966662,0.003988082194529957,0.012400214296765374,,,15.980716286920961,,9.106120138848036,,,0.3822668107430008,,,6.4839877312436975,22.64447710693787,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,0.5987666384377447,,,0.00017509525344743335,0.00579308326283348,0.12433231888941977,,,,0.10981625376694233,,,,0.184431350403239,,,3.795085807306599,12.055945431470747,,
