ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,z}$"
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,0.09262348156053526,1.2923553439424724,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,347.2291474570023,0.13865467073268659,,1.173233941391799,10.796398312305257,,7.41524529652001,,,0.010465403318089001,,0.4103035050826337,,,,0.04903749197448162,0.05401973804290587,0.7696586174310791,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,265.76878895713054,19.33343331986859,,2332.519290158456,,18.51175211560147,,1.0962062081858848,,5.343279099167822,,2.5860895756869215,,,,14.44337466143488,,0.42769520588353543,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,,,,,,,,,0.9122371252165259,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,967.7036310216777,0.0901506578786709,,20.219295934335218,,95.55293471313647,,,,,,5.766253034797596,,,,3.7276378339638043,0.1871509950052474,1.837135060605188,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,3.2734550514504495,0.641308142931244,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,0.8228457608919795,8.01133474553556,,1.667024690928109,,2.437220222621797,,,,0.17342284391012708,1.471240296936983,,1.55931280621087,,,2.4214313866317743,0.3866842082352767,1.0527461292212903,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,0.6796986203286631,0.30548762218589365,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,,0.5405000503269456,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,4.074029118581953,1.428823455158262,,88.59730635364146,,1.299277338487732,,,,0.5443257937010797,,0.9498966296268349,,,1.8501385881372359,0.35477252793678543,2.3381136525348554,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,77.20424393753302,0.96073386612924,,3.3039917924475786,,20.39256005426185,,,,0.26826640476943664,,0.41297887089462654,,,,,0.06923589697289309,2.818707541464945,
$\hat{S}_{x}$,,0.05061208134491586,0.0027367118512501534,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,19.758128364354512,,0.5468144206923938,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,365.40200589374854,1.8287740084355641,,0.07144776287043784,,0.09378835586146864,,0.021583161939995692,,,,0.031298330347335826,,,0.021056402875166885,,0.06557101187077895,2.204390490256648,0.09212329383228474,,
"$\hat{S}_{x,z}$",,,,0.6682960113676045,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,13.996239487769309,,,63.50669930914765,,0.06096133226648546,,,,0.7432442158172103,,,0.9137246306360384,,0.7926498164371188,12.42920724406204,3.7805401146105506,,1.4963429124073249
"$\hat{S}_{x,y,z}$",,,10.66230440671189,0.015746370239335644,,,,0.32020612233847234,,,,2.0320080465316877,,,0.0872993658419024,,9.27901849470801,25.428654342014152,0.05258745365238749,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,17.909024912511974,0.217072545882331,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,0.728225761771736,0.0558377692188791,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,46.332414257936094,16.40384097297308,,3.1229883822863163,1.373200527219816,,4.606754833667783,,,0.9076946990703847,,,5.671484336438363,,58.45540359698914,18.133735434857876,2.644731578044803,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,,,,,,,,,0.0837350838630547,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,10.855017861395101,0.26451246903460357,,19.015942597452607,,0.3781102053234756,,11.942425490794982,,2.7565912977999334,,,3.4359086668168044,,183.21732306015934,0.3873266322079856,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,31.950586146366813,1.3454527848568347,,0.4921240354863948,,1.101692012770538,,,,,,,0.8965939001276954,,1.3828141159984695,3.943553901305984,0.36276687109841466,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,15.191964563167465,0.12716208992650274,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,47.49149253690248,1.094421630402921,,11.454836932160335,,0.17632068444148966,,,,1.115332147427701,7.863978962424893,11.566150731763566,,,1.4988880520813788,2.765713572466907,0.29104382478433266,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.06582427149839953,,0.08645918795211166,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,0.512130009547218,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,15.25064157879253,1.2615911582429924,,0.10777001905646787,,0.01710705834646751,,,,0.7231629966967352,,,0.6671612323624735,1.95262917883706,,2.0782312767413096,0.005457999185326217,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,0.4536401351847486,0.08045565419932493,,0.03932571446959202,,0.05514583598025442,,,,0.2535783775311986,,,0.3615703411789094,,0.4811783997246021,,2.581800260672555,,
$\hat{S}_{x}$,,141.1917550808303,2264622.7287468226,,,0.03991889034544093,,27.54654443511409,,,,3.0583825518169907,,,0.0015637172114388676,2.3261240640633645,,0.2988577264706081,0.25933113596413787,,0.320316048295153
$\hat{S}_{y}$,0.00708256653816304,,8.887842627817603,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,4.415746549330852e-07,0.11251324330047781,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",3.1219166361547925,,,,2.630773115480918,0.3106317404018906,,0.06504479431915113,,,,9.0170366466423,,,0.3875690278300604,0.04524818372012219,,1.016081870495495,1.0724479874635393,,
"$\hat{S}_{x,y}$",,,,,,,,,,,,,,,,,,,,,0.38011639776742784
"$\hat{S}_{x,y,z}$",25.050796536337295,,,,,,,0.007836075500228034,,,,0.04211142437163634,,,0.0005596893714558529,0.0033970232560739584,,0.00751357874736856,0.005440382098683794,,3.219246039397697
"$\hat{S}_{x,y,z}\hat{A}_{x}$",0.03630219399589306,,,,,127.61490110335198,16.187814557359896,,9.347367903903647,,,2.5339271169224173,,,0.13353985392331874,8.809187958434299,,5.938627174278559,0.06062336673074633,,15.374020480307218
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,0.06177486135985808,0.7552900891732613,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.3239946006634318,0.10698198790082715,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,,,,,,,,,0.1429984396218468,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",3.85607380418172,,,,,183.81061878759078,,16.495289752570446,,6.993083299681149,,1.433788816207248,,,1.0645017316903373,0.21404721514706035,,1.3705629150276015,,,0.932446152810742
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",0.32697021483002453,,,,,23.746525198837453,,0.39464434210505256,,,,,,,0.047111602218275386,0.38279314249731283,,0.10730541927159629,0.6974527829316353,,0.1109011795324546
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.5506411137118177,,0.44917062885640435,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",639.5018182858278,,,,,1786.7053601515067,,7.488401182273421,,,,21.226193823059642,2.4405466823671826,2.226325444622272,,5.999546191915685,,16.223692239185198,0.9394066446581405,,2.580185536493581
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,1.8160649016182213,0.40974426231013966,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",0.42989968396318506,,,,,294.3753765041132,,0.11351784122650677,,,,2.612376996818902,,,0.16667927340029282,,6.398640255746103,4.483436294799662,4.6718664352299735,,22.10033459432081
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,0.15628320393570816,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",3.34607377165585,,,,,133.09236964478805,,0.168389085668016,,,,9.319193818803704,,,0.061638250113293755,0.22304320486496038,,,0.7296272130490713,,0.9841726626933589
$\hat{S}_{x}$,,0.778610299770867,1.841655258470584,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.2843395473888344,,213.21238489037282,,0.08875325664604408,0.00010185334878353484,,,0.03454109499408667,,4.9331675418255e-06,0.00014737844939400046,1.6672945751427328,,,0.16744262827846162,,1.757210729969005e-06,,,
$\hat{S}_{z}$,0.5429897888872303,0.004690159066107576,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,,0.019445080246627857,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,11.267192188654995,,,,10.056669725041747,,,0.5055790973312843,,1.7775585956697553,0.012464723939731038,56.479103784253496,,,0.0202475759552344,,70.60339500243677,,,51.42688985165895
"$\hat{S}_{x,y,z}$",,9818.03752103687,,,0.09943649611062959,,,,0.0004671998329923586,,0.0287581928405868,0.05875582408091024,0.016694371380095142,,,0.026854279475839873,,0.060942902055714475,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.0991533801337587,,0.2636067897143219,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,28.951021968793896,,,1.9779298734432111,2140.4117240263563,1.4669833072788567,3.7935289947718274,,,1.5977501043406774,10.83040806768656,0.934269130701362,,,0.9796811506232491,,1.0673478737967887,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,0.9097911338618706,0.6816710149585304,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,202709.51503705746,,,0.5625693591401504,34.77269957619477,,,0.6258801030794843,,,0.07923870660449,0.9407614799900363,,,0.10948767755662239,,0.6313745602693511,2.4978796055975576,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,0.4003395510972892,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,6785.252552946919,,,80.22640572187255,17.01958938781866,,,0.0923326243803855,,12.620094936574036,,0.888018176665941,,,0.44937539256118947,,0.257772712577547,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,0.5997740380786596,,,0.017705663386939265,59.9004285475708,,,1.070355390260292,,1.0629686921392563,1.126103075676327,,1.7368306341114808,5.786996385551192,0.2228175512837281,,0.11051489650603279,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.1728012138553899,0.0719765398076432,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.5757613784326041,,13.893415864009205,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,5.972194836412702,,,49.38862816027517,37.23801269364442,,,1.0207402677532629,,9.133447912280744,2.225310990663189,4.4879767964357296,,,,,0.021371923655590437,,12.80097637479195,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,0.07811904113573935,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,569083.7091676755,,,0.014163624850695729,16.40880178442753,,,0.9369016649115366,,1.5838458863046199,3.8793865727706347,9.048553920017579,,,46.79035991869742,,,,,
$\hat{S}_{x}$,,3.096145641233683e-10,5.775884629330515e-07,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,3229822223.7424927,,2921.0146878983023,0.004109261117894945,,0.08575287121544779,,,0.0017187437442666412,,1.695829886040275,9.243763919843689,,,1.1416847542833424,,0.21415318852746837,5.543808892048952,,,
$\hat{S}_{z}$,1731336.521027274,0.00034234678933419175,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,243.35275157989253,,,31666.725755563162,31.798856117399968,,,12.981116230729976,,105.69513960159573,61.634748474850085,,,19.57899251537714,,27.375040029490158,80.23740742215966,,,
"$\hat{S}_{x,y}$",,,,3.157888844331566e-05,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,11.661417114391114,,0.031447672089462725,,,,,0.3930203615769053,,0.6377886871986341,1.8490361812698848,,,0.018806026960422266,,0.1746648382500487,3.509389933259602,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,0.8598709490051198,0.13419704675265132,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,581.8202994691818,,0.07703497774965738,,2.544397435256856,7.451728813698675,1.313692437590808,,,0.3446434061957785,0.7262711180554144,,,0.25363965242204595,,1.7331502631887896,0.46962821974080854,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.1629652114157492,,0.761213181552532,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,0.5896817883867926,,0.009461172990256428,,1.5679174310731512,,,2.901549781666036,,,0.5391319065851766,,,0.02878214901470219,,0.59094904374454,6.25749108083443,7.119453277070789,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,0.1404602237113687,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,0.10818104060979847,,0.01622461395146356,,0.5408222998174206,,,1.3768962790059622,,1.8548336460624808,,,,0.4489909270614925,,0.7120023926749317,0.26229521438936326,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,8.856557324326042,0.7531576657613924,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,0.8758985317516299,,0.0510751510433752,,53.17444253932656,,,3.9426012078586243,,34.74375730211079,2.227216497546381,1.327743240837981,1.8650360121920408,,,6.321851075956722,10.248626088229297,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.1129106901677619,,0.5361826760785523,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,4.669554569213126,,0.036529626949320826,,5.7252507718148085,,,0.576984016469593,,1.692193278905258,1.4044896622370693,,,0.15818151803720942,1.9067089987100216,,1.1256430297968394,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,0.5244638802651831,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,0.18038139832601754,,0.012463014847159977,,0.28494981151073656,,,2.129343931997757,,0.15980845790780593,3.8124980752243283,,,0.09757405445287103,,0.8883811062024557,,,,
$\hat{S}_{x}$,,4.520088566576536e-05,0.22149332537238356,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,22123.46030992461,,2685.3123259072127,3.4381824754181625,,69.98964831982869,,1.4770522836031486,,0.09517527728775894,,25.484698849693874,0.2757692986990284,,,,,3.2168638484058505,,255.86821082028743,
$\hat{S}_{z}$,4.51480873438854,0.0003723961605330797,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,0.04927049770897656,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,0.2908513457763398,,,20.296121340333258,0.4359665170613567,,0.025714317555755824,,0.8805008196092124,,0.06608159024716216,0.19544483567566448,,,,,0.5688730735734666,,1.50517792540442,
"$\hat{S}_{x,y,z}$",,0.014287827185962458,,2.2937541321763084,,,,1.839083557222844,,1.3898592104425858,,0.16162593855755444,0.32014081068204414,,,,,14.788381865192179,,2.1351636180312625,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,0.09876210616191336,1.3269919864976716,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.7535840533892739,0.9003462398275228,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,0.6770241047666786,,38.88884073363879,,0.5437490841960851,10.12534097197737,,1.110683818917895,1.9896677096606339,,0.9409786430533309,0.036924512422690646,,,,,11.37567648389056,,2.7891907529264333,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,0.05192578845645193,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,10.50693025013772,,1.13571728467422,,0.7194973364831397,,0.5025964864105696,,,,0.30416420064133826,0.06946308777037342,,,,,0.7086248621058002,19.258253552349228,1.595953290889818,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,0.0392392315835434,,15.132807734495229,,6.187125710913681,,1.0627233756923047,,3.2876978878233323,,,0.23674274018752853,,,,,1.1217287714772919,,10.137378880123254,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.13942633298268806,0.7459581254005853,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,3.6262194693811405,,5.116533248591298,,3.1236255005088216,,27.082280425333,,14.39613515750603,,4.223994362859366,,6.773447426969222,7.172246293848706,,,27.337560248025117,,1.8970360895216414,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.1476353084277868,,1.340557822147178,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,0.00390826197906376,,0.6643732831328324,,0.46834818257256305,,0.3585269307776081,,0.6265847538949298,,0.09864482839452102,0.5271381000728147,,,2.081588020231668,,0.3546392136216716,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,0.48040245729734077,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,0.3108617731818399,,1.7578613691773828,,0.06762065039405883,,0.0879068599934369,,1.4111839048778625,,0.8914811008039155,0.03657970904964867,,,,,,,2.8197671368254213,
$\hat{S}_{x}$,,0.015674167332964558,0.006180158746296869,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,63.799242330205715,,0.04579486360238283,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,161.80814135222607,21.836510065464356,,,,1.8426778837134934,,,0.07048731904040467,,,0.0003430293745361367,0.13827868003497046,,,0.2773309916075867,,0.3967229812485949,0.002704943836967405,,0.012061331274159976
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,,0.03748112101789034
"$\hat{S}_{x,z}$",,,82.9095874468174,26.68009848271838,,0.010731164025814227,,,0.011779336076847016,,,0.0061369923519935775,0.2455988090207221,,,0.027724891416890763,,0.0546131375408994,0.05688931188887972,,
"$\hat{S}_{x,y,z}$",,,0.5426884475243877,,,,,,0.028579052644072594,,,0.468631756341287,0.3329731263153524,,,0.21605232059333127,,0.0013248939451828406,0.011337328944095329,,93.18653573782505
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,0.5404627477501158,0.05360698950569033,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,14.186948994708978,,,34.99066300251922,18.654283876430906,5.461685820537587,,,,4.595899632594811,8.587481031370833,,,20.938562266335456,,0.07043733732523111,3.424719035059809,,84.89442813042403
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.8502662841479545,,0.18309365145825454,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,0.19021340228330785,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,369.69344292232347,,,88.20419738467734,,,0.29199475628882826,,5.257253106227388,18.942233917362596,9.024104034321635,,,20.778334239370725,,0.19670371778236184,,,17.577994298002263
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,2915.2022369870083,,,2.1338716091440832,,,0.21758525641157384,,,,0.7492602682463241,,,1.136479498419799,,0.013333782450594023,0.05279208378286324,,162.94626791821796
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.6581349542841961,0.21274164516485963,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,7.231772820995266,,,3.0032453701771695,,,0.11644858327452613,,,1.3346497103610513,,2.8679651336895615,1.5194452041946698,0.48478080032006043,,0.10939815862633931,0.1108143252999601,,4.071680982441679
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.3486792737656215,,4.700537119683695,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,0.7281449736892092,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,3.605799677141615,,,4.628508489303708,,,0.047758770983420254,,,0.879910285570866,2.0627879638380544,,,,,0.013340224651835297,0.04812705332774959,1.3733528845683216,36.06867146793486
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,2.520650547777012,,,754.777394549868,,,14.197015928962346,,,74.9974738005006,9.140921680552259,,,74.9612563580347,,,5.083787999911757,,18.31061251976426
$\hat{S}_{x}$,,0.19387600250271728,13.863354829641347,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,5.1579359337470585,,183.43645439411873,,0.2224974803677564,0.06412396847558108,0.09099236647022267,,,0.10345569899093514,,0.02396774639697939,,,0.525990825093127,0.017045657974400996,,1.7094057319509375,,,
$\hat{S}_{z}$,0.07213261236464151,0.005451479114677337,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,4.494432918283585,,,,198.16142496351569,1.035753311597921,,,0.011590720862028758,,16.12143134974219,,,109.55117009948685,71.04986929307968,,0.051725880687241606,,,4063.9972805951734
"$\hat{S}_{x,z}$",,,,,0.00024606315677788785,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,15.59479277051931,,,0.00504639084112417,,0.08338272629073797,,,0.7286451244696639,,0.07687523499053335,,,2.010960014891565,11.473562053774188,,0.20595070338411206,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.2119984567451283,3.2593399855058673,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.4415628798374676,,0.3068105826476996,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,10.9899328788998,,,0.9654808619025682,11.992891627376288,,2.264683119124697,4.717015469608978,0.1429288334358044,,221.02503277026776,,,14.431816170605469,1.809180135547864,,0.9752398750541917,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,9.66597306628435,,,86.27591086901278,1.372410198624246,6.996488923623264,,,,9.806495814054895,5.4299136774424905,,,13.573904497498031,19.0104102206711,,0.8505442364383362,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,0.10197322458107586,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,41.72273785932699,,,0.06202923166719882,13.008090318333895,0.004524374399887069,,,0.18416499034861336,,,,,0.5602660270466446,2.376038751196759,,0.3428629589172759,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,0.07718729597982901,0.13022807514738605,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,1.9011738461843881,,,0.009128154442274498,0.49727492968273757,0.06929134823909319,,,0.07367077027721257,,1.7848663879752709,7.67883575694601,4.103837226840974,,10.648173107488585,,3.6407082555447574,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,12.955499830714697,,0.24367438198073313,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,58.66596651779534,,,0.014074621247718478,0.08715689123510284,0.5527365574888846,,,0.052602757562414046,,0.4208685567507356,,,0.09391282334588699,,2.9163500570282666,2.7277429855672275,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,0.34289436468370693,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,0.5849986233863299,,,19.332681951738213,4.855530879809291,1.025388753658614,,,1.1757178018012462,,2.9166171906055167,,,0.2746718302618759,0.3666034539511619,,,,,
$\hat{S}_{x}$,,47.713993255313504,1.3109073652546595,,,9.304661785780171e-05,0.7717485120944861,,,0.5477331642577633,,9.82105971188818,0.10583471422852511,,,0.04459807676987079,,0.12847301389134724,,,0.021307192796772755
$\hat{S}_{y}$,0.020958212293175408,,20062.922888195542,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,0.7628304077807496,4.9843186138564676e-05,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,,,,,,,,,,,,,,,,,0.24187077991167227
"$\hat{S}_{x,z}$",46.93250816932875,,,,4.1344390602502115,0.009796178160615074,0.42167854860448145,,,0.004866809951346414,,0.1101813216119904,0.004826661104332218,,,0.08626254585895085,,0.16623981724752374,,,
"$\hat{S}_{x,y,z}$",10747.300901664667,,,,,,4.066369181553743,,,4.749468956998031,,57.731714282895865,1.118357640132429,,,0.08476169776465507,,0.5449865002336534,,,102.08062609767939
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.03604954930752104,0.024517912063526198,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.05097439625969488,,40.786507326112776,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",1.2957588959725377,,,,,0.24591962887587698,,19.61769188800954,27.7395978371183,0.572105421826751,,3.0860131731577636,0.533559818910929,,,0.6048598612678023,,7.723625115828837,,,2.3714746773565714
