ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y}$"
"$S_{x,y,z}HF_{z}$",,,,,,,,1.7931900047721706e-14,5.2458627153304265e+19,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,2.4891153425880306e-73,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,1.6539775816949703e+38,,,,9.43552275310374e-11,,,4.017491607923082e+72,176162.98038690042,,1.0423918904343896e+40,,,,7.99837091347633e+23,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,5.676561544336591e-06,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,445.0773737897587,,,,2.4758522922841065e-49,,9.593320987783933e-41,,,5.3939512405891096e+16,,9307471.757005615,,6.751183347587314e+17,9.237307804984784e-22,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.8539285125068785e-17,98740204655799.53,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.0127586867840918e-14,1.074405623898147e-07,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,1.48122180737007e-18,,164432365.51260456,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,6.081527787322046e-09,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2.696867803619177e+49,,,,7.173690076419522e-37,,1.2502545966143126e-24,,,,1.0825665021797411e+21,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.2640750273545722e-46,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,7.910922835749533e+45,,,1.7420439216039984e-119,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,5.740383394462543e+118,2.6819562956293186e+75,,,9.359894063232875e-31,,,,,,,0.0001525534224263059,,,,1.8373290315377244e-07,,5.750083855866565e-19,
"$S_{y,z}$",,,,,3.7286215350699846e-76,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,2.6951030615693902e-108,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,1.0683881604260417e+30,3.710433245612835e+107,,5.3474393824071425e+32,8.51352295905015e+19,,,,,635.7043330499105,,,,2.45423691498677e+23,,5.804058589098648e-17,
"$S_{x,y,z}HF_{x}$",,,,,,,1.1746018714109035e-20,1596621265274.0713,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.870053923920969e-33,,6.263226112226077e-13,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,1.739105072319498e+18,,1.7229322975447374e+16,,,,3348.4246193416952,6.513220997773034e+67,,1125999905.6103532,,,,7.126907489639215e+19,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,0.00029864790571173177,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,1.5353386601528101e-68,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,6555.080732345227,,0.0015730583354722674,,,,,,2.1576902036395526e+32,,2.206864936712498e+25,,4.630802321071539e+20,593539970.2115207,,8.880995415873908e-10,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,5.113400710660417,4.5313149135880995e-26,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,4.634585624540623e-33,0.19556456780615689,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,2.159453007634768e-21,,1.654573929948272e+21,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,6.043852026794982e-22,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,5442683.280103974,,4.0745862548701445e-24,,,,,,,1.6848065002995984e-09,,,,,,1.4031331281537694e-20,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.893077390973088e-128,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.0437036247267074e+127,,,3.659811294232236e-94,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,2.732381315878152e+93,8.41433532835092e+31,,,,2.9058582839547964e-17,,,3.877455262932977e-34,,,47030294376.783165,,,,0.501550713278549,,,
"$S_{y,z}$",,,,,1.1884480009141549e-32,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,1.3726076564464011e-74,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,0.0026979802696697796,1.0195394497342144e-21,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,3.441324050528116e+16,7.285403045098408e+73,68931647.33667341,,9.808350233634332e+20,,1.1688135038780736e-18,,,773746396619906.0,,,,1038925942214215.0,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.4507124646475325e-08,370.647632690952,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,0.0035926582204298028,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,2.5790110579988535e+33,,,8.555684860604728e+17,,278.34543077698225,,1.4125734603335588e+18,,10268772431962.697,,,,2.1977298283451164e+28,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,7.079277843460718e-19,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3.262398073874644e-38,8.02360120653436e-09,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,2.1262890510284728e-11,,,1.292413127051031e-15,,,9.73826235439193e-14,,3.065229862682982e+37,,1.8262078276273813e+38,13243224140052.523,,8.158220446628337e-09,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,124632315.87153256,5.4758280239068145e-39,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,7.551031300418917e-14,,,702185463335.7295,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,1.4241251809023553e-12,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.993816325099361,,,9.625325149439873e-16,,,4.550149827802068e-29,,,122575751.23669086,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.599299284902422e+71,7.349920453875153e-60,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.8471906863835423e-72,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.360558942475034e+59,,,,,2.769618396610837e-60,,,,,,5.728869334037209e-43,,,,,1.7781960707833144e-10,,6.175678572060754e-89,1.6691103021751662e+34
"$S_{x,y}$",,,,5.991215791411813e-35,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,2.87324370454086e-81,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,3.61060571096615e+59,,3.4803869870822475e+80,,89.1657020886483,4.5928436496228434e+67,,,,5.477017385172516e+36,,,,,2.6700140989804204e+30,,3.703995346711634,
"$S_{x,y,z}HF_{y}$",,,,,,,0.01121507459231132,,6.439500407064085e+67,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.177300331314606e-68,1.552915500871787e-68,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,1.619255258076541e+88,,,0.2699787408987403,,,,85837.11978115779,1.655632299555851e+51,1.701027043940325e+34,,,,,1.4174054742471813e+26,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,1.1649971510571482e-05,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,6.0399884700743365e-52,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.3545052636407527e-20,3.0375095147875756e+16,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,7.256232764117989e-24,,3.292170757430314e-17,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,1.7455451358589232e+42,,,1.8258112576148082e-37,,,,,,,1.3781255818377158e+23,7.382769390737665e+19,,,50.30316387032449,9.846569718438283e+19,5.878801301615765e-35,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,1.0155821048293e-20,,,9.941391945911876e+17,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,1.0058953569487042e-18,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,5623676806.121213,,,3.7452985749470874e-31,,,,,,0.019879465287270595,,,,,,,7.055144192462812e-27,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.1811127161307394e-78,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.143554124722506e+77,,,1.7894230833227868e-93,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,4.947215471073373e-30,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,5.588393316929253e+92,2.0213390862942037e+29,,,,2.044266831822391e-18,,,,,,,,,4.573796362818477e-28,9.951556886595848e-21,,2.1479902315658095e-45,
"$S_{x,y,z}$",,,,,,,,9.889767714103906e-68,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,5.1216484608270864e-06,2.447791150227246e+16,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,4.891729320426021e+17,1.0111460945375785e+67,195249.6364497675,,4.950667456580652e+27,,,,,,,,24881.093973315277,2.311939847075239e+29,,1.1555988267644988e-24,
"$S_{x,y,z}HF_{x}$",,,,,,,4.0853158567354195e-17,2.019929653466735e-28,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,4.655514654138046e+44,,,8.653522111993209e+23,,,1.8203241123416345e+19,443204002.57578933,,,,,299981816447910.1,5.366137008365281e+37,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,5.493527186834968e-20,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,2.2562973127233813e-09,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,31374417731.71034,,3213404.876885683,,1.1938502632291993e-13,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,5153780075.702486,3.111963908417181e-07,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3.187310147239141e-11,1.940323384605609e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,2.334212892609329e-15,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,2.1863675613747204e+27,,,4.0191158840221814e-05,,,,,,8376259827552.734,,428409937742284.3,,9.18322519233886,,3.3335353850477247e-15,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.0048678929293368e+20,,,4.325372051807784e-30,,,,,,,,,0.10889420427523151,,,1.8635379574563565e-38,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,5.004222236110866e+98,2.1104711835803727e-78,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.998312530534556e-99,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,8.654351658736461e-18,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,4.738278389110814e+77,,,,,,,4.567318230005777e-85,,,,,3.135719648233196e-94,,,1.34622480725972e-76,,,2.2015758579938453e-77,1.1554880589934341e+17
"$S_{x,y,z}$",,,,,,,,,8.111646698931463e-40,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.6738763690822556e+20,,8.353871218322274e-07,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,2.189468632665728e+84,,1.2327953091592719e+39,7.479010837289053e+19,1197049.8154277655,,,,,,0.0005440177202827812,,,1.0523730973203888e+16,,,1.0837036130399065e-11,
"$S_{x,y,z}HF_{z}$",,,,,,,,5.974156864095494e-21,1.3370752118905526e-20,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,4.54220097104097e+76,,,,,92276152627.6443,1.6167858479045746e+16,,2.8375898272101126e+22,,1.3958565008843781e+17,,,5.805379562114995e+27,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,,,,,,,,6.185111041737803e-17,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,3.524117511314837e-23,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.06523988986538701,1.931205603225386e+61,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,3.1890606054767826e+93,,,,,1838.1754173011104,,,,15.328045495836276,,4.342112304038612e+34,,6.163053962010911e-05,,,7.164060197924545e-18,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,5.178112565176172e-62,2.3030265685894327e-35,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,7.428179859763016e+75,,,,,9.502333369660017e-17,,,,,16225.721958042293,,7.366731167036012e+40,,66948272.341656834,,1.7225402564990663e-28,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,1.3574541778783924e-41,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.493690524076117e-08,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.930355045606601e-80,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.028251496595751e+79,,,1.517530568593619e-111,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,6.532823537971148e-27,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,6.589653089668937e+110,1.5307316877421165e+26,,,1.2162780712131462e-33,,,,,4.924212518212271e-31,,4.7296358047808376e-27,,,,25864113359.82446,,,
"$S_{x,y,z}$",,,,,,,4.907787640321e-43,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.1397705510850106e-18,,3056257982416778.5,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,8.221804073163754e+32,2.0375779746138198e+42,,8.773695714879145e+17,679.9890525799606,,,1.047533798638174,,2.6460718459545098e-06,,,,2.0157578338848515e+28,,,
"$S_{x,y,z}HF_{x}$",,,,,,,0.001470611910891623,3.2719750942269475e-16,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.8594406854846213e-13,,,,,,,,8.072202992648458e+45,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,1.2388191933611224e-46,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,2.0307815641617527e+30,,0.9546231360744928,,,,5377961275163.625,,,1.3274867231849659e-14,,,,4.375172232766336e+28,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,2.114327701488504e+26,,377918.68785757513,,,,,75330320261189.12,9.570684269231216e+78,,6.4400414747020515e+50,1.5481621475927777e+29,,1.4141184790998365e+24,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.0448573705590718e-79,4.71225853794314e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2122124649.88496,1.55278503085458e-51,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,6.459271734261752e-30,,,4.298462407801589e+21,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,2.3264132732323726e-22,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,3.8663610311627056e-11,,4.96091337555543e-29,,,,,2.28562430642352e-29,,7.071543260198074e-25,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,2.768597868779885e-80,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,3.6119366097782115e+79,,,,2.0492965353227132e-30,,,1.9155144494605844e-32,,,2.9549416916048643e-10,,,,26.7779672007764,,,
"$S_{x,y,z}$",,,,,,,,2.4055568434920706e-53,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,5.603423271383107e-13,1.2990977584210187e-07,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.9549496669040295e-05,1784623348207.5815,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,4.879723274613964e+29,4.157041654223941e+52,51152.21209677778,,7697650.10768277,,2.5137496846345606e-16,,,633328358165.3733,,,,1.5453356775032178e+38,,,
"$S_{x,y,z}HF_{y,z}$",,,,,5.220529661269866e+31,,,3978120837220020.0,,2.9225272296835184e+23,,5.1092891124552715e+22,,961369627.9519932,,,,6.880359018897416e+36,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,3.421696091804388e-24,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,1.957219444799532e-23,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.9824905137143353e-34,2.7828805905220557e-25,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,3.593398881022073e+24,3.1978933341374734e-12,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,3384161531.3122745,,,1.5789597719843176e-12,,,1.040182642476756e-09,,3.352902533643333e+33,,312705864615.62427,4436597095.578712,,3.881045741345466e+16,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,1.7861359358962105e-09,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,2.2539797472178604e-10,,,559867801.718149,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,0.03734413417202954,,,6.47108595600206e-39,,,1.4534125286971594e-37,,,2.5766251331356995e-17,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.8767226909520816e-10,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3476177954.674663,,,1.6121897941944967e-151,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,6.202743644706131e+150,188659440574.7496,,,,1.1511603186853443e-41,,2.7483573429021052e-52,,,,6.049383979999858e-22,,,,4.6022421115882895e-27,,,
"$S_{y,z}$",,,,,5.300556372654914e-12,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,6.398434362616532e-13,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,8.68688734113096e+40,1562882329218.8418,237702945.18243524,,10477460395304.023,1.0076711886574408e-09,,,,3.130631097186349e+29,,,,8.507876243440058e+16,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,4.206931467477222e-09,0.0005308238041520999,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1883.8642731882169,9.544297589978941e-14,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,3.434247411214261e-58,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,3.638537043163602e+51,,,992387210.4871218,,,2.91184612015599e+57,579764.0079683576,,2.6090937076473686e+36,,,,3.15046433896059e+34,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,1.7248397386796352e-06,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.03300315108988707,8.388966429788926e-56,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,1.653060879101319e+21,,,3.194244128280553e-30,,3.832748502167461e-37,,,2.005962786994542e+44,,1.192041961747558e+55,,1.0518741887692777e-05,89.93648078339281,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,4.985137343939775e-45,30.300137016505165,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,95068.40368143533,,1.3562301307487664e+27,,8.658659563326217e-15,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,7.373379910442678e-28,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,2.172853960642431e+26,,,1.1753814599395982e-17,,3.174135277880729e-35,,,,0.011118958528168858,,,115491317413090.53,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.1936786283142238e-23,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.55855286682749e+22,,,1e-160,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,9.159857643871951e-23,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,1.0917200232571424e+22,,,,194622565.6362186,,1.0968969216950868e-11,,3.074912510100388e-34,,,,,,,9.120125695144548e-15,,
"$S_{x,y,z}$",,,,,,,,1.1494748636286817e-47,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.3202560583430447e-10,6245199335.308888,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.601229914866344e-10,1.246037507823899e-24,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,5.138150330774919e-09,8.699624773378542e+46,7574288288.099399,,8.025440596458584e+23,2.053170724098755e-16,,25263724487678.72,,,,,,,4.0192865943772303e+26,,
"$S_{x,y,z}HF_{x,y}$",,,,,91166269156.32625,,,4870515579940157.0,,,2928482191430258.5,1.705442215466493e+26,,,,,,,5.521722322203474e+21,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,3.4147381975766914e-16,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,3.252125049786709e+33,,,3.958244559260082e-14,,5.863581837784331e-27,,,13259951661.55968,,,,,,0.08987761652153965,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,7.54150562176617e-11,,1.4753459571988891e+32,1.335333029167427e+35,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,7.48876855553775e-36,1.0432021224924947e-05,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,6.778071238956136e-33,,95858.70067161357,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,109647611603904.62,,,2.4880037203590986e-27,,1.8110291348387554e-22,,11.126240756065718,,,,8675129.212036928,,1.5845834209128994e+38,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,1.1527205826657642e-07,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,6.31080690863146e-39,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.4651198693543e-41,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.2395815325437384e+40,,,5.51852112883148e-100,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,7.694392204466197e-24,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.8120796797814292e+99,1.2996478128831953e+23,,,,4.988853777356022e-30,,1.0897506136674364e-31,,,,1.3152688704710804e-34,,,,14971217924617.467,,,
"$S_{x,y,z}$",,,,,,,,1.0008203891921677e-28,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,2.0044684503260327e+29,9.99180283294558e+27,5.861706274363974e+16,,5.876674077066465e+96,2578.3412599172025,,,,153.36368767159277,,,,3.631376139732549e+47,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.7059879038522878e-17,6.598271124232931e+83,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.5155485144091482e-84,1.7016427776766936e-97,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,9.1764114418308e+30,,,0.00038784625431317524,,,5.119004925226571e+30,7.721753793778256e+41,,191542.54007995583,,,,7.010340235795676e+54,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,1.9535046646897672e-31,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,1.2950425857992808e-42,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,7.60300819437654e+33,,,0.006520448322430551,,5.2207723651496365e-06,,,3.0227697375821193e+38,,3.362556458505807e+37,,1.1473300027609326e+20,1.1087388103005081e+41,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,9.59592598584265e-08,2.973927761035609e-38,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3.3082242010266024e-39,10421089.131735176,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,8.71588817161237e-21,,6071.608233570646,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,0.00016470100861759834,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,6.679483292776604e-14,,,2.753776974680596e-48,,1.4264642889853971e-55,,,,9.019256751091486e-42,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.739654414793107e+31,7.817377291739999e-124,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.674043879681123e-32,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,1.4731735285866937e-66,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.2792014030800592e+123,,,,,,1.1683607857774541e-71,,2.3632680099096803e-48,,,,3.2439753260848656e-41,,,,1.642022137850258e-15,,,6.788066582755948e+65
"$S_{x,y,z}$",,,,,,,,6.654361127620966e-118,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.587541340935326e-18,1.8991919592883215e+63,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,8.559000029554886e+70,,1.5027738663734276e+117,6.299048561537513e+17,,4.3321182656128505e+56,2957357667917.7544,,,,4.743456410197071e+35,,,,1.9717945918188537e+61,,,
"$S_{x,y,z}HF_{x}$",,,,,,,5.265397186994868e-64,2.3083395666681628e-57,,,,,,,,,,,,,
