ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$"
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,1.5808088750746924e-20,,,,1.2558075078423536e-07,,,,,,,,8725005.497450233,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,2.1713839512464076e+53,,,,4.736717923474105e-12,,7963003.834227227,,,1.1503926496473328e+34,,,,,,,,1.3157218036578422e-05
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,8.692684191841477e-35,,1138020998.5425744,8.638517989147506e+24,,,,,,7.462707256140299e-22
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.1576059704411002e-25,3.0517707399234045e-28,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,8.787184079034277e-10,,3.2767861193436134e+27,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,5.214169127148085e+37,,,,0.6430129152801315,,,,76003.90882175068,1.339996285097747e+21,,,2.820015112623008e+27,,2.4417055468903245e+29,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,,3.546080287030307e-28
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,,4.095497924692709e-30
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,7.8613358510361e+17,,1.2122209235115127e-64,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.2720484392842764e-18,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,9.088693570219315e-05,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,8.249321395173086e+63,,11002.681433519489,,3.119644227471997e-23,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,3.2054937264764637e+22,,3.569838513239759e-73,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4.8642433668732913e-23,,0.022726264251053584,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.801247160876371e+72,,2.055818191191356e+22,5.780248007929215e+27,,0.040183792086102184,,0.0009789127391934011,,,,,2.2413340095209577e+38,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.7300295742124254e-28,44.0019524965983,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,24.885655337288494,,,4.037507286188923e+25,,5.17199043733266e+16,91984766459.40338,,,,,3.8226773656921655e+27,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,2.4767757160976376e-26,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.9334915872654395e-17,,0.04010721408422896,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,1021.541512294522,,,,1.0871365319401453e-11,24.93317032441857,,4.6494324768353494e+52,1.568404263651149e+16,,,3.216024059135874e+31,,,2.8760572750180503e+31
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.1508001352471585e-53,,5.3854784345739987e-42,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,6.375907176330045e-17,1.8568452406756353e+41,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,,1.5049811171423443e-06
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,3.4769822168917825e-32,,,664460.1640576052,,6.629526425594424e-17,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,4.4616286361251926e-39,,,,2.615967564971133e-28,,3.109429474444584e-32,,,,,,,,1.5084033697178256e+16
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.1137100343380654e+26,2.6955681825640164e-100,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.73101789628e-27,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,3.709793009386255e+99,,,2.3762354909323112e+33,1.309651727505099e+21,,,,,4.7913064279992774e-46,,2.028576742124386e-15,,,,,,,,39813.08880920581
"$\hat{S}_{x,y}$",,,,4.20833711059358e-34,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,7.635617767671799e-22,,,983026481204458.8,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.0172665936473496e-15,,8972136.814234175,12.288727201318887,,4.8775539049881635e-37,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.08137539255429765,0.0002358243836196996,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.1145616932785883e-07,,4240.443607445794,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,7.565441297745682e-11,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,2.0871134314353873e+45,,,2.0502079925294578e+36,,,13217999593.731243,,5.093163158966275e+31,931448042975845.5,,,,,,,,8.794264107883501e+38
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.9634163854333761e-32,,0.034250022697775134,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.008835988857030916,,259638323958.80817,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,492956455249886.3,,,,,,,1.0735971883145952e-15,29.19706094282266,,113.17352434235886,1.7266572663982054e+30,,,,,,25847.93070109078
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,5.79153732162488e-31,3.8515115363271674e-12,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,2.5117367928729367e-05,,,,,,,1.1371048080118077e-39,,3.868781650508681e-05,,,11218790834296.332,,327331.27445198427,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,,8.913616581057528e-14
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,,3.055009032284474e-06
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.5887936606042762e-05,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,62940.83522586964,,1.596919122517661e-95,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,4.0063437035822306e-40,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,6.2620578957275316e+94,,,4.0459588757346035e-14,,,,,,,,,,,,,2.4960414632071142e+39,,
"$\hat{S}_{x,y,z}$",,,,24716019878438.215,,,,,1.501401177393352e-20,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,97807.72790199741,4.185063477265916e-28,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,6.660445023335758e+19,2.3894500177409397e+27,9.403193146397906e+16,,,863630021.1712439,,,,21392504.48918594,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.0224140990188344e-05,,1.0634685307757093e-17,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,1.414729613040739e-16,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,1.1579032403757952e-09,,,3.378239192535636e+21,,,,,,,,7068488499725804.0,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.960121954092365e-22,,,,1.0241274901617341e-42,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,4.674534487093397e-08,,,9.764409310427515e+41,1.2960093877467018e+55,5.170649992643928e+46,,1.3551032607345523e+26,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.5418693378967483e-10,,1.933992827638032e-47,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,3934112525.341066,7.715993490900891e-56,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,7.379511428951446e-27,,856850898.8000045,3.4599317605450573e+20,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,1.1670641898146712e-09,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,2.8902304126439357e-21,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.012245753039204e-17,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.4923697638473864e+16,,,,,,,,,,,,,,,,,1e-160,,
"$\hat{S}_{x,z}$",,,1e+160,7.187654079052401e+22,,1.7817648184842615e+27,,,,,,,,,3.268042600568497e-08,,,5.343933121632208e-22,,3.5594696968629753e-10,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,1.3912745229551128e-23,,
"$\hat{S}_{x,y,z}$",,,,,,,8.114590268828957e-36,,,,,,,,,,,,5.612412983048431e-28,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.8511526600159163,,2.979453375799646,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.3682142608758893e-05,0.3356320350982546,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.2323481123148727e+35,,1.174877371564932,73087.96791518824,,,,,,,,,,,4.951795530560537e-07,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,2019469.491073274,,,32185.591281428395,,902.879603746115,,,1.0546922231345748e-08,,,93.29829377302424,2809407257.7196484,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,3.106980360423007e-05,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,,2.5594462750215592e-11,,,,,0.0011075673831271913,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.1992512644783878e+27,0.002335598412496473,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,39070951000.58612,428.1557970966081,6.243117932464914e+55,,7.39594319278242e+43,,4106655.519318748,30599356.318857152,94814390.21404481,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,8.338536131833459e-28,,1.6017637514099931e-56,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,1.3520925917547387e-44,,24137389.495183904,1.0110789312521416e-28,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,4.142950090769047e-08,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,2.435071544948795e-07,9.890424665081082e+27,,,1.871280903482879e+21,0.010718309623462102,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.5440414272284393e-18,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6.476510165889811e+17,,,,,,,,,,,,,,,,,1.2143561267320049e-101,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,4.6376392148859025e-61,,
"$\hat{S}_{x,z}$",,,8.234816607638271e+100,2.1562695019271836e+60,,6.872517075854408e+40,,,,,,,,,,,3.614359632278617e-12,,,1.031190934383879e-26,
"$\hat{S}_{x,y,z}$",,,,,,,,1.1116415729068583e-76,,,,,,,,,,,1.4550709572091932e-41,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,6.80946243964372e-08,2.0677573280351894e+17,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,4.836157446726175e-18,3.8766058070809467e-45,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,8.995705309806612e+75,14685447.035850326,,2.579576180207479e+44,,,,,,,,,,,1.2710034530548288e-06,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,786779.9238440478,,3.8065809526023996e+39,,100.21369395615477,,,,,35567.85728452653,,9.697525129984632e+25,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,2.6270293800433745e-40,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,3.5142821999826046e-13,,,,,,0.009978676172115931,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,5.295877380340869e-11,7.346985823440558e+17,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.3611023949569905e-18,1.0584132279520414e-09,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,2845531300829.939,18882612420.600174,,944810565.0899062,,3.383460791795102e-19,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,9.693189416453058e-46,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,2.9555536816770616e+18,,,,9.908531200760253e+33,276674183462.35944,2.8115272505747508e-05,1.0316521807596338e+45
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.0092313176783183e-34,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,9.739062990737518e-43,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.0267928248857873e+42,,,,,,,,,,,,,,,,,6.647075724185954e-149,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,5.691699966045537e-54,,
"$\hat{S}_{x,z}$",,,1.5044209536554764e+148,1.756944332915667e+53,,8.974673962617879e+20,1.6903640818972494e-19,,,4.176255670547918e-47,,,,9.645318600682474e-23,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,1.545877645201585e-45,,,,,,,,,,,,1.1142466056876162e-21,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.13816611915936577,,8.676584601000483e+18,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,6.468817264445261e+44,,7.2376643860609855,2.0183575762458386e+27,0.0004863159008589398,,,,1.6315792301946186e+17,,,,,5.915885285953361e+18,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,4.954523478738629e-28,1.152527228149993e-19,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,2.4901897662668096e-21,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,2056.2765853096353,,,,4.015758210665041e+20,2.217151495242957e+16,,1.8544663668480976e+16,,,,,2.394489415608029e+46,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,4.510291706027149e-17,,,,5.092051336634092e-15,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,4.52632300540366,9.61598364874191e-16,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,6.1290311956270596e-18,,,5.392386822844502e-17,,196384508696059.62,2.4865793962810584e+16,,1039935212588296.2,,3.4784468105137914e+23,,1.036772388139924e+22,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,4.021588860165114e-17,0.22092988034794908,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,3.3560639886066133e-18,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,2.874846316400316e-24,,,,2567861.4751184015,,,2.9796809697159104e+17
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,3.8942910655018533e-07,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,30656072978.695564,5.39708774567622e-36,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.26199640996076e-11,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,6.993896607856258e-80,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.852851106230637e+35,,,1.4298181057991307e+79,1.4181831887045074e+52,,,,,1.1822998111168708e-28,,,,5.327278273813784e-11,,3675720611206.917,,,,
"$\hat{S}_{x,y,z}$",,,,7.051275236970532e-53,,,3.1553809373677764e-59,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.169189457150621e+58,,7584.292839925809,9.699710935664432e+19,,5.193287382547621e-23,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.00013185144892292717,,4.144786116299253e+27,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.0309585580773803e-20,2.4126697299711765e-28,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,8.458091514497837e+27,,,1.925562608687062e+22,,,1.656448213399203e+24,,4819409502896870.0,,,2.3408152802841842e+33,,424035178688.3838,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,6.037013363357112e-25,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.0749429974749313e-16,,,,0.04633507723085036,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,64.66095725117559,6.281469622544255e-48,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.015465282954526925,,2.8501842882101937e-31,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,18771311514.08959,,,,,,,4.272015858844685e-34,21.58192151094959,1.591984137614851e+47,3.508545058424842e+30,,,0.2400421096923492,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,2.720554976216355e-13,,,,,,,2.358294901600329e-12,,,,4.165935723868006,3.83127327070934e+27,,31939172.088956688,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,2.610098338965143e-28,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,3.1309515388026e-08,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,6.165470858873761e-107,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.6219361390066951e+106,,,,,,,,,,,,,,,,,8.28334174322873e-80,,
"$\hat{S}_{x,z}$",,,1.2072422350767507e+79,1.4123296960161504e+17,,1.2014480399800013e+58,,,,,2.218235937968958e-18,,,,,,,,,,1.795517070540206e-31
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,7.080499707828594e-18,,
"$\hat{S}_{x,y,z}$",,,,,,,5.475250527045321e-83,,,,,,,,,,,,8.323289619887727e-59,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.826400445167653e+82,,4.335267325502679,3.529584383204045e+20,,7.709522741165834e-23,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.833194765816115e-21,1.4994228589036197e-25,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.23066628304958078,,6.669232725524816e+24,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.6630818777771553e-36,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,1.2970971531874358e+22,,,6.0129330573704624e+35,,18686161140.74105,,,,,,,4.508086731818128e+17,,0.0025182973760104104
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,5.3515539787341374e-11,,1.0197367784278394e+16,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,3.022391415899692e-26,0.01974111999527651,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.2109752114917023e-39,,50.65568722743551,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,9.806452225266718e-17,,8.257807348246055e+38,3.3086383012450573e+25,,,,,,0.08747870769129495
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,397.0936909699842,,11.431353141714398,,,14540378165742.525,,1901431375328.5872,5.569426302915273e+30,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,,6.877400220277789e-14
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,,5.25919585095302e-13
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,9.47738587334015e-20,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.0551432782883686e+19,,5.785448961565958e-121,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,1.7284743269592826e+120,,,2.711097634170383e+85,,8.135105097983516,,,,,,,83533046.22475035,,,5.866651918336989e+34,3.7426682501069115e+24,9.942321830411062e-07,
"$\hat{S}_{x,z}$",,,,2.6718905689047765e-25,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3.6885429259208796e-86,,,,8.028568815259962e-64,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,0.12292404190916653,,1.2455520068524448e+63,109.88675477646048,,5.614101446627956e+42,,,,,,2.1347595415068052e-19,,,1.5976378485714094e+18,,0.005714073128285722,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,0.009100277845444356,3.559851353678567e+61,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.8091060571016586e-62,1.7812289455521652e-43,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,1005801.2776666025,,,,175.00651068846398,,3619166682.3818355,,6.548206521412373e+19,,,1.7225396795704496e+17,,,2.879995393511617e+24,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,2.7630669923770486e-10,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,,6.673214659596353e-19,,,,,1.5271357076629152e-20,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,1.1971310100549234e-08,,,,4.684368335433961e+18,,,,1.4985281472430374e+18,2.6230288357407254e+29,2.572317352947167e+26,,,1.246452543678781e+17,6.773323921255704e+18,,5.805381506505385e-18,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,8.332908164849278e-19,3.8123866057980516e-30,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.2000612273855386e+18,,3.887545208425685e-27,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,1.5244812078799459e-10,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,8.022768336198339e-18,6559608572.615155,,2.8650299793735837e-22,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,1.7045497396468487e-35,,,,6.2592407966185155e-19,,,,,,,1.4763800043016553e-19,,3.490364872965979e+21,,,3.4722277759642056e-25,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.4067639312922044e+25,1e-160,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.1549567325578733e-26,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1e+160,,,2.564507697919423e+90,3.595395202208231e+55,,,,,,,,1.6660573303440332e+25,,,,,,0.1984667040547128,
"$\hat{S}_{x,y}$",,,,3.899383888811474e-91,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,2.7813354131023393e-56,,,,1.3039198863340877e-52,,,,,,,,,,,,,
