ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{x,z}$","$S_{y,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y}$"
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,5.9642014863112476e-21,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,2.7008480913283104e-52,,,,,,,1.6766703846192195e+20,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1.9397000188311966e+126,,,9.553055309815913e+52,,3.7025407064200626e+51,,,84495095813760.95,,,,,990049449634772.0,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,5.331692694039164e-07,73.58981685372144,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,7.717491260954853e-13,,0.013588836645534197,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,3.3514029748966445e+95,,,1.157984588278144e+22,,,,1.1835006403260851e-14,,1295757865071.1348,1875576.9647376726,3.110495346778875,,3317497300.493435,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,0.0014375123003010444,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,0.32149220253152494,,,,695.6462214553432,6.933454081192539e-09,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,5.852963970016426e+57,,,6.191992631275476e-06,,,,1.0100505589583417e-15,3.014320463354297e-10,,,144228257.41538656,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,1e-160,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,3.0515769607872362e-83,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,3.276994199556491e+82,,6.427452283538809e-20,,,,,1.537674447672248e-53,4.3196679383040995e-68,,,,,3.419925455952253e-10,,,
"$S_{x,y,z}$",,,,,,,9.771196640057548e-42,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,1.5558264081727617e+19,,1.0234161043289683e+41,,112612877.27376667,9.582935793225934,,,1.2170082770753562e-60,1.8500711871939542e-51,,,,,2.800173037779697e-09,,,
"$S_{x,y,z}HF_{y}$",,,,,,,8.879979130352541e-09,,1.3187907178525054e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,0.1043521548695848,7582704264.315581,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,4.47785345345588e-22,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,3.0525258423713495e-46,,,,,,,2.2332128784344838e+21,,
"$S_{x,y,z}HF_{x,y,z}$",,,,6.5033271607902e+52,,,8.216870984666941e+59,,,,3.275975541694847e+45,,4.232643437448551e-05,,,,,9.309822809100603e+37,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,2.888540456440461e-17,,4.452150874349776e+18,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.473474205285963e-36,2.2461053729362826e-19,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,2.314992759356868e+67,,,5.405197415763894e+50,,,,,23625.89749829725,,3.4619560123187496e+16,6.786681411948613e+35,,1.7714610355104118e+18,9.515394204813189e+27,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,9.263464252457137e-06,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,5.645057836182491e-19,,,107950.97522341598,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2924040342.047623,,,357120787.36138266,,,,,1.074134299336474e-38,1.050928609446541e-28,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,1e-160,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,5.5386104079088556e+60,,5111801.563380624,,,,,1.2542078927839552e-81,,,4.834671699453776e-27,1.1728550987082792e-20,,1.7424406895596797e-05,,,
"$S_{y,z}$",,,,1.8055070249607203e-61,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,7.292532935419192e-08,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.531183068308214e-10,,8.058582045610647e+17,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,1.9562574712674545e-07,,13712656.615413936,,3950721749.5271,885459689533.8447,,,3.4681370164850405e-91,,,1.3768613847428176e-33,2.990479405608306e-09,,1.144734990440236e-34,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.1293568886534583e-12,1.2409130965474013e-18,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,9.134976468037107e-06,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,5.4525558524626465e-74,,,,,,,109469.35698181132,,
"$S_{x,y,z}HF_{x,y,z}$",,,,7.973159838599868e+80,,,2.8833924243670762e+90,,,,1.8340023047143114e+73,,,,1.0110687957220378e+42,8.705889214399876e+49,,2.9278038118306367e+44,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.27484264321755686,,4.248501260069014e-18,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,2.0683927723840704e+26,,,7.262895241896764e+32,,,,,9.890523812337288e-43,47463848922.59774,2.3537712213924483e+17,,394206613629214.9,,2.0662237217291946e+26,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,3.6384455785066483,2.106866642085353e-11,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,8.526202436271517e+19,,,334394544.943066,,,,,1.1486477433528117e-50,,,2.5367407989267927e-15,,,1.64172273368822,,9.782166602399952,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,0.10222684203258821,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,57390.762623472896,,,8.735646314221822e+33,,,,,3.4155294011135964e-45,,,4.839746971654713e-27,0.6091162529944659,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,4.6521401670974106e-139,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,2.1259841951618977e-122,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,2.149548302677057e+138,,4.703703829387349e+121,,,,121.40329040631408,,,1.3164140544478499e-08,,1.8225580694731937e-37,,,1.1135257856250901e-14,,,,
"$S_{x,y,z}$",,,,,,,,,9.974248021619273e-23,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,0.008237009035366234,,1.0025818466038653e+22,1.9270463497541694e+27,5.940074407390536e+18,,,,7.878529292630618e-26,,8.081437318834319e-30,,,2.646814361220399e-34,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,3.7576226659761556,,1.683480595387522e-19,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,0.26612571002794394,5.189288779315394e-28,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1.2694386683322552e-06,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,787749.7550265784,,2.698754571337571e-25,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,75963941.33147074,,,,,1.2692724274508635e+25,,3.7054128990483736e+24,,,3.4564901095326417e-13,,,83766.6554708254,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,460465.02616025665,2.0508158008549986e-16,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,5.48679362676794e+36,,,,,1.2374036455983325e+29,,,2893108234975.427,2.3850091675345505e+20,,4876108325199628.0,,1410312015.2427237,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,4.192856000774737e-21,2.1717175967496125e-06,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,0.006266703463939582,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,89804835497243.45,,,,,3.7781266969509633e+33,,,1.1937924396996896e-05,,7.090629514546777e-10,,,,24215943758.18486,,159.57353108445105,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,4.129510747075489e-11,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,1e-160,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,2.6886530034114433e+77,,,,1.688775948341935e-22,4.155492990392508e-75,,,,4.209882771389822e-72,,,1.3354883333722683e-41,1.6517497405680749e-43,,,
"$S_{y,z}$",,,,3.719334546820174e-78,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.7476075198433542e-62,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,225462.020188445,6.089540770649881e-29,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,5.921448614789988e+21,,5.722108589288025e+61,1.6421599553446773e+28,35.717336906108244,,6.691252671665518e-32,,,,8.44402893554829e-33,,,4.283414012022366,1.6234836062885262e-32,,,
"$S_{x,y,z}HF_{y}$",,,,,,,4.435336821537317e-06,,0.027997608069961783,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.0295532802224605e-51,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,2.406453343350592e+74,,,,,1.4944884748330544e+31,,9.712950453461964e+50,4238951881029268.0,,1.0910029492248627e-08,,,848566091874429.1,310706082674.0866,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,2.359073724038566e-16,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,7.104827688229586e-32,1.6071744076959863e-28,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,2.3753630547528685e+71,,,,,1.1842687982630268e+32,91658780.63945486,,,1.407493670334438e+31,,763.8785642554275,,0.0008313462081640828,6.365598865194071e-11,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,6.222100073342883e+27,0.0013091086028506722,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,7.487897685147725e+40,,,,,0.233458637711245,1.1784585898206973e-15,,,,1202.8682998487075,,,,6.677871641958911e-09,,92.26633834588011,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,0.010838188855520483,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,6.054185906250404e+42,,,,,6.159594073672953e+31,3.2184757742542953e-12,,,,15709441031.036638,,,149748311.08114207,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,3.594425156636246e-149,,,,,1e-160,1e-160,,,,,,,1e-160,1e-160,,,
"$S_{y,z}$",,,,1.2829260193305487e-87,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,2.7820860260610497e+148,,7.794681727024416e+86,2.2437323633332136e+96,,,8.728923066685242e-15,1.2057176147003883e-15,,,,,,,1.9980755677007647e-36,4.868831921525602e-32,,,
"$S_{x,y,z}$",,,,4.456859545023603e-97,,,,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,3.397189694723336e-05,1.049313603615705e-16,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,29436.09541596231,,1.1421086705771552e-21,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,1e+160,114561669562261.84,,,9530039413900848.0,8.755734246327525e+20,,91003765.32805939,,,,,,,2.042643619549732,3855054.3032260207,,,
"$S_{x,y,z}HF_{x,y}$",,,1e+160,829381596327173.5,,,,,1.0988556312973435e-08,,2.3501859249783196e+16,387804498653.72217,,,,,9.993169844467125e-27,0.020235915385060657,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,4.254982507433853e-17,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,2.578618874900981e-12,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.1617198561201526e-16,,51.34044475574543,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,8607927244522999.0,38421982.8084321,,5.801396881731234e-07,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.6026767150094596e-08,0.019477821136095468,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,1.3534437881679093e-07,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,1e+160,5.004815714506358e+35,,,,,0.4895616594246793,1.0006834823823851e+26,,,1723722.7867464623,,,7388559.530452692,,6219008712.943236,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,1e+160,2.0538807174240255e+31,,,,,2.5939971822528444e-07,49.417087439407794,,,,,,,1.6079733059687828e-10,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,1e-160,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,1.117882490234568e-65,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,8.945484062373744e+64,,2.9573392419578813e-07,,,,,3.315913042606767e-61,,,2.0712456099928405e-29,,,2585672769443.762,,,
"$S_{x,y,z}$",,,,,,,8.738452391514374e-43,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,0.0007071044877723198,,3852929435600070.0,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,3381417.9510158547,,1.1443673950447649e+42,,1414.2181492164275,1.5256177348741207e+26,,,1.4038929943215992e-52,,,1.0800129201975805e-14,,,126760861.1548026,,,
"$S_{x,y,z}HF_{x}$",,,,,,,6.554721914546375e-27,2.5954277562424557e-16,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,5.578134233110768e-48,,,,,,,42582.97369960446,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,2.3483564277458827e-05,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,3.0157606280708176e+60,,,7.123050004841917e+51,,,,1.7927141194706034e+47,,,,6.970085793455466e+26,,,1.5384965779891853e+37,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,4.828012646957193e+28,,,92591484907148.81,,,,,1.4347025698578144e-27,185534.37572698208,19087636635.901825,,,,282868685.2819084,,2.931950353276658e+21,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,5.389823928426841e-12,,5.2389932765123254e-11,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,185534817700.7845,5.389836767885656e-06,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,,0.001218799226444718,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,3.410698952942469e-22,820.4796805762969,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,3.867465411004514e-13,,,7.888870357063781e-09,,,,,6.499851961367374e-38,,,3.5352092756516856e-09,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.9520300895267648e-38,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,5.122871852054455e+37,,1e-160,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,1.9623070625537924e+88,,,,3.85095664356244e-06,,,3.792344656273049e-47,,,3.966730194930513e-74,,,1.2194639201995107e-30,,,
"$S_{y,z}$",,,,5.096042403774344e-89,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,2.4772999824417808e-18,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,486302209940.78687,6.718081128965792e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,259675.73581273065,,4.036652836102384e+17,1488520279.5309856,2440.8018467938837,,,,5.307061714775254e-27,,,1.2995841581347133e-43,,,1.1137428653496877e-07,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.0563344758843725e-12,,0.0004097014271410645,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.013608520463090346,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,73.48337408994945,1.6703782729416668e-36,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.636891133683921e+46,,,,,1.884281837567341e+26,5.9866679074969156e+35,,,,,4.850970748134881e-11,,,1.3903025515494253e+30,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,2.3201964728468213e-05,1.697591380475706e-30,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,2.520968028725527e+73,,,,,7.69476908240629e+42,,,20614430635.032867,5.8906990899056994e+29,6123894989629171.0,,1.4698001514589792e+25,,9.823012305879217e+19,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,43099.79830169407,,1.6329476610776346e-16,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,0.24860038932936088,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,6.803646053562875e-26,,,,,4.0225198468017656,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,8.200324613428454e+29,,,,,8978733.162847465,,,7.192679024328539e-31,,,1.0180176598185522e-20,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,1e-160,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,9.110563638946977e+97,,,,8.526429909037126e-54,,,4.285913162707881e-123,9.503877431022411e-96,,,,,3.0909713715679353e-62,,,
"$S_{y,z}$",,,,1.0976269302648574e-98,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,3.7565947933305194e-65,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,3.443462948183999e-23,4.449216507139856e-43,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.904053317975663e+22,,2.556113166469651e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,1.1728238086377798e+53,,2.66198526861456e+64,2.2475867344177464e+42,3912189855.7454696,,,,3.563348734432096e-71,5.1809353151269514e-46,,,,,180.88131565720676,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,252204346932204.7,7.262994085922699e-67,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,3.965038716278792e-15,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.3332250608833856e+122,,,,,2.80634895579305e+70,1.3768426466685729e+66,,,9.453954725512697e+28,,,,,9.144577658321784e+61,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,5.243116481679481e-23,102432611.35982609,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,1.0522021219842496e+95,,,,,1.9301534166625596e+45,,,1.0577583974475497e-29,,68066936116.58818,1.9072626051589815e+22,7734662365.839813,,5.383216436945429e+24,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.4691420784492986e-11,,9.762515928518038e-09,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,1.2928812567391518e-10,,,,1858.0105894690803,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,0.0005382100649306559,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,3.2352289289976083e+61,,,,,0.005528486988092943,,,1.0935442153416195e-62,1.8576254767260015e-25,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.903658083080009e-132,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,5.253044172628194e+131,,3.3243920135231124e-141,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,3.0080688316304295e+140,,3.788200429981295e+97,,,,1.9871869593049233e-17,,,1.9054700013484247e-13,5.142913516396975e-28,,,,,0.0032348287570395447,,,
"$S_{y,z}$",,,,2.6397758473538256e-98,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,5.015454204357052e-54,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,8.835272098531926e+16,0.014515144492958517,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.1318270550673368e-17,,1.5458764165247351e-31,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,5.032239142459848e+16,,1.993837365978289e+53,68.89356151329481,6.468822405920954e+30,,,,1.0816450806249453e+29,2.15949280158651e-06,,,,,1.7331716043269234,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.10160693851772985,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,9.841847560691,9.733155297770773e-14,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,5248049034056.375,,,,,9.245176795166738e-30,10274160530748.28,,,1.192117261502142e-08,,,,,1.4682145139714508e-24,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,4.2421945712995546e-11,,1.3163250381801042,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.08831096460070358,0.7596907838071348,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,1.9444231306082326e+27,,,,,463071.6987180194,,,83884365.43062364,,23572704721.406963,11.32362220842544,105.26137081544661,,48192862.36911558,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,0.0008455239687379965,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,0.009500161286644148,,,,1182.69858333238,3.1163737126659167e-13,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,309.13537473160756,,,,,0.5769769118669295,,,6.810993832876964e+23,2.0749960696272118e-08,,,3208857769322.362,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.840557355842986e-07,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2603788.740398864,,1e-160,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,2.051358086900473e-79,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,4.8748193032985454e+78,,1.4305146748898406e-17,,,,,1.31626097446284e-64,,2.7734769255514637e-20,,,,4.471377101085299e-23,,2.922940734286299e-20,
"$S_{x,y,z}$",,,,,,,2.7174323976129307e-21,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,6.99049102783239e+16,,3.679944350698211e+20,,3.359180281623514e+31,96386148.35679668,,,5.855828988832576e-56,,1.5454256123712013e-28,,,,0.04208577846586759,,2.978268469694036e-13,
"$S_{x,y,z}HF_{y}$",,,,,,,2.9769167361172213e-32,,1.2345782247045193e-26,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.0374934749942053e-08,8.099932268280021e+25,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,87654992.03431185,1.7153398702308655e-51,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,,,,,,,1.1408363366327819e-08,,
"$S_{x,y,z}HF_{x,y,z}$",,,,7.597277587053702e+63,,,1.707700142724559e+55,,,,,,,1.5107852304047114e+16,,,,3.290820466089212e+21,5.8297484793227085e+50,4.065089857404943e+23,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,2.4090561292389982e-11,900.1765503579402,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.001110893190455102,7.330390277108329e-21,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,3.6055825479823135e+19,,,6.470709376077083e+27,,,,,6.61907450427033e-17,41510033239.27916,,1.3641838458763169e+20,,,1.042628845970537e+23,,11482.12463115804,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,7.703142881996865e-06,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,3.4212120289334993e+19,,,3357655665282.3584,,,,,2.459970222253282e-24,,8.709189563109141e-05,,,129817.14286218362,816562598490.2142,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2.2364474688508797e+22,,,23.76099567246974,,,,,3.038755867433853e-22,,9.591140738765427e-24,,,,,,1.2246458530539519e-12,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.4442607457740214e-149,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.0912165436070573e+148,,1e-160,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,7.444491195427375e+112,,,,0.0001525680219733769,,,5.867923555435134e-28,2.7324463560511086e-48,,,,,3.518692747949771e-11,,,
"$S_{y,z}$",,,,1.343275146344762e-113,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,9.895246676976191e-08,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,50595235222354.57,,0.8303536825119986,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,6554.453463219835,,10105862.265432497,116376.53690769771,1.2043060939704449,,,,2.8776800277396613e-35,8.165008947331123e-36,,,,,9.2328680657776e-13,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.9764707004626563e-14,8.59279736767846e-06,,,,,,,,,,,,
