,RunIdx,TrueExpVal,t
0,0.0,1.0,0.0
1,0.0,0.8967774553345437,0.05
2,0.0,0.6647622484913966,0.1
3,0.0,0.46525831937186,0.15
4,0.0,0.40265543945561066,0.2
5,0.0,0.45496938663965797,0.25
6,0.0,0.5290456095852161,0.3
7,0.0,0.5610515790381599,0.35
8,0.0,0.5530461808232955,0.4
9,0.0,0.5284845246661157,0.45
10,0.0,0.48249357096393036,0.5
11,0.0,0.39111155125078895,0.55
12,0.0,0.2582803113539218,0.6
13,0.0,0.1331807109733732,0.65
14,0.0,0.07318631257590033,0.7
15,0.0,0.09521823926729026,0.75
16,0.0,0.16670104895086693,0.8
17,0.0,0.23711729417308347,0.85
18,0.0,0.27187815405168814,0.9
19,0.0,0.2627484557598934,0.95
20,0.0,0.22195021131729661,1.0
21,0.0,0.17403659084277928,1.05
22,0.0,0.14474342947568483,1.1
23,0.0,0.14526526008195806,1.15
24,0.0,0.16727521111438096,1.2
25,0.0,0.20235302814198924,1.25
26,0.0,0.26628442888239884,1.3
27,0.0,0.38829470968811874,1.35
28,0.0,0.5613930557108018,1.4
29,0.0,0.7105208768694132,1.45
30,0.0,0.7367165269877739,1.5
31,0.0,0.6141622631437227,1.55
32,0.0,0.4398668924221599,1.6
33,0.0,0.366191266979553,1.65
34,0.0,0.4682898367410894,1.7
35,0.0,0.6772831572951491,1.75
36,0.0,0.8475827423222497,1.8
37,0.0,0.8865107744460214,1.85
38,0.0,0.8140777189263754,1.9
39,0.0,0.7070194036059827,1.95
40,0.0,0.6095185677207097,2.0
41,0.0,0.5145280180013896,2.05
42,0.0,0.41899514961951356,2.1
43,0.0,0.36388220940370336,2.15
44,0.0,0.39716375426302397,2.2
45,0.0,0.503567916030418,2.25
46,0.0,0.5932966876612534,2.3
47,0.0,0.574390636531886,2.35
48,0.0,0.43505857555570837,2.4
49,0.0,0.25102963268535805,2.45
50,0.0,0.1162916951159954,2.5
51,0.0,0.07163801094710112,2.55
52,0.0,0.0934047890163636,2.6
53,0.0,0.1340196204964342,2.65
54,0.0,0.16329657901287165,2.7
55,0.0,0.17908868518378623,2.75
56,0.0,0.1947652142921023,2.8
57,0.0,0.2218274970312273,2.85
58,0.0,0.25566938063435857,2.9
59,0.0,0.27159201279668316,2.95
60,0.0,0.24346587346136656,3.0
61,0.0,0.18061199955617396,3.05
62,0.0,0.14541894993624313,3.1
63,0.0,0.2144820094295313,3.15
64,0.0,0.4026546602990467,3.2
65,0.0,0.6261002517693596,3.25
66,0.0,0.7580566091936818,3.3
67,0.0,0.7356858695744073,3.35
68,0.0,0.6125741535680399,3.4
69,0.0,0.5022748171070647,3.45
70,0.0,0.47463284571780967,3.5
71,0.0,0.5145938975325868,3.55
72,0.0,0.5748926462117885,3.6
73,0.0,0.6434559320929322,3.65
74,0.0,0.7379004331006251,3.7
75,0.0,0.8414917066194846,3.75
76,0.0,0.8773794372373996,3.8
77,0.0,0.774045481540943,3.85
78,0.0,0.5562272388589738,3.9
79,0.0,0.3501917420673637,3.95
80,0.0,0.28148781434371184,4.0
81,0.0,0.3648217038880293,4.05
82,0.0,0.4973275683521566,4.1
83,0.0,0.5564205183985887,4.15
84,0.0,0.4991971364345178,4.2
85,0.0,0.3735397128281029,4.25
86,0.0,0.2523396542129155,4.3
87,0.0,0.17120399062425895,4.35
88,0.0,0.12268966292097767,4.4
89,0.0,0.08929995286165637,4.45
90,0.0,0.06878500559853447,4.5
91,0.0,0.07320600943506123,4.55
92,0.0,0.11518248596180342,4.6
93,0.0,0.1949537687067805,4.65
94,0.0,0.29047627155544425,4.7
95,0.0,0.3575178370972021,4.75
96,0.0,0.35333777742377626,4.8
97,0.0,0.2770785724637792,4.85
98,0.0,0.1876634698116012,4.9
99,0.0,0.16671931348420077,4.95
100,0.0,0.25063380141330444,5.0
101,0.0,0.3996602682523708,5.05
102,0.0,0.5395654238781454,5.1
103,0.0,0.6301257796166866,5.15
104,0.0,0.6828772621853062,5.2
105,0.0,0.7140405435206261,5.25
106,0.0,0.7026733234953583,5.3
107,0.0,0.6193145054232153,5.35
108,0.0,0.4948817811729892,5.4
109,0.0,0.43258632420478244,5.45
110,0.0,0.5216052166896827,5.5
111,0.0,0.7333731577858239,5.55
112,0.0,0.9208280823970011,5.6
113,0.0,0.9387462033708065,5.65
114,0.0,0.770125808385012,5.7
115,0.0,0.5329786267959875,5.75
