,champion_f_score,config_id,crossover_method,log_file,mutation_method,mutation_probability,num_protected_elite_models,number_generations,number_possible_models,number_sites,number_terms,resources,selection_method,starting_population_size,unchanged_elite_num_generations_cutoff
0,1.0,1.0,one_point,/home/bf16951/QMD/scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,1.0,16.0,64.0,4.0,6.0,2176.0,roulette,16.0,3.0
