ModelName,$R_{x}$,$R_{y}$,$R_{z}$,"$R_{x,y}$","$R_{x,z}$","$R_{y,z}$","$R_{x,y,z}$","$R_{x,y,z}HF_{x}$","$R_{x,y,z}HF_{y}$","$R_{x,y,z}HF_{z}$","$R_{x,y,z}HF_{x,y}$","$R_{x,y,z}HF_{x,z}$","$R_{x,y,z}HF_{y,z}$","$R_{x,y,z}HF_{x,y,z}$","$R_{x,y,z}HF_{x,y,z}T_{xy}$","$R_{x,y,z}HF_{x,y,z}T_{xz}$","$R_{x,y,z}HF_{x,y,z}T_{yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$"
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,inf,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,0.0,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,2.5293671681853248e-79,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,3.953558077997202e+78,,,1674054149390.0615,,,1.8171685717261814e-115,,,,1.8255598366113525e-138,,,,,,,
"$R_{x,y,z}$",,,,,,5.973522423777917e-13,,,,1e-160,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.4042058280000036e-19,5.28024924166217e-08,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,7.121463107899859e+18,,1.8124533822423816e-59,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,5.503066779600259e+114,1e+160,18938499.950150266,5.5173832871927e+58,,,3.278133614790208e+16,,4.391122360573396e+58,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,3.050516292222571e-17,,,442.32516366849717,9.585030096434119e-08,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,0.002260780263339155,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,5.477771694715982e+137,,,,2.2773221010161493e-59,,10432935.420536928,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,4.874078230684835e-10,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,2051669982.8584704,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,4.0277983184623705e-48,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,2.482745959290619e+47,,3.074861396204189e-29,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,3.2521791103640175e+28,,,8.200433373990116e-155,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.0293092438474895e-06,152.67137000383659,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,1.2194477467151546e+154,971525.3272787743,,2.0937802908287944e+30,4.257861326535816e-15,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,0.00655001654845221,4.776050306616286e-31,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,234859692063667.38,,,,1.1486259680094617e+178,1.5264355300925852e-11,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,8.706054258315033e-179,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,65512101905.76116,,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,2.0266587395584536e-120,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,4.9342298260725886e+119,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,4.877979564747224e-22,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,2.05002908832772e+21,,1.096348187733297e+60,,,,,2.777668938690886e-109,,,,,,,,,
"$R_{x,y,z}$",,,,,,9.121189884643335e-61,,,,7.678267108091669e-119,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.233927307770912e-25,0.1905213031908297,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,8.104205115668431e+24,,7.613388710399151e-05,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.3023771977744295e+118,5.248756875226606,13134.755600145529,,,1.4820541060062995e-20,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,3.6001410609836734e+108,,,,6.7473919875618185e+19,,,15.269024726760202,408079894201.5349,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,0.06549206762678293,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,2.450500537294637e-12,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,2.0238014200344902e-109,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,4.941196256216471e+108,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,2.0232291163117487e-33,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,4.94259395506799e+32,,1.5959044699738663e+48,,,,,,,1e-160,,,,,,,
"$R_{x,y,z}$",,,,,,6.266039219856158e-49,,,,5.82808768341909e-121,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,0.08346833762725067,6.806748069057086e-15,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,11.980590825538627,,4.025469421500742e-24,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.7158286805550302e+120,146913032457586.8,2.4841823282989646e+23,,,4.05137433439906e-16,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,2468298205646627.5,,,3.4238862089893982e+162,1.4534409770744703e-52,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,2.920657810924044e-163,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,1e+160,,,,,,6.880224348792133e+51,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,3.697792796968484e-25,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,2.704315939010476e+24,,,,1.3831087230354623e-157,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1.555373708846204e-23,,,,,,,,,,,,,,,
"$R_{y,z}$",,,7.230089604274446e+156,,6.429323025794314e+22,,5.509402017894484e+27,,,1.0364680045546162e-157,,,,1.3649344768978803e-152,,,,,,,
"$R_{x,y,z}$",,,,,,1.8150790172000694e-28,,,,1.0804540861902406e-124,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,9.908066319259136e-13,1.6069062851608626e-68,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1009278670305.4425,,2.1303498716984545e-40,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,9.648151178865507e+156,9.255367838221357e+123,6.223138270318564e+67,4.6940646383250395e+39,,,9.154814537094871e+17,,3.852923751342996e-12,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,1.0923214183619425e-18,,,1.692312722890704e+151,4.646002013898723e-20,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,5.9090733436776495e-152,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,7.3263590078897e+151,,,,259543158530.30692,,2.152388218964295e+19,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,2.5799439280788072e-18,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,3.8760532316865683e+17,,,5.235806902045545e-140,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1.90992528698741e+139,,,1.145076826824657e+16,1.0510558816292675e+35,,,,,,,1e-160,,,,,,,
"$R_{y,z}$",,,,,8.733038487671079e-17,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,9.514241987304001e-36,,,,,1e-160,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,2.6960153808361445e-101,4.801685903571875e-86,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,3.709177651983051e+100,,2.3371305394256754e-10,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1e+160,2.0826018612673534e+85,4278751157.1593223,,,2.706653675614323e-17,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,3.694599013569892e+16,,,1.851377895407154e+65,2.020787593851246e-62,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,5.401382410802093e-66,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,1e+160,,,,,,,4.948565613935632e+61,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,2.6005685140582217e-30,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,3.845313032877902e+29,,,1e-160,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1e+160,,,1103996.1760844276,5.894663949525649e+26,,,,,,4.1190518168016604e-147,,,,,,,,
"$R_{y,z}$",,,,,9.058002388619917e-07,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,1.6964495492240424e-27,,,,,9.236350957394053e-147,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,4.2608038351050884e-44,3.0487028795182444e-38,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.3469749810139664e+43,,1.7520062058155372e-39,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.0826786515723092e+146,3.2800834962245317e+37,5.707742339499947e+38,,,,7.014921241700606e-14,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,1.6304572395702458e-11,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,2.4277431906075773e+146,,,,,14255327544597.963,,61332488563.97969,,3.8282824598532234e+18,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,2.612137454555378e-19,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,9.927289892162007e+87,,,9.048987764375466e-155,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1.0073242655979454e-88,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,1.4514225264368072e-58,,,,,,,,,,,,,,,
"$R_{y,z}$",,1.1050959798363889e+154,,6.88979247452474e+57,,,3.3106652565956964e-47,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,3.0205409562556735e+46,,,,3.183774815111506e-144,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,7.607996743559504e-24,4.3196035063578734e-133,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.3144064511417451e+23,,6.520345709889146e-13,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,3.1409256560909657e+143,2.3150272901856268e+132,1533661011997.1711,,,,7.378236296885244e-51,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,2.1984225171353466e-11,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,1.355337454321102e+50,,45487161462.62228,,2.617842738338435e-07,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,3819939.163475908,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,7.272305191916085e-77,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1.3750798042848956e+76,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,0.3439311545904405,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,2.9075586397249134,,2.378969502451181e+89,,,,8.324445344098278e-140,,,3.6262101216260404e-132,,,,,,,
"$R_{x,y,z}$",,,,,,4.203500713101391e-90,,,1.186127057197573e-146,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.776159093416555e-23,1.7666271237156002e-22,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,8.43080000520914e+145,5.630126286021126e+22,,1.341260875383048e+20,2.922536369151609e-16,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,5.660504056434858e+21,7.455671140145738e-21,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,1.2012812369642894e+139,,,3421685391344822.5,,,,2562506.878855612,7.410745911258754e-14,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,3.902428548588284e-07,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,2.757700095855413e+131,,,,,13493918317733.076,,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,0.2759805129066171,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,3.623444240566245,,,,3.82129398895968e-124,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,2.0924941680461025e-11,,,,,,,,,,,,,,,
"$R_{y,z}$",,,2.6169145919920255e+123,,47789858402.98733,,3.421967828496479e+36,,,8.112407698531323e-151,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,2.9222951533105824e-37,,,,4.4426271710828516e-151,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,7.22667177314733e+29,1.6883384989505253e-18,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.3837628598489457e-30,,1.4798616691782443e-17,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,1.2326796644860944e+150,2.2509203709665754e+150,5.922982865234679e+17,6.7573883480291256e+16,,,8.578961395333021e+17,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,1.165642265908788e-18,,,2.594253045891248e+181,7.45259948237054e+16,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,3.8546740904237924e-182,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,1.34181368845266e-17,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1.860718078036969e+284,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,5.37426927702549e-285,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,1.704152844678664e-70,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,5.868018253894125e+69,,,7.199241092066367e-51,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.3890352985983615e+50,,,,1e-160,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,451048340219.9365,1.6465141911108222e-56,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.2170572659958978e-12,,3.7785073520222343e-07,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1e+160,6.073436872872315e+55,2646547.715369155,,,22194.767245243554,,159.97630516500172,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,4.5055665101164994e-05,,,9.902836585907195e+28,2.233098677930529e-32,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.0098116749933124e-29,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,0.006250925716584006,,4.478082450555773e+31,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,3.033282368732369e+40,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,3.296758687249771e-41,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,9.79473800019069e-62,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,1.0209563543001674e+61,,,1.0767746038188086,,,3.7498953482526376e-134,,1e-160,,1.9958323520261274e-97,,,,,,,
"$R_{x,y,z}$",,,,,,0.9286994664003724,,,,1.69784718135377e-160,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.0513974383903298e+19,2.187670302519937e-36,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,9.511151192559321e-20,,5.262357212054223e-21,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,2.666741087763893e+133,5.8898115860030165e+159,4.571072701622902e+35,1.9002890904276684e+20,,,3.032833845962361e-12,,1.2311438612644514e-08,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,1e+160,,,,329724624160.10986,,,2355.9037939401696,534.8221125183567,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,0.0004244655501520008,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,5.010440876884378e+96,,,,81225276.05936693,,0.0018697805804835286,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1.873408884257777e-32,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,5.337863017534415e+31,,,1.8023765639240903e-112,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,5.548230153541413e+111,,,2.617910225655853e+47,6.038479079103778e+19,,,1.7201449653963973e-153,,,,1e-160,,,,,,,
"$R_{y,z}$",,,,,3.819840688958211e-48,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,1.6560461448984907e-20,,,,,1.957231837842137e-82,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,3528.703618459605,3.916419726147999e-40,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,0.0002833901931487612,,2.1239606229092665e-43,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,5.813463516835372e+152,,5.109256760826595e+81,2.5533524747705008e+39,4.708185214047252e+42,,,,2.2033130623743217e+36,5.285150442704276e-53,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,1.0843498640465668e-21,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,4.538619668157305e-37,,9.222115787133585e+20,,3.3604185643968087e-07,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,1e+160,,,,,1.8920937272096376e+52,,,2975819.770176454,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1.1624099076184393e+58,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,8.602817245844137e-59,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,3.7835091375260493e-42,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,2.6430489887857843e+41,,,9.084422860530702e+47,,,6.8948561456383966e-105,,,,9.397493229781796e-142,,,,,,,
"$R_{x,y,z}$",,,,,,1.1007853942430649e-48,,,,9.749976496526614e-109,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,3.0254228646151513e-21,5.589045734393831e-74,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,3.3053230730019124e+20,,6.758261146344585e-36,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,1.450356583048637e+104,1.0256434980702216e+108,1.789214201354995e+73,1.479670551856199e+35,,,90517.82489600536,,1.1447816798613642e-38,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,1.1047547829931681e-05,,,273616601966.8683,4.4258398192932415e-62,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,3.6547489911488926e-12,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,1.0641135625731325e+141,,,,8.735290034699912e+37,,2.259458183824848e+61,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,inf,,,1.5279558864811138e-151,,,,,,,,,,,,,,,
$R_{z}$,1e+160,0.0,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,3.227638776233332e-48,,,,,,,,,,,,,,,
"$R_{y,z}$",,6.5446915637270295e+150,,3.0982401356790126e+47,,,2.697678240912469e-85,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,3.706891299467047e+84,,,,1.0061337828112389e-140,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,9.787574088393435e-21,3.4797611421626656e-13,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.0217036325536958e+20,,0.0010571771353104385,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,9.9390361111412e+139,2873760465577.536,945.915274365399,,,,4.85209626496281e-21,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,4.152145392831878e-05,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,2.0609648807280306e+20,,24083.93505984559,,4.433065875569218e-06,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,225577.51859972015,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1.0978710988416228e+25,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,9.108537432628586e-26,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,1.1312267472549056e-61,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,8.839960710146332e+60,,,79.81657353504458,,,,,,,2.2489608692454623e-94,,,,,,,
"$R_{x,y,z}$",,,,,,0.01252872624957943,,,,3.129428509585527e-137,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,3.2788378152687764e-56,4.97236673123263e-16,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,3.04986112866954e+55,,5.580740024954483e-06,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,3.195471623451285e+136,2011114734797736.8,179187.7054886025,,,4.037266350789879e-10,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,2476923524.7616324,,,2.9799349529256625,5.767926859004458e-28,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,0.33557779474958427,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,4.44649799680821e+93,,,,,,1.7337251744773333e+27,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,9.600943489272092e-21,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1.0415643015890892e+20,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,2.6180843129990415e-46,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,3.81958669182235e+45,,1.2838165299690762e+43,,,,,,,5.374400505468073e-151,,,,,,,
"$R_{x,y,z}$",,,,,,7.789274998851179e-44,,,5.986554343529348e-129,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,8.15697119277878e-27,4.4861880106011357e-14,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,1.6704099597473197e+128,1.225945239190353e+26,,48813781.5121859,2.5291140570183787e-11,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,22290639572771.785,2.0486017862606268e-08,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,39539537460.754906,,,,2.4925503910759086e+55,2.391324673233811e-41,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,4.0119549983033653e-56,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,1.8606726442932018e+150,,,,,4.1817826378535653e+40,,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1.1406452019684221e+28,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,8.766968013141077e-29,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,1.1842267262130824e-19,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,8.444328926757107e+18,,,2.4351957663545212e+23,,,,,,5.203715392192947e-143,1.8977673952039608e-143,,,,,,,
"$R_{x,y,z}$",,,,,,4.106446035330442e-24,,,,1.818827546236654e-113,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.9176253466342371e-10,9.430912493102155e-63,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,5214782969.755652,,1.6722703618200844e-14,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,5.498047366112886e+112,1.0603427830884954e+62,59798942971853.47,,,,1.0452309904311948e-06,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,0.014362848213360755,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,1.921703868548008e+142,,,,956726.3209326243,,69.62407352253224,,27872673.97835158,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,5.269349671235794e+142,,,,,,,3.587743324435573e-08,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1.548040318394253e+103,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,6.459780072377425e-104,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,0.00024397377711205128,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,4098.801157391288,,,69.91949352791171,,,,,1.0196469321619418e-130,,4.0226982863449666e-105,,,,,,,
"$R_{x,y,z}$",,,,,,0.014302163095629435,,1e-160,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1e+160,,33993383.26151356,1.0887191150800993e+20,,5.37237574558846e-114,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.9417489642232065e-08,,1.7266364884076433e-23,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,9.185105562571371e-21,5.791607015801168e+22,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,7.143078019273339e-07,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,9.80731632154e+129,,1.861373901148207e+113,,,1399956.7095610828,,,5849273160467.366,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,2.485893618704878e+104,,,,,,1.7096141222443755e-13,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,2.1244050131249016e-50,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,4.7072003399627e+49,,,1e-160,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1e+160,,,1.5013884108042965e+55,1.0139530569684755e+25,,,,,,,1.151671453922717e-129,,,,,,,
"$R_{y,z}$",,,,,6.660501658357002e-56,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,9.86238951722092e-26,,,,,1e-160,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.1397010871742355e-76,7.219039262173887e-35,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,8.774230464931739e+75,,1.4817990411556978e-37,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1e+160,1.3852258779638047e+34,6.748553428810907e+36,,,,2.613704939305722e-11,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,8.912034554488129e-11,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,38259865716.3509,,11220782346.455297,,1.0976683779631983e-27,,,,,,,
