ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{x,y}$","$\hat{S}_{y,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{z}\hat{T}_{xz}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,2.055350162929557e-15,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,6.154869392703465e-05,,,486535101432384.5,7.2180470321951375,,,,1.0599575253158015e+27,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,0.28710683906460754,,0.1385416298258564,,,,,7.1998969794856776e+16,3.369186892819988e+16,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,24889209639623.066,6.211708858011853e-35,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.3889087619576393e-17,1.6098629585805544e+34,2.577367590446541e+41,,0.0248708066357322,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,4.0178053641688266e-14,,3.879927735984083e-42,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,5.885694749652016e-61,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,1.0888913716766046e-21,,9.434340302476382e-28,,2.9680751819707047e-17,,,40.20778315100111,,,2.9268467767150987e+21,1.6990347657073508e+60,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,3.4166462281374847e-22,,,,,,
$\hat{S}_{x}$,,9.999999999999992e-161,4.1007628245279235e-160,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,3.259042594701807e+32,,1.619525189500677e-77,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,2.438570682553725e+159,3.0683857941153946e-33,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,1.6233476496878843e-40,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,6.17464925203364e+76,,6.160109944362605e+39,,2.304500037803904e-21,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,4.339336010395383e+20,,,1.7108285555653347e-49,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,3.9015866537944536e-21,0.0001626699274239509,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,6147.417754689204,1.8472315006558765e-27,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,5.8451210482020203e+48,2.5630598234373666e+20,,5.413506643021952e+26,,3.624316619398215e+34,7519319.496459098,,,,3.3335786358264385e+35,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,0.039554304258633585,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,2.759140839538575e-35,,25.281698635407768,,0.002550945787126417,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,1.3299075806938473e-07,,,392.0114669024297,,7.899197315794748e+22,,,7574267757906558.0,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,1.2659514125574015e-23,,2818932.0227396013,2.374406681754421e+16,93076.64274054748,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,4.211578444772197e-17,8.135954142968656e-11,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,3.5474427617738105e-07,,12291121390.651285,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,2.9997792440018046e-36,,,,1.3202596369215084e-16,1.0743834012014322e-05,,,,13509951843802.645,2.709975697166253e+31,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,7.40195088451574e-14,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,3.690069992309055e-32,,,,,,
$\hat{S}_{x}$,,9.999999999999992e-161,4.488539765999885e-74,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,1.0000000000000006e+160,,4.597715979314992e-08,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,2.227896046671731e+73,9.999999999999992e-161,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,4.375378240082532e-10,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,21749929.845579296,,2285516691.6520963,,32713808.048767585,,,,2.090909470356082e-76,,,,4.5727598086845275e-55,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,3.056813191876855e-08,,,3.3859290627605955e-64,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,1.1728938029805131e-10,4.477445434652444e+24,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,4.7826078277301e+75,,,8128771979942.185,,,121752256317.1739,2.6844801213120354e+85,,1482614755.1706462,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.233416385737873e-25,1.1666074895772296e-48,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,8.213400147549823e-12,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,4.7826078277301e+75,,,8128771979942.185,,,121752256317.1739,2.6844801213120354e+85,,1482614755.1706462,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,3.725116055287651e-86,,,,3.497450687431981e-56,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,2.1868631676232204e+54,,,,,6.744840468587552e-10,,2.859225445532313e+55,9.417668179395629e+34,,1.0651308229087225e+51,,71665640707197.64,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.829045930034608e-24,9.388518090849542e-52,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,1.0618339709481828e-35,5.467331265875203e+23,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,3.967294904245399e-66,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,1.3953688129094842e-14,,,,1.0484669788010125e+43,2.520609191239856e+65,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,9.537734809193156e-44,,,,,
$\hat{S}_{x}$,,7.560412712645736e-81,1.0000000000000006e+160,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.32267911555592e+80,,1.0000000000000006e+160,,1.2424360483764982e-58,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,9.999999999999992e-161,9.999999999999992e-161,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,8.048704006187748e+57,,2.543959361020728e+38,,498877.2909813543,,6.877669709235696e-98,,1.4614023386703772e-69,,4.422631380353084e-56,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,3.930880403682093e-39,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,2.0045009425722197e-06,,,9.893911673002538e-89,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,1.4539808427513573e+97,1.010722586829529e+88,4.085888912239405e+46,,3.1779000708353893e+34,2.0638583348095496e+16,,2.5002666188026072e+20,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.10652883107345264,3.14673204855408e-35,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,2.447447841776779e-47,9.387130131095596,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,6.842742573614782e+68,,,4.845293803037498e-17,,,16525582985550.533,318980425.88227177,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,6.051223735189069e-14,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,2.261097328713305e+55,,,3.999573455405753e-21,,3.134988603874636e-09,,,,,7.2775995210661954e+28,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.5214025315169356e-20,,2.2605507313347756e-48,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.374079457251443e-29,1.4204305910504351e+26,4.423700765209259e+47,,76855227.43704805,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,6.57288245079319e+19,7.040118723861623e-27,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,1.2147879833000756e-31,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.3011476686073148e-08,,,125309.98466475932,8.231889134130338e+30,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,7.98021005808349e-06,,,,,,
$\hat{S}_{x}$,,9.999999999999992e-161,6.639162765875941e-51,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,6.985362466421271e+99,,1.79274843800276e-75,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.5062140141221016e+50,1.4315649399827328e-100,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,5.578027451046428e+74,,4.184654073203199e+33,,138455939.35126108,,,,1.8816574203061748e-51,,,,,1.928869900700936e-20,,,,,,,
"$\hat{S}_{x,y}$",,,,,2.389683788687787e-34,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,7.22251428638978e-09,,,8.362130217106706e-39,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.800910433366338e+40,1.574924390847804e-10,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,3.8862748860314956e-36,5.552746996588596e-41,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,0.0010850562665636193,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,5.314463670210937e+50,,,1.7408159583995682e+16,,,921.6111927236797,2.1602308443890786e+50,,,1.1317698665086986e+27,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,4.629134902861752e-51,,,,,9.66905666519307e-19,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,2.2621443559283618e+23,2.2918955731059314e-34,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,4.420584377735743e-24,,3.1746066079789076e-64,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,5.184382832852583e+19,,,,,8.835718546605375e-28,,1.0342270550547364e+18,4.363200539040354e+33,3.1499965932366134e+63,,4.923627617834436e+17,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,2.0310228100471803e-18,,,6.990554402474109e+29,213.41730001566887,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,0.004685655754836093,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.4305017061966904e-30,,,,,,
$\hat{S}_{x}$,,9.999999999999992e-161,9.999999999999992e-161,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,1.5678639994371648e+116,,6.674691350114093e-85,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000006e+160,6.378104225615119e-117,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,0.10355916902408313,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.4981966169610317e+84,,9.656315412954363,,1.251095534728356e+17,,1.0964095969997331e-53,,,,2.540019315872331e-20,6.681417397218214e-31,,,,,4.477392451752838e-30,,,,
"$\hat{S}_{x,y,z}$",,,,,7.99299471736285e-18,,,5.256620025579969e-36,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,9.120679012081316e+52,1.9023631062046737e+35,3.0606482256564085e+45,,2.235522852760612e+37,2100968.2772604455,,548038816830.8725,1.8056717310071706e+17,,,,,1.8479692714780268e+33,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.0558288072295377e-10,4.4732264703316076e-38,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,3.2672817203144366e-46,9471232392.53122,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,4.759710133767218e-07,,,6.670172541430904e+42,4.5008726085124384e-12,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.4992115927865894e-43,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,3.936977934581436e+19,,,1.8246882689490314e-12,,222179138798.26627,,,3.4129352743086136e-05,,,,,11312614.789172187,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,1.4966884128753079e+30,,,5.538105198347532e-18,,,,29300.29196649733,,1.7077336961091527e+19,7.820504722386536e+19,4.04687223823318e+20,,135193.36290773735,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,5.855713934077477e-20,,6.461755166396977e-06,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.278689848671092e-20,154756.71458434284,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,2.471044157392497e-21,,,,2.417835695013797e+60,6.380357988895172e-21,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,4.135930336632298e-61,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,2.233442814709069e+29,,,5.411345391042073e-34,,,,8.839689308232655e-08,7.396812820481798e-06,,,1.5673101756053045e+20,,,,,,
$\hat{S}_{x}$,,9.999999999999992e-161,9.999999999999992e-161,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,1.0000000000000006e+160,,1.1840757665570981e-43,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000006e+160,9.999999999999992e-161,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,1.6734766125693943e-51,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,8.445405507349166e+42,,5.975583957905674e+50,,5264.894258318982,,2.7320898373266414e-73,,6.652924841038545e-73,,,2.736357369138486e-26,,,,,0.006908558455287972,,,,
"$\hat{S}_{x,y,z}$",,,,,0.00018993733794746493,,,3.956554915202162e-40,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,4.470843134707723e-29,5.7313887179353975e-06,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,174477.7835205404,1.8082974408529788e-19,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,1.5030982972053183e+72,,,10430.804042448199,,,8.760211257266204e+31,5.381692337777339e+67,4.2971221165518365e+29,,,,,1.3789017969219314e+51,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.1415249822549024e-32,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.858151557606513e-68,,,4.000361237340354e-34,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,3.6544934198958075e+25,,,6.327005603169942e-20,,2.3271388917437502e-30,,2.4997742470498777e+33,,2.802988661186108e+38,1.7341624592165238e+31,,6.532870219786747e+27,9.427609133653925e+50,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,5.766472424110652e-32,1309101770.9864712,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,3.567620568171837e-39,,7.638825507404608e-10,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,7.276690650350876e-36,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,1.5307207496196715e-28,,,1.3742510820516751e+35,,3.1556441024181734e-05,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,144.74799720838675,,,2.7012284798149674e-59,,7.252148066180351e-52,,,1.0607143187876551e-51,,,,31689.251624848926,,,,,
$\hat{S}_{x}$,,9.999999999999992e-161,9.999999999999992e-161,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,4.3145495133512514e+43,,3.7850833343926728e-90,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000006e+160,2.317739075436563e-44,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,7.353513061915638e-84,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,2.641949758182675e+89,,1.359894232294317e+83,,8.599314274380601e-05,,2.1835965419668237e-59,,5.0050006270204416e-61,,,,,211406.4047938312,,,5489465084755279.0,,,,
"$\hat{S}_{x,y,z}$",,,,,11628.834208086071,,,3.7177076721656045e-35,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,5.060398664860186e-09,2.3981363680996555e-44,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,1.5910354669736262e-37,197612889.06822303,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,0.00021508930272273708,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,1.9980017476947173e+60,,,16361.90958784844,,,4649.231678848573,1.8247584680817006e+88,,,6.851311010566077e+58,,,6.196782506959101e+53,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,5.4801773357504255e-89,,,,,1.7936138638169189e-09,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,43.98865882043614,4.44096405175354e-06,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,4.730225656953133e-06,,,1.2802773491725783e-70,,1.4595746689324163e-59,,557533603.0643405,225176.33296426805,7.617585998368803e+16,,,,171671530.32880032,46763751570.443184,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.022733132284892987,,1.3127518353112594e-17,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,2.844396005474886e-17,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,2.1384084176686225e-11,3.515684869741072e+16,,10470.323662477222,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,1.8216711183337089e-16,,,3.624137318067626e-82,,1.6137406773224347e-54,,,,,5.8250776822733085e-09,,,,9.550803129264542e-05,,,
$\hat{S}_{x}$,,9.999999999999992e-161,1.7302813061885596e-42,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,1.0000000000000006e+160,,1.4712458476248122e-90,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,5.7794070618654875e+41,9.999999999999992e-161,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,2.527185134628441e-84,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,6.796960559748771e+89,,3.9569716768970506e+83,,883.2315330862207,,,,,9.824257242696558e-46,,,,6.133787346339598e-08,,,4.155324579811795e+47,,,,
"$\hat{S}_{x,y,z}$",,,,,0.0011322059534103846,,,0.0169076963485506,,,1.1853681923982346e-31,,,,3.569820018482936e-08,,,2.245406628014825e+60,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.08480998195960808,9.617866343449956e-06,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,1.0178886559016042e+45,8.436197347060595e+30,,4.26912474748772e+26,,5.959837717565035e+36,,5.35943058834203e+97,,,1.651671996186955e+35,,,5.517322300621522e+77,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,5.1540630037265724e-26,11.791064882860887,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,1.0178886559016042e+45,8.436197347060595e+30,,4.26912474748772e+26,,5.959837717565035e+36,,5.35943058834203e+97,,,1.651671996186955e+35,,,5.517322300621522e+77,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.6778980358018245e-37,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.8658698597108904e-98,,,,7.890016180672254e-79,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,6.203733018059961e-26,,5.118940888810246e-75,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,16303141.00466428,28012616.73760711,,,,,6.05447087744175e-36,1.267424523728666e+78,7.082825568260252e+58,1.953529102447638e+74,,8.226117663106471e+65,,1.994405322392156e+48,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,1.611932681643223e+25,1.4118659147575604e-59,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,0.010233072012637878,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.2156402825173847e-66,,,2.0490611578583766e-25,97.72236516707756,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,2.406550874168516e-48,4.4535363329006667e-61,,,,,1.8124734164747835e-78,,,,5.0140259292958894e-49,4.880283812734868e+24,,,,,,
$\hat{S}_{x}$,,9.999999999999992e-161,1.5892482904238712e-96,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,8.714531902928456e+77,,1.927105502972316e-111,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,6.292282999614165e+95,1.1475085651633877e-78,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,7.402800028258561e-56,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,5.189129492171691e+110,,1.3508402174619326e+55,,9.046163806104544e+17,,8.54564456564496e-41,,,2.9597353198091864e-29,,,1.0654603030339095e-33,,,,13.888780909953187,,,,
"$\hat{S}_{x,y,z}$",,,,,1.1054409597637163e-18,,,3.035146700927425e-28,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,1.1701867452107484e+40,3.2947336604666857e+27,2.907480603849662e+26,,3.180092074149257e+33,,574267838.6310638,,,29.192767926703315,,,,1.260938589067645e+38,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,3.439403855956753e-27,804348.5127693736,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.2432421818708882e-06,3.1445630399475815e-34,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,3.378680496553556e+28,,,1.7413477348545133e-09,,6502.037739966921,,1.866165670540468e+20,,1.4410614454188468e-08,,,,4.171279755354745e+45,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,0.00015379793842985098,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,5.358581050900939e-21,,,1.0750324312866251e-33,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,9.385614810354632e+32,,,0.034255059421250574,,,69393293.61555076,9.302044951361843e+32,5.950813059165077e+45,,9.636934723663845e+47,,,9.38948781879922e+52,1.3946749993763074e+68,,,
