ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{x,y}$","$\hat{S}_{y,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{z}\hat{T}_{xz}$"
"$\hat{S}_{x,y}$",,,,,2.2265349083749106e-54,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,1.3585285711094694e-05,,8.394654263173513e-50,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.1899833890658257e-10,5.0529026502319055e-18,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,1.191234288691194e+49,,60186714.5266969,8403478646.748434,8.968133395142706e-19,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,4.2089771562830786e-20,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,5.730086903504724e+64,,1.1150592391295352e+18,,,,,1.320890174832656e+35,,,,,,1.0553798639713059e+37,,,2.3758741444039905e+19,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,7.570652118195143e-36,,,2.9166599250630827e+44,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.316796682184903e-16,3360.718826105166,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,3.428579353413551e-45,,166708948325.9895,7594186813568998.0,,2.246233227204094e-18,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,5.998478246318002e-12,,0.0002975553897077813,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,4.451897460553144e+17,,,108512198921.61546,,7.658506050818782e-13,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,9.215553734399547e-12,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,2964766408076.9688,,,,,9.475261317162938e-38,,,,,,,1305737690046.0745,,,,,
$\hat{S}_{x}$,,1.6650135294453633e-154,5.488845188846533e+68,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,6.005957202840944e+153,,1.0000000000000003e+160,,8.71550477928918e-112,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.8218768531348352e-69,9.999999999999997e-161,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.1473804734481e+111,,1.0449788539868758e+74,,1.0559072581910063e-21,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,9.569571634724768e-75,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,9.470528706405644e+20,,,7.014992524370213e-44,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,1.8114766538943006e-54,7.590919958700247e-23,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.4255182689446662e+43,5.5203581997604365e+53,,2.451582757006122e+40,1.8605856729895383e+18,,,,,,,,3.2820332296157002e+115,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.3173633834116e+22,4.078997525750271e-41,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,5.374651726696504e-19,,,1.3479600009084373e+36,111321402.13825148,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,7.418617758138708e-37,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,8.982998603970935e-09,,,8.282950072234707e+33,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.9063563965306595e-15,2610537598.8223443,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,5.315787307622446e-26,,3.8306286048173225e-10,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,1.2072993212310935e-34,,1.8811888853530195e+25,524560885792331.6,641538273588311.6,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,1.5587534542665815e-15,,,,1.7816961184811803e+35,3.2968293268207858,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,5.61262939076534e-36,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,3.046891758975553e-116,,,,,,,,0.3033217376054844,,,,,,
$\hat{S}_{x}$,,9.999999999999997e-161,8.736963382792745e-37,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000003e+160,,1.0000000000000003e+160,,75.0968267107267,,,4.271750456443401e-80,,,,2.6447996292664314e-74,,,,,,,1.7286948621685743e-51,,,
$\hat{S}_{z}$,1.1445624253953929e+36,9.999999999999997e-161,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,1.442082210381112e-08,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,0.013316141890415745,,69344174.19487625,,2.591339475467817e-30,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,3.859008090090045e+29,,,2.60660163211416e-35,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,4.889438213725939e-17,1.4975452723144212e-41,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,4.0383423988084094e-11,2.045224740119912e+16,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,3.0743276696323846e-17,,8.97088582391401e+47,,2.7974422314943808e-09,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.114717118942997e-48,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,3.781004764725268e+73,,,,,,12331603978.766687,,,357469401.42024124,,,,6.900589197209821e+50,,,,8.71287876990577e+28,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.0110147786207443e+19,,4.4118875651371686e-11,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.4491516179579844e-51,2.7827286556700515e+17,22666035460.69537,,,,,4.603427543005966e-19,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,9.891052249149403e-20,3.593595077847108e-18,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,5.704774794433513e-32,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,5.784710893081167e+50,,,,,,1.6534126110918004e-48,,,,1.1477262870384399e-29,,,2.172294427701616e+18,1.7529175752489985e+31,,2.2586303007366514e+54,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,4.4274620759043676e-55,,,
$\hat{S}_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000003e+160,,7.707171788659597e+69,,9.933579563232618e-93,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000003e+160,1.2974928124366048e-70,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,8.67733283375064e-19,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.0066864554055845e+92,,1.15242784754145e+18,,1.0637440209050745e+19,,1.247206849714789e-80,,5.857973763087511e-57,,,,,3.588871718572777e-15,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,9.400757892384312e-20,,,7.978118489181326e-67,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,8.017916195927562e+79,1.2534283632864605e+66,3.8924769468839855e+22,,4.919391551337795e+40,1874.3481889469028,,,,,3.8573434604174575e+27,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,148.82483948001817,2.032771714884246e-41,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,2.5690582465761856e-23,0.006719308440001804,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,1.7070749041268129e+56,,,0.0005335188018411066,,,94.2531310807284,1.9757003769781412e+80,,,1.1652986268275258e+20,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,0.01060972710968608,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,5.061496225098224e-81,,,,,5.167670278597812e-67,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,278639103990509.9,,,2.5924577633845862e-28,,8.581491275952637e-21,,1.9351079811371755e+66,2.206301087631234e+51,2.11905510821485e+51,,124489157989.2668,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,6.131785498013527,,4.719084445342374e-52,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,0.1630846350257952,4.532472950342587e-52,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,3.6946195460769457e-29,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,8.032828048256363e-12,,,1.8725283092511625e+38,2.706638633636389e+28,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,5.3403732005520775e-39,,,,,,
$\hat{S}_{x}$,,9.999999999999997e-161,5.288859713009902e-65,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000003e+160,,1.0000000000000003e+160,,8.188011592586581e-91,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.8907667328368174e+64,9.999999999999997e-161,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.221297733512492e+90,,3.4894654334963335e+43,,107634929299.48747,,,,4.068038761730379e-31,,,,,,6.825327230244055e-34,,,,,,
"$\hat{S}_{x,y}$",,,,,2.865768465280459e-44,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,9.290664345749343e-12,,,1.3369722216266908e-20,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,5.057721209574017e+33,5.683414106699883e-06,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,8.67437579522354e-47,1.9771750133381198e-34,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,2.458187000102821e+30,,,600182136.2989044,,,70.63389526306926,16136486.30605138,,,,2.847002209670672e+16,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,0.0141575088882695,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,6.197135987559991e-08,,,9.933133722833564e+17,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,1.0067316396851405e-18,,1.777266906339119e+22,3.312426633829332e+21,1.9968092897842678e-09,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,5.626616893800367e-23,,1.0235365653552853e-15,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,3.018934788735078e-22,977004665830267.2,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,5.621009839946675e-20,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,1.4651312182789553e+33,,,,,3.5124665397280295e-17,,,500798952.16635257,,,,1.779039760601961e+19,2.622896674781812e+18,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,3.81257870206872e-19,,,,,,
$\hat{S}_{x}$,,2.435608384054466e-125,2.046898006072926e+23,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,4.105750360143438e+124,,2.2333388490596642e+155,,1.279005309733445e-148,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,4.8854412727605755e-24,4.477600881841307e-156,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,5.520974143924348e-43,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,7.818575829121522e+147,,1.811274557589565e+42,,8.657993643743562e-09,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,115500200.29439728,,,7.726011479379967e-32,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,2.4378393166064155e-19,0.004320091214333788,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.2943289078315645e+31,4.1019930771813376e+18,,4345980261777697.0,6921.9281893360585,,,58140585649786.91,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,231.47659398534537,2.30097685623394e-16,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,3.69461401093617e-13,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,0.00014446841582965318,,,2706642688627.2,3.9798293093624874e+95,7856245991338.957,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,2.5126705752116434e-96,,,4.021273177954533e-71,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,1.7199689146985143e-14,,1.2728725667480885e-13,,2.486774600348493e+70,,4.608241625751751e+28,4.721195512446029e+60,,5.418889843675229e+63,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,2.1700251011401086e-29,,6.676005443679897e-11,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2.118107579666627e-61,14979017144.85103,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,7.192885140257943e-07,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,1.8453964351520652e-64,,,1390262.7116942108,,2.1010572902916827e+31,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,4.7595084847075887e-32,,,,,
$\hat{S}_{x}$,,2.444489641627702e-22,2.2261067030956683e-40,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,4.0908334523934987e+21,,1.3276587512284298e+17,,9.999999999999997e-161,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,4.492147652263839e+39,7.532055952440638e-18,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.0000000000000003e+160,,3.9730394678843265e+63,,1.2466933701991233e-20,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,2.5169646767503863e-64,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,8.021218560264574e+19,,,1.2281802654740303e-45,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,9.445431666327438e-37,2.829654747452293e-06,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,353400.0043292772,9.435194292152741e-26,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,3.955669068583602e-08,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,4272.1495231376975,,,25280173.4083905,1.5010098819199818e+19,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,6.662181322356607e-20,,,,,1177798.7907160786,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,8.490414558772128e-07,6.977762373797948e+49,139702012599.88522,,,,,4.5975838282046683e+21,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,218597668411469.84,,7.1580930109007e-12,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,4.574614209140073e-15,1.4331241828398739e-50,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,7.21693948683445e-43,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,2.1750555016861855e-22,1.3856289107373793e+42,,2.9743760930532725e+43,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,3.362049615499278e-44,,,
$\hat{S}_{x}$,,9.999999999999997e-161,7.034948506406622e-95,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000003e+160,,1.958773409806095e+132,,1.3472984249904326e-44,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.4214745126980175e+94,5.105235730655508e-133,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,7.422260587939911e+43,,2.873724682471325e+78,,0.0010570248985268657,,,,3.364446538901182e-68,,,,,,,5.122235339711949e-35,,,,,
"$\hat{S}_{x,y}$",,,,,3.479804471526573e-79,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,946.0515087143747,,,4.36776410779824e-20,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,3.5014212995981094e-20,287754.9375033361,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,2.972257066467154e+67,,,793913.0801679033,,,1799455762.7525098,2.884308326663692e+16,,,,,2.4062319969477406e+35,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,3.4751792920613447e-06,1.369917073873459e-29,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,5.55723580817772e-10,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,2.972257066467154e+67,,,793913.0801679033,,,1799455762.7525098,2.884308326663692e+16,,,,,2.4062319969477406e+35,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,3.467035721374178e-17,,,,6.81676724321471e+38,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,1.4669710206042052e-39,2219648.6632776163,,1.22487240602483e+38,,2.46175413620114e-23,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,5.175288004039551e-16,8.164115666915663e-39,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,4.505217499256674e-07,1932259613802080.0,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,6.017782235777104e-11,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,1.9522726576952545e+34,,,,,4.1558752492215246e-36,,,,4.062144083743276e+22,,,,3.8947971395377653e+45,16617417527.253962,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,2.567527817684184e-46,,,,,
$\hat{S}_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000003e+160,,7.094926780419257e-42,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000003e+160,1.4094578153502909e+41,,,2.8173420670640615e-96,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,,9.213793240122847e-131,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,3.5494447468428817e+95,,,98147.82345156596,,4.593973387908124e-93,,,1.279987820018489e-64,,,,,2.1052158113683997e-08,,5.1856511509441433e-08,,1.085329325217924e+130,,
"$\hat{S}_{x,y,z}$",,,,,1.018871295188202e-05,,,2.5063498957187406e-50,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,2.1767648951387423e+92,3.9898659070234576e+49,9.974111022828812e+21,,7.469590476780189e+31,,1.9759750439776285,,,,,8.293240125114637e+63,,6.026752841893119e+62,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,4.288771602641527,1.3387614797739968e-32,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,1.0025956175053529e-22,0.23316699807098226,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,0.2133914894789681,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,7.812574341414867e+63,,,0.5060792660554077,,4.6862225032576115,,2.446173945645087e+56,,,,3.08642794619178e+49,,7.79007955504579e+49,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,4.088016724159359e-57,,17.55433638971698,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,9.457582354929766e-06,,1.3316334146621566e-08,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,5.264707344903482e-06,75095742.49108987,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,0.05696598138484929,,105735.26747866489,189944.08131119644,3.9834599468690156e-11,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,47501068.28002566,,,1.2058013332710257e-64,,,3.2399913992285475e-50,,25103804565.32508,,,,1314051565572407.0,32370.398516614066,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,7.610051433289037e-16,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,19283981.33410751,,,1.6592683095427565e-63,,,1.2836839379288235e-50,,,,,3.089242165142796e-05,,,,,,
$\hat{S}_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000003e+160,,6.45201817401709e+116,,959.297846792261,,,5.782175685027789e-73,,,9.21713900863585e-92,,,,,,,6.525989524794015e-50,,,,
$\hat{S}_{z}$,1.0000000000000003e+160,1.5499026398082662e-117,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,0.0010424291093155693,,1.4949709419471663e+42,,1.1261344901124398e-19,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,6.68909322543435e-43,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,8.879934046777611e+18,,,2.2877127227219385e-62,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1831.2970948204854,3.3010857479137927e-34,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,2.8993514465094643e-40,0.0005460610421041626,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,1.7294528123546526e+72,,,,4.3711782081195575e+61,3.449047204001096e+39,,3.0293063445321774e+33,,425.6366161578906,,,,,,,4.1560142194782624e+48,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,1.0849353569074588e+91,,,,,,0.0023494219295011227,,9.834241888658948e+87,,17396448861586.445,,,,,,3.019814125719417e+54,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.0168551997416503e-88,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,5.748299598133077e-14,,,,3.49600267669731e+43,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,6113453.4281199165,,5.439108822441829e-15,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,2.8604097092531536e-44,41262391872.6752,183853648206851.1,,,,,4.8916109498151527e+39,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,1.6357366777349155e-07,2.423514378627722e-11,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,9.052264827482206e-10,,,
