ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,4.4079432539938466e+23,,,,,3.554310307715377e-05,,3.92017467202891e-11,,,,,,8.713025037665943e+17,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,28134.853555956834,,,,1.1513648191659244e-20,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,25509067418.224094,,8.68534441346248e+19,5.453334893660808e+30,,1.0399686693462679e+40,1.3398067006878e+22,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.8337403066194287e-31,447030088779.6062,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2.2369858877508754e-12,9.615674293617013e-41,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,6.363273016983511e-13,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,7.463763239030245e-23,,,,1.6377476362360288e+20,1571518300929.4277,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,6.1059468374398686e-21,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,9.471898042059192e-33,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,1.0557546075343944e+32,,2510724993.343785,,29900142483814.79,,,,679388149924.2295,,,,,,1.0805305211147191,,,
"$\hat{S}_{x,y,z}$",,,,,3.9829133124938524e-10,,,5.400819517426745e-12,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,3.344465667818502e-14,185157085285.54135,1.7203169013488806e+28,,3956.74647979622,0.0004855310464803731,,3.7034751198829465e-21,,,,,,1.3144765221060757e-22,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,5.812882494009747e-29,6.498856440859943e-19,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,1.5387322509738002e+18,0.0002527328968651795,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,2059.6005286356567,,,54.0148634430058,1.516162099237209e-38,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,0.01851342271845522,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,1.4719126321404452e-12,,,2.7001666478904453e+20,,6.595600829905368e+37,,,,191443.5635605679,,,,13724308.903155304,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.027472131570413682,1.0741735539396322e-06,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,5.223471509835457e-06,2.1907713551066883e+18,,930948.2590894239,60989.30842997158,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,4.5646023153854e-19,36.40052456202407,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,1.6396316432218742e-05,,,,1.980018374565812e-09,117297.64034672471,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,8.52532068883961e-06,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,0.9254713128957796,,,7.607591183125764e+21,,,,7.286341389256356e-08,,,,505045818.1830181,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.357246272503242e-28,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.242238121933968e+27,,,3.295357180352319e-117,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,2.1000651512199166e-128,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,3.034572415889334e+116,4.761757031295459e+127,,6.881757905623218e+44,,,,,,2.860854597068448e-50,,,,,,1.2750721707588024e-15,5.374158400899922e-19,,
"$\hat{S}_{x,y,z}$",,,,,1.453117086817135e-45,,6.546988283547935e-20,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,1.2165730394236401e-24,12339.923979188568,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,8.218061915903915e-14,,8.103777638229475e-05,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,1.527419871077089e+19,,12168319127223.426,8.219810628663585e+23,3.5679680233087694e-08,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,28027157.011139523,,,,,3.054545147451125e-34,,,,,,,,1118882.623674326,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,8.937487979892613e-07,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,3.495459017821849e+49,,,,,3.2738098529480016e+33,,,,,9.476506073115965e+31,,,4.70149628789852e+28,2.5597013568539036e+28,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,0.0003186937046306298,1.856824121948871e-07,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3137.8090795957614,,2.0458933346723577e-06,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.055241237946245e-32,5385539.686712104,488784.03534177714,,,,,1.575839253441366e-11,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,1.8607564671568786e+18,,,,,,,3.906705746443356e-29,,,63458249172.06304,,3671799779256.9614,2.766559145254449,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,2.723460047166198e-13,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,784269332303672.4,,,,,,,2.1269824301977298e-29,,,,,,,0.36145983060413733,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,7.709174310715087e-74,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.2971557779022927e+73,,,4.513775264443659e-86,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,5.836519973547425e-41,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,2.2154403828593226e+85,1.713349743566802e+40,,26392332.927066844,,,,,,1.0910132416458698e-131,,,,5.439427265225549e-89,,2.0965627175132408e-88,,,
"$\hat{S}_{x,y,z}$",,,,,3.7889791810501257e-08,,,,2.8219940584494643e-44,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,7.085848437121414e-10,,6.777178354229756e-11,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1411263603.6091175,0.0028434305523748517,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.5435935699646615e+43,351.68785788166815,14755403321.73614,,1.4931911645368274e-31,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,1.55299692203943e-18,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,6.697066147656919e+30,,6.439162794262193e+17,3.739656911725552e-58,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,9.165791594714562e+130,,,,,2.6740420942481063e+57,,,8.375393705206609e+43,,,1.3144205868882924e+36,,9.74924301658375e+59,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,5.4549795020211816e-05,6860319.508830348,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.1614806575902427e-06,,1.4576580561777585e-07,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,1.1939737225467319e-44,,860969.9984799823,18331.87456762174,5.494011315980539,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,5.20841531434923e-17,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,1.8384288478182904e+88,,,,,,,7.607914924456263e-37,0.1820163706418442,,,,1.9199697789939892e+16,6.267366519576206,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,4.769711831879337e+87,,,,,,,1.0257206619005912e-60,,,,0.15955664901302424,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,1.0536023444910914e-87,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,9.491246913303118e+86,1.1506099854529138e+55,,1.080091547993081e+151,,,,,,9.172982030485004e-07,,,,,,1.5343506391430317e-31,,,
"$\hat{S}_{y,z}$",,,,,8.691042252743624e-56,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,9.258474449301089e-152,,,,2.094008728018714e-97,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,2356133805.6634088,3.8699136896876344e-23,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,4.775529283233547e+96,2.584036958407505e+22,1.3688297803040814e+42,,,2.328541190163097e-06,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4.2442411275468006e-10,,7.305510256928023e-43,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,429453.4295654686,,,1.0089646226915905e-11,,,,,,,,104246745311.40324,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,9.59262562119158e-12,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,1090158.027865587,,,,,,99111502773.24136,,7137138.13483321,,,,,575.3137690318713,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,8.590499731047326e-10,,0.07941229569772196,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,1.4011218237733735e-07,,1164076632.6851199,7.820941156019359,,102008089027.46123,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.12786184936711276,12.592508391980491,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,1.0961043092647335e-05,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,9.80314413821431e-12,,,91232.19309946877,,0.003910128162397445,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,6.517415084198236e+30,,,,,,,0.0017381819344994712,,,,,255.74609283058967,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,7.438171957320419e-47,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.3444163508694242e+46,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,1.221944277451297e+67,,0.08732626234849436,,,5.38027838492136e-23,,,,,,,,1.955725264648072e-34,,,,
"$\hat{S}_{y,z}$",,,,,8.183679227057529e-68,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,11.451308840051844,,,,3.9242506104598747e-22,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,1.8586398852568228e+22,2.5482572324370797e+21,7397191.98532065,1.0552977095754317e+27,,,,,,,,,3.964830857959241e-20,,,839575140686144.0,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.2648933290528116e-24,,9.47599896149041e-28,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,7.90580499581596e+23,1.3518643317416243e-07,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,1.1910786200538866e-15,,24574213.421787586,9.680002317239821e-12,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,4.069306239171002e-08,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,,1.32255370801956e-16,,,,,103305760394.19197,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,5.360644657266295e-21,0.004786324585284899,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.8654472809431807e+20,,6.317266973175672e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,7561129608093091.0,208.92858020419365,15829.630190495225,,,9.223061446161994e-24,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,5.113192625140769e+33,,,,2.522175688762459e+19,,,,,,1.0842386834754651e+23,,,1266748071558.5244,1846.4893373919922,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,0.0005415682504900972,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,7.894229503500764e-13,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,7.34573957468466e-106,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.3613333141379823e+105,,,1.880360166383131e-153,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,5.318130100168512e+152,3.6152124368250525e+50,,9.788757477674898e-34,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,2.766089178643728e-51,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,1.021580116047096e+33,,2.3082117278449035e-17,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,2.3423501236440783e-25,3.827541061654968e-32,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.0214725849731657e-10,,2.612643427965253e+31,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,4.3323581971991144e+16,,4946888755.423189,4.2692165868194975e+24,0.019715680608871765,,3.4236680930104015e-13,,,1.9517226305374356e-15,,,0.00106731642298243,6.593840778569355e-08,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,50.721048886844656,,,,,9.284491971765223e-16,,,,,,,,2.3565527628970202e+21,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,4.243486569639346e-22,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,2920843880987.04,,,1077064855073458.6,,,,,8.36766184977963,,,7.486970467820707e+16,4449422567738.18,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,512367886888023.25,,,,,0.11950769736546368,19273072717249.25,2215136.350064282,,,,365813.79722573335,98343.79108253517,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,4.1734146066850487e+20,,4.5143947909616517e-07,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.3961194710877334e-21,5.188586245020535e-14,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,0.01810355041478382,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,15165667.985949866,,,,,2.2474826447161663e-13,,,1.0168410115090525e-05,,55.23778358875806,1.4569292339729829e-05,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,936.9292727696198,,,,,1.3356537257600244e-17,,,2.733631174066757e-06,,,,68637.51352377242,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.027563350994398e-84,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.93202838525149e+83,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,3.677467083947168e+76,,117434.74092424389,,,,,,,,,4.640489299422948e-34,,,,,,
"$\hat{S}_{y,z}$",,,,,2.719262952386949e-77,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,8.515367702348755e-06,,47.25788868756625,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,0.02116048828611982,,133.89429799536458,266383274193983.78,3.7928931285587833e-39,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.0074685779377596795,,1.4148760357936897e+32,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,3.753989446318566e-15,7.067756995679409e-33,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,2.6365098253637803e+38,,,,,5.781730841221621e-20,,,,,,,,10119036.115773216,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,9.882364175390514e-08,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.7295858756868559e+19,,,,,3.736471060660046e-21,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,2.1549451695198428e+33,,,,,,,2.676322079752306e+20,6010013876796180.0,3253401.520876681,,,5.155378048901602e+17,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.3831270440162696e+20,,3.0737060691191107e-07,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.955845249053529e-21,1.6638896689754073e-16,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,1.9397219573704372e-18,,,17254922.065852873,4982639735.118932,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,2.0069683002600845e-10,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,5.7954477927140506e-08,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,7.137520944756653e-59,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.401046676766136e+58,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,2.2077750194117367e-74,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,4.529447027924298e+73,,100580653555.1612,,,,,,5.256014664224439e-63,,,,,,1.7197076956189743e-17,1.2127011621215441e-47,,
"$\hat{S}_{x,y,z}$",,,,,9.942269856613852e-12,,1.167653252240869e-09,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,856418631.1996973,,429.6624665768364,4217052238883.3296,,,,,,,,,,,2.038736422561476e-09,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,2.3713246679268047e-13,12887650.064859524,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.0023274083211575346,,7.759366486266401e-08,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,490499894.4118515,,,6684.482283546486,,4.127669264106942e-28,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,,,,,,,,,,0.000149600216977379,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,1.9025822108271397e+62,,,,,,,,,153447.18797610412,,,,4.778833563643836e+35,766655329331767.8,2.4226747251668644e+27,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,57506387.625482164,3.528939032159806e-13,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,7.51169540000375e-14,1.738937257740184e-08,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,6.516900134759895e-06,13312573883114.332,,2833712883353.423,,,,1.667546346453213e-06,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,8.246054603019949e+46,,,,,,,1.304367114843668e-15,,599683.4823373572,,59229.54530341023,,0.0011706484685302548,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,1.6883465758134454e-05,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,5.814941705195254e+16,,,,,,,2.092560844988929e-36,,,,,,,854.2274020616084,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,4.923870516346157e-106,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,3.937401796336942e-11,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,2.030922618050621e+105,25397458825.013073,,1.685213455896865e-26,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,5.9339663856873444e+25,,,1.8301287765541143e-11,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,2.8547015722798404e+19,0.16423743179711847,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3.1608636466662365e-28,3.502993131437461e-20,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,54640963674.8549,3.1636923062299765e+27,,6.0887459640460895,,4055.8883223841804,,,,1.784741692549138e-46,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,0.0002465551121023392,,2247819292088.343,,0.010317740601175681,,,5.256775530308037e-25,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,4.4487561945913684e-13,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,96.92044398616228,,,,7.812530476306425e-06,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,5.6030517142887204e+45,,,1.9023068309355828e+24,127999.50067814336,1.772618860205659e+20,59083549565.27894,,,,,2.1588407647397636e+22,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,959652.3540391515,,1.6925184884079144e-11,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.0420440233288924e-06,5.6413706434556396e-21,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,4.632115607287713e-23,,144755472875.1442,11331827510.539595,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,6.908201673746243e-12,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,8.824701920938279e-11,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.2116307203567727e-81,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.521550504772711e+80,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,5.763986090587609e+81,,2.0994995448506806e+19,,1.9989920502238602e-22,,,,1.2403244118972295e-66,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,1.734910501663017e-82,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,4.7630398513428655e-20,,,1.3223726009157636e-14,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.6634915009747285e-35,16997.781317801437,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,5.883120751487254e-05,3.8274962438362594e-20,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,5.002521145034136e+21,75621651515426.47,6.011452414479103e+34,,2.612674020543807e+19,,0.0048616655303639535,8.397650260957172e-37,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,0.1159638155567581,,,,,,,,,,
