ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{x,y}$","$\hat{S}_{y,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$"
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.2816890276510757e+55,1.4521057744718475e+42,,3.8855812578230534e+31,1.115946575225252e+23,,,,,5.282434485548604e+28,,,8.430966585202258e+31,8.37807894233088e+49,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,6.8865506740630855e-43,9.575447477643862e-09,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,9.346744355949921e-21,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,8.961002454782851e-24,,,1.0698912497413318e+20,1.1988366441605129e+27,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,8.341420033087589e-28,,,,,4.883151746787087e-06,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,1.8930665448587113e-29,,,,204785.77194697235,4286376845146.8325,9.778330651223229,,,18916.642243330236,1.0525508877121525e-07,2.737417533286482e+22,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,4.576928789620894e-14,2.332972662289903e-13,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,21848712225274.316,,0.10226694470337881,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,5.2863504375497035e-05,,,5.6243910584525816e-11,,954190589.3785464,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,1.0480086589947284e-09,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,1.1861036215647748e-32,,,,,,,9500728.294226436,,17779702542.147316,,4.099957247658412e+33,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.2311687528727297e-34,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,8.122363385739481e+33,,,,,,,,,,,,,,,,,7.08345786092943e-77,,
"$\hat{S}_{x,z}$",,,1.4117398869777263e+76,,3.488885886551138e+42,8.214617895348528e+52,,1.6848525009083655e-34,,,3.492940683121238e-42,,,,1.943549957861611e-42,,2.536098278045767e-22,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,2.8662445047422524e-43,,
"$\hat{S}_{x,y,z}$",,,,,,,,8.324114559991053e-61,,,,,,,,,,,1.2173420757236234e-53,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.3009784001364167e-44,2.685310039451573e-24,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.2013289735419917e+60,7.686522696265695e+43,,4.163186804592413e+25,,0.02581197584860329,,,,1224501741.139374,,49.32066601798523,,5.935237651134823e+33,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.7239647761650355e+23,2.402006075963009e-26,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.7152549823221533e-09,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,38.74170679011041,,583003699.336979,,2.4058322399444506e+26,,,685.5280167839913,,2856810154.7906213,,2.862917211369348e+41,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,4.156565796221475e-27,,,,4.8410347520848475e-27,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,5.768434710847561e+18,,8.251804770315049e-27,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,1.7335725376582605e-19,6.596431248733542e-37,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,8.166586999455961e-10,,,0.0014587295858326651,2.0656740783968518e+26,1.5159712309470236e+36,1.2118561064330907e+26,,,0.3484472740777833,,5.145224057426592e+41,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,0.04133905822555546,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,0.020275476402434243,,,3.50040760784572e-10,,,,2.8698746536234108,,,1.5994351380739552e+17,3.943064859341992e+21,24.190197912680272,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,6.252207271150759e-18,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.002040032672253e-31,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.4987256295191962e+30,,,,,,,,,,,,,,,,,1.5020597271090532e-96,,
"$\hat{S}_{x,z}$",,,6.65752487702107e+95,,1.0668338867393036e+28,2.1423424616438258e+46,,3.1772231080572745e-44,,,,,,,,,3.290818864834757e-53,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,9.37353052269856e-29,,
"$\hat{S}_{x,y,z}$",,,,,,,,8.061599397516655e-61,,,,,,,,,,,4.667787797253932e-47,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.1293583305759483,2.7124924338529136e-18,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.240448638899182e+60,3.31675907010241e+41,,3.686646228094974e+17,,,,,,,,514587725490413.9,,3.1474025146803553e+43,,2.607405677224026e+21
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3.0149913782224874e-42,0.31955432851179855,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,3.8352298176502005e-22,,,3701118.8664321383,2718715.8084648866,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,,2.701885662386184e-07
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,,9.325007639340192e-12,,,,,,3.67820717739765e-07
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,0.00034074329855455734,2.390053007799717e-11,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2934.760578541172,,1.701704284652233e-10,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,107238518044.8771,41840076213.2301,5876461668.569895,,,9.43144617568709e-07,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,6.73658917042407e-17,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,1.943303251252208e-15,,,,,,,1060282.7831195772,,,2.8092561211185363e+22,3.038757346038896e+52,1.4844307329743988e+16,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,3.559661194586412e-23,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.25981830653122e+35,1.5032350427106726e-62,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.3475179644793402e-36,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,6.65231964122373e+61,,,170033501222.5885,1.130488328597486e-15,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,5.881193957718449e-12,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,884573484487563.6,,,,6.14786503548335e-81,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.6265809256194563e+80,6.776824104777816e+26,,332956952181876.94,53959075.63868689,,,,,4.041346402447679,,,386220559173964.6,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,8.441984609396131e-07,3.003391259581666e-15,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.475617464078752e-27,1184555.5829217883,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,5.541033812400532e-07,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,1.8532563580148374e-08,,,1804717.3755952446,148.92212242087604,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,0.00671491907141809,,,,,1.0314178435131965e-19,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,22397.662683584163,1.9268100736819147e-28,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,0.24744228789552433,,,,9.695391700746793e+18,5.189925118510066e+27,1.7989573483038054e+17,,,2.758240124612794e+19,3.3726664322710626e+19,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,4.464751586481059e-05,,5.558775481491412e-18,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,3.625500155249832e-20,33.34963855521103,,5.6590280539558035,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,0.029985332475027545,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,2.5891941178345502e-15,,,,,,,2.9650130544532594e-20,,0.17670879000166376,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.5106812237172863e-116,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6.619530211273369e+115,,,,,,,,,,,,,,,,,3.377119462763843e-106,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,8.324907744067986e-47,,
"$\hat{S}_{x,z}$",,,2.961103422683181e+105,,1.2012145128125438e+46,7.878191613846903e+24,,2.4359816774214963e-31,,,2.9603511707490187e-17,,,,,,0.0007667197324011396,2.2053950834049676,,,
"$\hat{S}_{x,y,z}$",,,,,,,,2.5989092457831033e-50,,,,,,,,,,,1.2693268316073647e-25,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.8477680650933237e+49,1.2935533518827465e+31,,1.0880293773370107e+17,,41.916562615377714,,,,,,2.0579954330196287e+19,9812504163855.084,4.1051211890005144e+30,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,7.730643645617831e-32,57504.5913104121,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.738991578258438e-05,9.190928304229563e-18,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,0.02385691806782685,,2676.5190703275084,,2896740346.270802,,,,,4.511786660408201e+27,6009238685121.624,3.3779776192801584e+16,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.0003736196058104815,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,3.4521561495402146e-10,,701266.6777566076,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,4.5210970865781524e-09,2.860105066666251e-06,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.125569076584999e-21,,349637.5051583695,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.4259910412384878e-06,,4.704622451539562e+20,221185252.35140708,,0.00013649088876963375,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,0.004771259246824021,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,4.859097274733662e-20,,,2.216416854935082e-28,,7326.496361876414,,,209.58827602286502,,27.51439612776155,1304.2575503675841,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,1.0191078478045969e-13,,,1.6641043107106344e-13,,,,,,0.03634461012179065,,0.45343349476234146,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,0.04538281507616552,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,22.034772376321524,,,,,,,,,,,,,,,,,8.008949196429459e-76,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,2.5500342342358887e-55,,
"$\hat{S}_{x,z}$",,,1.2486032505310672e+75,,3.9215159803517204e+54,5.744980650842738e+62,,3.4753715775114006e-40,,,,,,1.1409140002177253e-12,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,4.515846268795857e-84,,,,,,,,,,,1.7406499008022052e-63,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,4.7430775799865374e-42,7.1875901863285355e-12,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.2144243636235393e+83,2.108335744326658e+41,,1.3956380201184858e+19,,149365943.65924603,,,9555670822.291325,,,,,2.877390165905849e+39,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,139128689042.69095,7.165181698869903e-20,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.8717175331281323e-08,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,6.6949665733799166e-09,,53426865.021066345,,2274964924422176.5,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,4.395672167358766e-16,,,0.0016352858880325175,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,7.502101012919972e-22,2.3840120411635165e-15,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,419460968624953.0,0.00162038790440419,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,1.0464990042009558e-10,,,,611.5138688092899,1.3329599245302343e+21,,617.1361791099619,77126528.34731811,,,876490252384.6371,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,1.6334569063867197e-29,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,1.2965707408698275e-08,,,6.121985808686224e+28,5357179412060.245,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.8666539293956996e-13,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.6750439448278538e-08,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,37382563.45034932,,,,,,,,,,,,,,,,,4.348024624591666e-89,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,6.854888580994165e-68,,
"$\hat{S}_{x,z}$",,,2.2998949783866795e+88,,1.4588129160444648e+67,2.3066180734732838e+44,,1.011756250177213e-37,,,1.212781422234717e-11,,5.501040383112958e-07,,,,6.056866472635691e-29,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,1.4339060197070867e-91,,,,,,,,,,,4.335351445912367e-45,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,8.670097926216681e-09,3.1270998760284904e-37,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,6.973957750761632e+90,2042859859122882.8,,3.197851170874752e+36,,1489.0878093839506,,8.002084056567308e+21,,,,147598.8063149776,,9.883803532964053e+36,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,4.895098386383477e-16,115338951.0141743,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,0.0006715520694603694,,1.2520012638870237e+51,,1.2419933450828613e+48,1.7211699415331302e-08,,,,18958.891432956214,,82455088911.02257,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,7.987212384237949e-52,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,8.051572932810551e-49,,9.833268828870258e-43,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.4658308465521539e-05,1.0952915004482837e+20,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,7.453123496436392e-36,,9.12998959264011e-21,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,1.2496744509691827e-22,,,58100015.33661755,1.0169558235446816e+42,,1.3417193482412255e+35,68220.69561110306,,6.0096515152890556e-05,,1817837.954925382,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,6.775122543105045e-06,,,5.274570000763343e-05,,16639.89995852366,,,2135476447879.274,,7003023944.681156,1.6510187314148308e+28,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,4.682795733912648e-13,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.4279545634846883e-10,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.2247152352567618e-39,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,8.16516338829042e+38,,,,,,,,,,,,,,,,,7.20602843308055e-55,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,2.6913099190581536e-07,,
"$\hat{S}_{x,z}$",,,1.387726969559713e+54,,3715662.744445123,4.426785102334625e-10,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,5.027511253874038e-48,,,,,,,,,,,2258975705.580589,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,2.4318149263913797e-14,25.324048682567167,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.03948815659513364,1.6387396835535803e-23,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.9890557166419712e+47,41121550375707.27,,6.102250467453844e+22,0.0009027246296653072,,,,4.120114553398237e+18,,,,447138398320.0274,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,1107.75752332221,,,3.790746994261375e+23,83320595127.65907,,1402996922406757.2,,,,6.9165224816041176e+16,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,2.6380024874090795e-24,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.2001834582048495e-11,,,,3.334888418910634e-08,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,2.427116981917913e-19,,7.127599384071063e-16,,29986010.7561457,1.155398694096132,,117523506.22807364,401275.96654413396,,1.2833837725572872e-22,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,0.8655021033949667,322640923.4588511,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,3.0994208337850166e-09,8.508936059645259e-09,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,2.4920505671251455e-06,,,,5.613749320501975e-10,,3.0825210394144547,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,0.3244097890050271,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,2.2364440266306016e-12,,1.4458132720015025e-17,,,,7.791901544830873e+21,,1781340674.3117292,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,3.464874934734117e+60,,3.740410034561927e-67,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.8861070567810743e-61,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,8.176250077082588e-11,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,2.6735036821093304e+66,,12230545672.800842,,1.1785610288579467e+19,,7.57853916623739e-70,,1.292698238616158e-57,,,2.277787098823512e-55,,,1.5255770507362345e-45,,2.596086470615617e-61,,,
"$\hat{S}_{x,y,z}$",,,,,8.484923355806389e-20,,,1.431286559580044e-71,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,1.3195155135636547e+69,6.98672109583291e+70,5.897043777774524e+37,,3.0133069018474847e+21,2762406.4338814085,,,3.2670214209744545e+22,,,2.1292667512467923e+17,,4.3147170117595136e+17,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,5.408134636149706e+36,3.318613180047778e-22,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.6957649250780846e-38,1.8490663921635368e-37,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,1.6233402619766347e-08,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,7.735757426810659e+56,,,3.62003211306932e-07,,,61601379.78604472,138586398217563.25,2.9660784036941634,,,1.0688136107750059e-05,,1140428650370554.8,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,7.215715343363824e-15,,,1.6774071508707495e-08,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,4.3902259369038696e+54,,,3.060892082249433e-23,,0.3371455045674212,,59615818.346839376,,1.3905432165933035e+17,12989.608503986688,33.89165103783456,,127798006.36673893,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,7.698461425477807e-05,1.7105992594142714e-11,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,7.191434168079316e-18,,58459045536.03112,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,5.280275604054711e-22,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,6.55489671608134e+44,,,4.696452426237576e-18,,93561.68277786914,,,0.02950579182122645,,,,1.8938405397477783e+21,0.0005043173707068567,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,3.85195181793335e+60,,,2.3176491002180614e-18,,8.768632738883525e-16,,,7.8248481993555e-09,,,1982.8783581227613,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.518048192587443e-90,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.2133451379306993e+89,,,1.0592860610606269e-59,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,,4.587527956748335e-19,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,9.440320577793068e+58,,,4.408849472399399e-21,,,,,,,,,,,,,2.179823228170157e+18,,
"$\hat{S}_{x,y,z}$",,,,,2.2681654392155436e+20,,,3.184430579207274e-45,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,5.505268431500213e-20,2.1183483097389202e-10,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4720658993.625306,6.493745123465236e-29,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.1402788508862326e+44,1.816441854639039e+19,,1.539943408598663e+28,,3.5927236727543663,,,,4173491964.247823,,,187585349015.0474,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,0.2783403598733628,,14067881.787331102,,4313180976.939896,,,0.002036254525910664,,,0.0001754717109933075,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,7.108390695325253e-08,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.3184744747471214e-10,,,,0.0032786255064975213,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,2.396075057928684e-10,,,491.0977420923227,305.0058623707459,534503203.47885,5.108071233977634e+21,,,153330065911.03613,8.228836563266197e-05,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,1.5120242023631313e-14,1.8708961770321167e-09,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,66136507500151.62,,1.9576860897088627e-22,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,0.010701050495931378,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,6.521878106934432e-12,,,0.0005544086457114083,,93.44876938766038,
