ModelName,$R_{x}$,$R_{y}$,$R_{z}$,"$R_{x,y}$","$R_{x,z}$","$R_{y,z}$","$R_{x,y,z}$","$R_{x,y,z}HF_{x}$","$R_{x,y,z}HF_{y}$","$R_{x,y,z}HF_{z}$","$R_{x,y,z}HF_{x,y}$","$R_{x,y,z}HF_{x,z}$","$R_{x,y,z}HF_{y,z}$","$R_{x,y,z}HF_{x,y,z}$","$R_{x,y,z}HF_{x,y,z}T_{xy}$","$R_{x,y,z}HF_{x,y,z}T_{xz}$","$R_{x,y,z}HF_{x,y,z}T_{yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$"
$R_{y}$,9418003400.892086,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1.9940423382623407e-11,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,50149386540.68025,,8.865181655773704e-122,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.1280084704736098e+121,,,,9.563685517183432e-61,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.8883398159011077e-86,2.920832193859215e-77,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,5.295657018823194e+85,,4.4622917763153497e-51,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.0456220023162227e+60,3.423681792135849e+76,2.2410009253714255e+50,,,,1.7227940899610825e-68,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,0.018842314796443913,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,5.804524207664247e+67,,53.07203551172645,,1.0394044950177962e-18,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,9.620893548116497e+17,,,,,,,,
$R_{x}$,,5.581517975551076e-30,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1.791627303504774e+29,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,4.588952783185627e-120,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,2.1791464136743747e+119,,4.468601415078059e-117,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,2.2378366453221284e+116,,,5.632775988332126e-68,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.3426046768731584e-59,5.317239748627982e+48,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,1.7753235741514045e+67,7.448208822934662e+58,,576521257275116.5,,,1.0676305780660168e-59,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,1.8806750255299887e-49,1.7345414195591387e-15,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,1.1328266197141713e-25,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,9.366535771310263e+58,,8.827476178590459e+24,,,2.5209920057372603e-20,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,3.9666924675850035e+19,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,0.0008487607079641442,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1178.1883758481488,,6.39044746841605e-129,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.5648356471786508e+128,,,,1.2070425617262095e-76,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,6.570843830349391e-06,9.438193168820051e-43,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,152187.45503906262,,4.20812887745508e-21,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,8.28471200360893e+75,1.0595248286542735e+42,2.3763530754903183e+20,,,4.7475456099337025e-45,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,2.1063515385878823e+44,,,2.272812842733607e+34,40527.555727808765,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,4.399834342704867e-35,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,2.4674569735125446e-05,,,,,,,,,
$R_{x}$,,1.8941686723084564e-76,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,5.279360885962085e+75,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1e+160,,,1.7557274658840966e+173,1e-160,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,5.695644793575352e-174,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,1e+160,,,5.3433896680954814e-130,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1.871471223539692e+129,,907851872.1389928,8.892871074444926e+44,3.6361176429260434e-26,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.1015012808685373e-09,,1.0553622460669479e-14,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,1.1244962303272994e-45,94754194943653.89,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,2.7501860451227963e+25,,,,2486.9594780232605,,4.210989398805415e-16,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,0.00040209742411840253,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,2374738820961370.0,,,,,,,,,,
$R_{x}$,,2.552352777421431e-83,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,3.917953696864237e+82,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1.2806597071697685e-66,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,2.346546723916837e-83,,,,,,,,,,,,,,,
"$R_{y,z}$",,,7.808475541172287e+65,,4.261581454175385e+82,,2.0178127324982023e-56,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,4.955861284322087e+55,,3.5474362281245226e-82,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,2.818937214633694e+81,,6.2486117181921734e+38,8.310594798324689e+51,,7.891026183205667,,4.722799093305476e-23,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.6003554791036312e-39,,427522979.50218666,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,1.2032833079547897e-52,2.339055554778396e-09,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,0.0002876892780778731,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,0.12672623012305834,,,3475.9724334575835,,,9.246232848825253e-28,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,2.1173883966766463e+22,,,,1.0815215410966547e+27,,,,,,,,,
$R_{x}$,,5.269212034362893e+32,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1.8978169667087826e-33,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1e+160,,,8.77974434146027e+113,1e-160,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,1.138985329308208e-114,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,1e+160,,,,1.0340572805425942e-64,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,2.9102680186241096e-15,4749.182647047603,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,9.670644158854299e+63,343610964213794.6,,174.0741447635178,,,3.966241741513608e-55,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,0.00021056254819377485,0.005744678518217132,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,5.465387828730213e-48,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,2.521278492768767e+54,,1.8296963204390426e+47,,,4.528542726865292,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,0.220821588823169,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1.2983794449410472e-08,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,77019087.43983582,,1.8836353259033814e-105,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,5.3088832336503634e+104,,1e-160,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1e+160,,9.926159292498015e+41,1.2741852709403435e+29,,5.004637444975851e-44,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.0074390008588511e-42,,2.7192822373056827e-18,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,7.84815224917805e-30,3.677441003662861e+17,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,4.25471394366344e-27,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,1.998146740887092e+43,,,2.350334272153134e+26,,,1.1692912995422786e+22,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,8.55218883772976e-23,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,3.7195120142472286e-13,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,2688524720903.165,,8.809986761828664e-145,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.135075485394297e+144,,7.089162420196722e-116,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1.4106038777600052e+115,,4.748629900328392e+44,6.024324457479103e+43,,1.0944339915871531e-21,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.1058705794925078e-45,,5.1830702107196136e-08,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,1.659937154876371e-44,19293583.90576694,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,9.39514883605499e-27,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,9.13714310490115e+20,,,1.0643790933490934e+26,,,21458148234792.11,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,4.660234373712668e-14,,,,,,,,,
$R_{x}$,,1.4545631070513146e+192,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,6.874916565340342e-193,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,1.0442915191041679e-107,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,9.575870163705219e+106,,1e-160,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1e+160,,1.7973467940902635e+54,609.8787094918445,,1.5887343670972701e-28,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,5.563756550978551e-55,,5.670941667532064e-52,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,0.0016396702892501488,1.7633755708074313e+51,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,7.866632419870892e-20,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,6.294318425471406e+27,,,1.2711919746930442e+19,,,4737250917110031.0,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,2.1109289279742267e-16,,,,,,,,,
$R_{x}$,,3.4843368979926536e+147,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,2.8699865405555524e-148,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,3.755550922125653e-42,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,2.662725178637698e+41,,,,4.6556531172624695e-68,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.257633669389208e+21,2.087557387739417e-06,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,7.951441062210649e-22,,6.25376446417554e-25,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,2.1479263484905022e+67,479028.747124832,1.599036877273622e+24,,,2.1667305417088984e-35,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,4.615248554217088e+34,,,1.2444539310158877e+20,7.216650221976638e+23,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,8.0356530288242e-21,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,1.3856844508754649e-24,,,,,,,,,
$R_{x}$,,0.999999999998181,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1.000000000001819,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,7.755786226259986e-51,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.2893599318327556e+50,,2.1638551151596017e-38,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,4.621381500980217e+37,,1.2629782182659771e+17,8.451335483599964e+17,,3.092278731314694e-57,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,7.91779292419598e-18,,1.3446294625754963e-40,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,1.1832449462461004e-18,7.436993073798972e+39,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,1.071713259693358e-25,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,3.233861132482214e+56,,,9.330854040997153e+24,,,0.00030441014264586796,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,3285.0416589546376,,,,,,,,,
$R_{x}$,,1.420622635168666e+152,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,7.039167019053397e-153,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,1.6314520965156394e-80,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,6.129508810805673e+79,,,,1.2685284066525037e-76,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,2.387918996066727e+20,1.2734561353748512e-06,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,4.187746743700917e-21,,2.7088187121097044e-17,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,7.883150229476387e+75,785264.5821252748,3.6916460873868216e+16,,,8.568346113038267e-37,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,1.1670863744384947e+36,,,6.323162068790799e+18,3.574421421231855e-20,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.5814872197182723e-19,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,2.7976555703814283e+19,,,,,,,,,
$R_{x}$,,8.54116678875115e-42,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1.1708002252303697e+41,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,7.160410553564019e-128,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.3965679656486463e+127,,,,1.6893035100562391e-93,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,8.803585388413719e-20,8.172646861201343e-60,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.1359008357164192e+19,,1.7315116583644108e-34,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,5.919599373630075e+92,1.2235937964570323e+59,5.775300415502844e+33,,,2.453214666176933e-66,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,4.0762841254262957e+65,,,5.940787512330048e+26,124679.45923899206,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.683278518082846e-27,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,8.020567350096924e-06,,,,,,,,,
$R_{x}$,,2.4285880962799836e+47,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,4.11761879888879e-48,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,5.799819168924498e-104,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.7241916874891757e+103,,3.4813351838469044e-38,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,2.87246113111979e+37,,1882976755484.2131,4909739923.965279,,2.007734826043599e-31,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,5.310740013584751e-13,,5.945531399490533e-42,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,2.0367677626239005e-10,1.6819354449724865e+41,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,6.124836539177e-28,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,4.980737431200412e+30,,,1.6326966337853825e+27,,,17551452.671911504,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,5.6975340941456754e-08,,,,,,,,,
$R_{x}$,,1.1781026514472989e+219,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,8.48822467865173e-220,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1e+160,,,399.78300794750345,1e-160,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,0.002501356936439161,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,1e+160,,,3.248331696897141e-90,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,3.078503346672436e+89,,1.4357156199564715e+22,2.99950503965201e+36,,1.8940289546033069e-31,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,6.965167656463321e-23,,3.955573205047089e+19,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,3.3338833800259786e-37,2.528078607479837e-20,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,2.2216686511996163e-29,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,5.279750331005072e+30,,,4.501121260634605e+28,,,7.20527534054292e-07,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,1387872.0142354055,,,,,,,,,
$R_{x}$,,5.097348132580011e+23,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1.9618044010147924e-24,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,3.766998029509965e-105,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,2.6546337220412254e+104,,3.990421385298054e-77,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,2.5060010045162375e+76,,,,1.97664857053879e-28,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,26155233031103.91,7.354482322555634e-29,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,3.823326669698549e-14,,3.679014995457498e-52,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,5.059068237544231e+27,1.3597150093529718e+28,2.7181188476663076e+51,,,4.7092004956384976e-27,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,2.1235027069375496e+26,,,52311.42208426641,1.0988117780260748e-24,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.9116283980755474e-05,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,9.100739726292505e+23,,,,,,,,,
$R_{x}$,,2.124026659715315e-133,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,4.7080388347575204e+132,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1.2215470984440277e-130,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,8.186340103249166e+129,,1e+160,,2.1480664572989965e-73,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,4.655349449743801e+72,,,9517552968453.695,,,,,2.9403402944033865e-104,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,2.4465354271128544e-17,4.928692214319128e-10,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,1.0506902386722085e-13,4.087412709899302e+16,,2.255424567436319e+29,5.333915122679018e-21,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,2028935783.6034899,4.433755020841478e-30,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,1.874795486992562e+20,,,,17.15127319649553,5.181802903381015e-46,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,0.05830470942555606,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,3.400966894557714e+103,,,,1.9298302514507478e+45,,,,,,,,,,
$R_{x}$,,2.8837852159426417e-74,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,3.4676646321356615e+73,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1.3184881362003452e-10,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,7584444429.525373,,1e-160,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1e+160,,,,1.1533347132364871e-70,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.747699977320496e+17,1.0024681203908328e-30,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,5.721805876161652e-18,,0.010883228844312703,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,8.670509857401246e+69,9.975379562296e+29,91.88449625614318,,,3.8335590912400766e-54,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,2.6085420263510815e+53,,,1.693110161789801e+30,818111329359.6423,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,5.9062902259289e-31,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,1.2223275294118305e-12,,,,,,,,,
$R_{x}$,,1589148270.027106,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,6.292679033548852e-10,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,5.958014775313978e-111,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.6784114133844216e+110,,,,3.956098670052138e-89,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,9.324869387937234e+64,3.653412696914732e-08,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.0724010797337413e-65,,8.653956893162227e-42,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,2.5277428178676363e+88,27371668.162331875,1.1555407686282011e+41,,,4.618503925662759e-53,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,2.165203312794628e+52,,,13177.225129885395,1.42933981496457e-17,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,7.588851143872786e-05,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,6.99623693071747e+16,,,,,,,,,
$R_{x}$,,1.0125170241994185e+31,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,9.876377148232984e-32,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,3.006324047183937e-117,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,3.326321395515274e+116,,,,3.0366963155143816e-52,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.624257555260607e-16,9.793397185969528e-09,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,6156659064082686.0,,1.8032264800080997e-24,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,3.293052370403431e+51,102109613.34567806,5.5456151020780716e+23,,,,2.1162438661784853e-48,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,4.191200671303501e-25,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,4.725353329934516e+47,,2.3859511353079428e+24,,3.589960551014127e-21,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,2.785545929515884e+20,,,,,,,,
$R_{x}$,,1.6923958004769827e+59,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,5.908783274681734e-60,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1.0340072421754937e-95,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,9.671112147106974e+94,,1.8811460243553266e-42,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,5.315908425252114e+41,,6.809316471934126e-116,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1.4685761839998e+115,,4.494778035517193e+38,24973159120.519836,9.075529711816852e-07,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.2248039660648885e-39,,8.052212353679308e-20,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,4.0042991564424235e-11,1.2418947192110113e+19,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,1101864.058356774,,,,4820723346.170828,,4.445043676841159e-36,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,2.0743774910757217e-10,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,2.249696679495045e+35,,,,,,,,,,
