HahnEcho Time,Normalised - LP1P0/LP1P1,Normalised - LP1P0/LP0P0,
600.0,0.899217882489,0.762106426073,
610.0,0.899315506502,0.763876315207,
620.0,0.89640914037,0.771276097744,
630.0,0.914352917114,0.781675518545,
640.0,0.917452477174,0.779768467475,
650.0,0.928658388118,0.797724373052,
660.0,0.962184468362,0.81857189784,
670.0,0.946080495356,0.820315687748,
680.0,0.96827900881,0.829076702479,
690.0,0.974304068522,0.839500798143,
700.0,0.992528941401,0.853559405534,
710.0,1.01530720714,0.870924601325,
720.0,1.02636212583,0.878944909315,
730.0,1.04742905708,0.895109550902,
740.0,1.0772453648,0.899147841466,
750.0,1.06078576723,0.900585286035,
760.0,1.03074166462,0.894915047433,
770.0,1.05875531504,0.909432227416,
780.0,1.08072409766,0.914470588235,
790.0,1.06901962944,0.909239919449,
800.0,1.10463988566,0.929556290537,
810.0,1.08757558966,0.922526720209,
820.0,1.0458778044,0.901438528149,
830.0,1.06977198856,0.9075529202,
840.0,1.04898602863,0.902023519441,
850.0,1.06480589539,0.88799405527,
860.0,1.06213727277,0.894239505724,
870.0,1.02644225079,0.878034951299,
880.0,1.01004030431,0.865686895734,
890.0,1.01110401415,0.860487968054,
900.0,0.985037467353,0.844444444444,
910.0,0.972141176471,0.836779746835,
920.0,0.969250671709,0.819882573286,
930.0,0.961038961039,0.812787629625,
940.0,0.954043188329,0.814292759102,
950.0,0.954538901437,0.797919135517,
960.0,0.928193499622,0.782949266782,
970.0,0.920014904055,0.775857554334,
980.0,0.875287503194,0.763167423335,
990.0,0.893235753108,0.761387092335,
