config_id,crossover_method,log_file,mutation_method,mutation_probability,num_protected_elite_models,number_generations,number_sites,resources,selection_method,starting_population_size,win_rate,mean_f_score,median_f_score,resources_reqd,cost_per_win,win_per_resourrce,f_value
1.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,1.0,16.0,5.0,576.0,roulette,8.0,1.0,1.0,1.0,1.0,576.0,0.001736111111111111,0.001736111111111111
