ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{x,z}$","$S_{y,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y}$"
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,4411138627525607.0,,,,2.1681699282486444e-12,,,62.86913379545537,,76604.92393276925,,,,,0.9714193584491033,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,0.00409193237644876,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,244.3833152657972,,8.172521910360655e-50,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.223612504155244e+49,,1518022227.792203,,1.4678701521363783e-10,,,,7.832017274783762e-11,0.0003666512939733058,1.6332718372287839e-10,,,,,8.199508356696022,,,
"$S_{y,z}$",,,,6.587518823452213e-10,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,6.019644600183927e-11,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,2.3750886651501512e-05,18769.805170955628,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,6812591689.69798,,16612276411.957035,,9.95882551534348e+18,42103.69131363695,,0.00010932805539020368,505081.6776040653,12.956934275148447,,,,,0.00021591541412953197,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.0041344719408008e-19,,5.3277058067038365e-05,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.8231965494063397e-14,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,12768102583.476612,,,9146.78301402958,,,54848721621682.266,,827.3388160920216,16395.613145406733,,,,,21.048664998907952,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2727.387074414104,,,1.9798777986634915e-06,,,,0.001208694649096186,,0.023969856175231626,,,,,0.007545627887431971,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,3.9208386635740475e-07,,2.7499798151216127e-07,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,6122679502.615602,,,0.07717875068009042,,,,6.099192455514554e-05,41.71906550834099,,2550474.7473808276,2.8190034274764195,0.0001084373997297164,,0.004899760458283576,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.3547352905828863,3636390.3273078273,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,0.00018644870335093424,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,9221.91054463249,,,,5363.405494527883,1.6944783340237862e-06,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,0.1219585317189613,,,4631.443308628628,,,,0.04750895128274796,132.52707593301866,204.09160988868172,,,590152.1311431313,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.383128884617285e-19,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,7.229984212763385e+18,,1.257964350505504e-09,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,794935086.6724937,,496237419329768.56,,2.0766134407563045e-10,,,,0.468058647637895,14197597.821252694,,5.676593139134099e-14,,,,0.19864885911877367,0.0003039861821177462,,
"$S_{y,z}$",,,,2.0151644375199004e-15,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,7.184716896059006e-11,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,4815532734.08362,,13918432896.757904,,4.88643854579473e+44,2678.972672321601,,903459.0048626238,3736347.109061458,,0.0005897792987843333,,,,2445735.6688335673,1022029043438.4337,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.0464802547462717e-45,,3.8135619026137454e-28,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.00037327741724718633,2.6222204478039766e+27,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,2.1364844022145526,,,1.1068570844031334e-06,,,198.39822273009452,,8803.356618534162,,2.640334105535209e-10,,,,0.0005591788273381226,0.09563829711749404,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,0.005040367732328041,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,7.04344504323878e-08,,,2.676410865507601e-07,,,,0.00011359303539909405,,,1.6414812420267243e-07,,,,5.104090775179135,0.04538477125936908,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,17616199989850.582,,,1695.549508199462,,,,3787399473.057577,6092058.65042544,492.09043610333293,,5584.880987675304,,,15.68201325188056,1100.402958371776,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.12398112659292451,0.00017905484507311733,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.00203214678976206,8.065743774722797,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,3289.623209296597,,,9.784457755091568e-13,,,,10.456062373961709,22.033822629293596,,0.0009087580075935651,,,1481.1412202082856,1205.2179215316694,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,0.0006751550671578601,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,5.034008271862726,,,4.0887492983938246e-07,,,,1788.3366663940637,0.1959212804096149,,0.06376732272433717,,,,,0.0008297254646936671,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,0.3211858144897332,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.1134625344170215,,1.6896424167451126e-46,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,5.918412026648671e+45,,1683.2201618366043,,,,3.1286817093655543e-06,0.03938584137720854,,813.3187727567527,,,0.7815440182097034,8.901200973392418e-05,,5159.999674121158,,,
"$S_{y,z}$",,,,0.0005940993475915085,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.9749078934811836e-31,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.64256681568664e+27,1.2926675425768418e-05,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,6.088032404221994e-28,,4.387891618073481e-26,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,319623.4366079967,,5.0635272829726414e+30,77359.41122236042,2.2789988610499304e+25,,6445431835.870997,,8258320.176747882,,,73649.14726309989,120.25818048602908,,18358.129701208392,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,5.713554920399388e-05,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,25.389834646992494,,,,,1.5514864255249175e-10,,,3.954269743495624e-05,,,428710.51719298965,3.7576411488423878,,77.9749779724259,,17502.238342536108,
"$S_{x,y,z}HF_{x,y,z}$",,,,0.0012295302081992887,,,,,1.2109000118639128e-07,25289.11948014926,,,,,3.100155229792998,0.013644643254638026,,2.0526293097295664e-06,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,4.59550090346946e-08,,8.988841582499516e-08,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,1.2795184617889055,,,,,1.3577889726647598e-05,2.332576318741994e-06,,0.3225644930259739,2.7896508950559396,11124904.035987373,,0.1138457032710897,,97.67213068190519,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,21760413.521952115,0.3584677931465498,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,0.016485924798545958,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,11234.439071640025,,,,,0.008315442624846419,0.26612440102431517,,73.28883440467266,,,8.783818547976267,,,62.04913195355209,60.65780429182833,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,0.00019379846185170897,,,,,5.447177987494972e-05,0.012824626899588578,,487180.02576497843,,,0.010238335060558485,0.01611626091318355,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,5.5270747473299405e+17,,,,,,,,,,,,,,,,,,6.106157234492068e-39
$S_{z}$,1e+160,1.8092753322778695e-18,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,1.6376912051187682e+38,,,1.6004550227414296,,2.776381069317319e-13,,,5.697078636676398e-09,,,1.4491777573608799e-16,,,0.025709749255757253,,0.12217476298986753,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,,0.6248223072755232
"$S_{x,y,z}$",,,,,,,2.623626425899297e-09,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.00025509040870282074,4488383300.319825,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,381151824.8666943,,910577550853.2324,3920.178751859682,4.153806991364884,,,26356.362475395923,,,9114.242635767147,,766428.5154044623,,,3601811044785.321
"$S_{x,y,z}HF_{x}$",,,,,,,1.098204100313012e-12,,2.2279737114447062e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,5.1128326582514695e-09,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,0.24074301046698698,,,,195586295.66843453,243444.27207457146,24022.188287525834,,,9028.463251615924,,1874956165.040852,,,175528558.36713305
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,4.107716281341307e-06,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.051287772771902385,,1261.9148720252256,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,3.794150277503262e-05,,,4.16281809146953e-05,,,,19.49782464618628,176377.92867298174,6964.988757471532,,0.009974625744893077,,,6900464728503117.0
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,5.669643631284938e-06,0.0007924464812710521,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,5.000637851945901e-07,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,0.00010971838692067362,,,0.00011076082076548508,,,0.00014357524969832477,,,,1999744.8917658965,3.825238134235487e-05,,,38.89575079290466
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,1.304753124265316e-06,,,5.333458022354415e-10,,,100.25438804177605,,,26142.163308738953,,,,,8.184996438936691
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,283015454981.6235,,5.0227073469478504e-23,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.533375942543248e-12,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.9909581246211174e+22,,,,,2.684944117088321e-17,,,,7.146017023077387e-19,2.0021162987374347e-19,,,9.112124519185608e-24,,,1.0243990037958467e-20,,,7.072929100950824e+26
"$S_{x,y}$",,,,,1.4138414025181853e-27,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,1.3924415532468534e-15,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,3.9510045374297375e-12,1.2343877130968686e+17,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,3.724472303298613e+16,718162997698704.1,,2.081004802823758e+16,253100190224.16357,,19007.085187253964,5668834.447664578,,,16060.819450209574,,,69554472.84889975,,,
"$S_{x,y,z}HF_{x}$",,,,,,,4.805370937361987e-17,,8.101182386943647e-18,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,0.00028043817803823594,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,1.399380937339772e+18,,5.261195970598343e-05,,,3565.8482985282285,,1600155.9258268778,,,271.92224538403127,,,0.16305492144378408,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,4.994714845639164e+18,,1.7640310530006315e-07,,,,6.249390974090552e-07,,,,0.2043206661870215,,,0.26267019248621853,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,1.0974389099869045e+23,,6.226332368034629e-05,,,,0.003677521854042197,4.8942675190999365,11.169591633926448,1309.5404966271317,,7436148.706276412,,0.003203383082845824,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,11.783681943016749,0.08952878787104501,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.08486311874639663,,0.0007636266328346562,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,0.44214298774536775,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,1.344782143955727e-07,,,,2.261711771341955,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,9.761821285403073e+19,,1.4377220601936004e-08,,,,6.132902896431536,3.8070554962282857,,,312.1699697282597,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,0.015338201510235678,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,65.19669201976957,,,5.1265438326328696e-18,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,,0.37907331601998173,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,1.9506319123510237e+17,2.638012114646677,,,7.234168110296909e-20,,,,9.211165156678575e-08,2.521247204007588e-06,6.245650297571538,,,,,2.9518738424310924e-10,,,
"$S_{x,y,z}$",,,,,,,4.687160958453369e-10,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,8.501889391499264e-05,3.943666729197366e+19,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1.3823289488899609e+19,2133487646.0695982,,80.96041824425049,11762.091388766647,,0.004675651535555225,2.489833398872944e-05,12133966.808523333,,,,,1.3699210867212406,,,
"$S_{x,y,z}HF_{x}$",,,,,,,0.012351714846421464,,2.5357112268042104e-20,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,0.9288576890009809,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,10856389.859375693,,213.8739365830974,,,1.0765911848945722,,73.91151819595547,790070.0603633345,,,,,3.9931446966328694e-06,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,396629.0962704784,,40163.32982169262,,,,0.013529690965740727,,0.011664621015275474,,,,,0.3306907395882379,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,0.16011142993209604,,8.241327966197866e-08,,,,1.2657105365315624e-06,85.72931762553144,,181963.7086295814,11703.848212004285,,0.22582743040692593,1.7376783112359975e-11,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,5.4956013346357596e-06,,272.41788565648307,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,8.544198300302033e-05,0.003670830927969952,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,0.5489140120608221,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,4.428160025547237,,,1.821778963604222,,6.190931987254486e-06,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,3387678652.2029138,,0.7299690541981457,,,,250429.19202082203,3.0239733995731406,57548050955.916435,,,,161526.56854553387,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.4357104541974567e+67,,1.0862496948507129e-51,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,6.965192717489731e-68,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,9.47941841495657e-09,,,,,,,,,,,,,,,,
"$S_{y,z}$",,9.205986475673381e+50,,,,,1.1411846109944754e-20,,,,2.5774368649993e-19,,1.4449147670007098e-21,,,2.360667887926271e-17,,4.85524511098866e-08,,,105491703.83936276
"$S_{x,y,z}$",,,,,,,4.907141330130954e-21,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,7.2691240654399444e-12,7.383219332174645e+31,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,8.362330859168744e-47,,1.3544227186129943e-32,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,8.76282408968483e+19,2.0378463401079862e+20,,1.1958388358953366e+46,137568156905.50162,,70.61927229471831,,5884952.512002531,,,245.33433858677398,,2027861.436100421,,,
"$S_{x,y,z}HF_{x,y}$",,,,,3.879823453988936e+18,,0.01416044045068404,,,2816.1746566717134,,91374.08563336842,1879660.8385257497,,,0.007862929411498727,,29981.857838860047,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,0.00035509161252869403,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,1.094402196277426e-05,,4.0861909026858054e-07,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,6.920823448124596e+20,,1.6992490558937747e-07,,,,5.320108710592263e-07,2447266.9628399196,,19.436757608275002,6.70760956835574,10.246389017948006,,4451.477700894397,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.1490844077624413,209.0646650992309,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.05144891036631851,,0.0047832090589070035,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,4.3727450364856966e-07,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,4.236089308091746e+16,,0.004076070254822087,,,,127.1790636372244,,0.09759535756922345,,,,2286892.996632805,2.7582424629520625,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,20596282.517987497,,4.93130340267726e-07,,,,3.335350348782861e-05,,0.00022464450395855712,,,0.36254970816805226,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.5799281686987227e-20,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,6.329401676682749e+19,,1.8394528222414233e-09,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,0.003204195292775192,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,543639928.0855014,,312.0908398607277,,4.874260386757109e-09,,,,2.8180993072676164e-12,,,,0.014571300444127314,1.5724987574904794e-12,,0.00011270957161776824,,,
"$S_{x,y,z}$",,,,,,,4.9361835491642013e-29,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.04593301693217965,4.0105958418857145e+21,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,205159330.98627695,,2.0258565955662665e+28,,2.905515729355982e+16,21.770832111387445,,0.02095462576776529,,,,9984.362697175415,3.6203200558505926,,15009526230067.936,,,
"$S_{x,y,z}HF_{x}$",,,,,,,3.4417297758758086e-17,,2.4933950949538135e-22,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,354849098972.8761,,,47.722159826796336,,,45.63018687441121,,990648531.5706842,,,19260802.580109693,3.2191685599223483,,3212997185.9681864,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,0.021915316778174022,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,1.0094397438963433e-09,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,68.62805443031209,,,0.00010015661793645586,,,,5.191891645432694e-08,,544.6565578505382,19645.548368708587,,11860.629552300968,,4541.587487330647,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.016299109941557463,,5.09021169189046e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,61.35304342296159,0.001836019387972585,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,0.009390468476168347,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,635930550174.7301,,,0.2762186725408316,,,,0.31063921673741796,,,,8.431255656290179e-05,,,1.9655865075783774,106.49095969363569,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,8872.3609330297,,,6.662435473790926e-14,,,,3.11235877942005e-10,,,,0.00022018732498044595,0.5087540009785732,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,6.882120055131863e-123,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.453040621188117e+122,,1.911510390555218e-12,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,9.923407214515454e-25,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,523146515415.7701,,1.0077183958925428e+24,563.2983697526312,8.797257341229814e-09,,,,,,,,0.3635483144082176,0.0007298076302772982,,,,,
"$S_{x,y,z}$",,,,0.0017752581113258743,,,2.238831685844231e-15,,,,,,,,0.007406398350015384,13.128729888520567,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.5565096589421619e-06,,1.987627766817314e-06,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,113671791.24263345,,446661536158719.56,,642463.0867241916,2.3671206791992643,87985897636.43166,,,,,132084.40270865968,353599847.7439333,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.42245416923072726,503112.31141696544,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,1.1365457725192742e-11,,,,11.288879081907677,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,0.0885827541197308,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,4.821521086198782e-08,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2693.012213628544,,0.0019157512676676322,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,2.7506660335581414,,135.01839257645693,7.570916622197349e-06,,,,,20740342.76988687,278.60709828248906,521.9884318372233,,6.265746345415993e-05,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.0003713314016695853,0.0035892839994552707,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,0.02360433987554386,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,1370.224095382559,,0.07616883038125226,2.828055516370501e-09,,,,,,,,15959.790659760714,,,31576144.4205285,42.36509071097076,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,3.1669477650028516e-08,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.1173025166113744e-13,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4722990655111.697,,5.696811175874473e-41,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.7553679929482616e+40,,221617975471098.1,,4.81291858710649e-10,,,,1.9779422929478444e-11,5.80469434782009e-08,0.00027456199767296886,,,,,2.681351435867145e-05,,,
"$S_{y,z}$",,,,4.512269358450182e-15,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,2.9061026833375975e-14,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,2077741357.767692,,34410346397379.227,,7.796307478835523e+23,1382303.9290320806,,1.5672232246402684e-05,3.9326823833713715e-07,39308.25260692869,,,,,9600612.74584722,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.2826584927732514e-24,,1.037935303094406e-17,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,7.23429904956012e-07,9.634511871970158e+16,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,50557592279.886024,,,63807.119769395606,,,512611.42957260535,,4.925121307765989,3.3714851979567766e-08,,,,,479071194.3242041,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.950795363329607e-06,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,17227435.935115904,,,2542793.7029146245,,,,0.2030406841803446,,3.212249858339555e-07,,,,,131.24079088735672,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.5794682556856763e-06,,101.49658690507333,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.7572908013443286e-07,0.009852548055978174,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,3642.164642140684,,,2.5439950485708808e-05,,,,29660518.770956807,3113082.867460722,,387676.8003621658,3626748.3992346614,,2999432.6959268753,6363213703.032906,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,0.048249035159507236,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,3.3339637904126506e-07,,,20.725803048580858,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,37294.626382184826,,,1.0416001837305163e-07,,,,2.087372423655398e-09,0.007619582244504262,1.5715329496530486e-10,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.1894612666519164e-26,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.135325738097874e+25,,2.4647021298338048e-30,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,4.057285413501185e+29,,156269.19708277634,,2.624006183471419e-11,,,,2.171629186453072e-09,9.705997592119873e-05,40.02137530694269,,,,7.418684058312674e-10,,,,
"$S_{y,z}$",,,,6.399213784085014e-06,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,2.0401589113807862e-10,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,5.225053057629153e-09,4.732413190680848e+31,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.4334120648734747e-21,,2.1130868326739046e-32,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,38109666291.908424,,4901578962.4113,,4.109456077887881e+20,191385616.36994094,,0.04097772420389436,2784393.6766927824,17695.84437397801,,,,2.092923676612253e-05,,,,
"$S_{x,y,z}HF_{x,y}$",,,,460483772.3853319,,,24.40350262069859,,,5788777.643337749,,845.5438588406157,8025724.544658662,,,,1.062486036228995,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.7274804140229686e-07,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,10302.90797529027,,,3.5914461678700885e-07,,,,0.0011826707621898761,,157.40658814405975,,,,0.20707955981964152,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,0.02498664756846888,,,5.651044272691018e-05,,,,1.2459934233171847e-07,0.006352974241998004,,34660.48992146929,419.40097353833323,,1.6964295781697832e-07,,,,
