ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{x,z}$","$S_{y,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y}$"
$S_{y}$,1e+160,,657856.2862090891,,7.262906793662277e-16,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.5200888415348608e-06,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1376859194823504.0,,,,,1.0528022884391244e-15,,,,1.3502549883383264e-07,2.7832722463728365e-09,,1.3323038575159414e-13,,,3.366687578680125e-11,8.85958631019463e-07,,,2.54701049064018
"$S_{x,y}$",,,,,0.3926171500568317,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,3.4686357111948376e-31,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.0010525201373147428,1.0655596821681066e+34,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,949845959665030.2,2.882977871595317e+30,,2.591329362461915e+36,950.1005867225157,,0.0008442859029459448,0.2412801414012601,,2577.407023533504,,,26.99641851034171,4.839763717362197,,,
"$S_{x,y,z}HF_{x}$",,,,,,,3.859023150380009e-37,,9.384739463539841e-35,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,7406008.558654813,,1184.4328994606283,,,2.935343602966182,,1626305.3844963608,,1383208037323.1267,,,1937.2352494715258,235290.4485117981,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,0.34067561936854485,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,359289322.596164,,4.144559905313357,,,,6.148906653898112e-07,,,0.06038787161342281,,,0.11023955160851459,1.706398879516442e-05,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,7505795276045.237,,0.0003879868374957119,,,,7.229570484099155e-13,16.55961657999093,697.1242671714093,,4.234466190162331,,3.203134894271062e-05,0.0007823815004334806,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,10984.983532820954,0.23615727581512805,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.0014344644808557776,9.103336359241671e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,29702785798.498108,,0.03704195056899577,,,,0.0005161995685721691,9.071154457804987,,31219.415760121152,,,,243.62414218894546,1.0399124082851625,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.9616194518238522,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1128720.873625116,,0.20662165725417422,,,,4.250066274789124e-06,58602.94518497219,,1278.1488307762227,,,0.00410468351377278,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.0566024066585674e-36,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.465117109723608e+35,,3.5038674059323413e-14,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,28539892756983.79,,134936351.33115414,,9.030175622142495e-12,,,,3.295633118841159e-20,2.4598347525453383e-08,,19.23715940486604,,,7.766381709629094e-08,0.00019291177404242096,,,
"$S_{y,z}$",,,,7.410901437121634e-09,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,3.2372897934859754e-08,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,110739817456.92122,,30890036.536493722,,1.7041042019309763e+55,55906304884.76765,,1992.5623857307785,957241.4506784258,,43763.85637387734,,,978658.5800019782,111182648.056427,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.788707019827494e-11,8.742924200673046e+51,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,5.868185753352802e-56,,1.1437820768513791e-52,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,3.0343183356272046e+19,,,0.0005018663441412134,,,3166179.617633495,,3.959330153013007,,197.53749855612736,,,8510.077821186733,0.22430025604106504,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,3.158380511423519e-07,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,40653137.32823882,,,1.044668510009956e-06,,,,0.2525679752265698,,,4.085219006399803,,,7.962069996893395,0.0003202111921587447,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,16.645934664340317,0.002275848560237731,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.004315344815864144,0.060074728164243356,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,0.051982726708967746,,,2.2849905900817744e-05,,,,0.005062329974356058,0.24478491812395486,231.7311924469588,,439.39654749942673,,0.0004951599079649594,9.433826716187267e-05,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,12876008.89819975,,,1.0218068082517384e-06,,,,0.0001175077385908734,0.1255954796165037,,2019.549611982653,,,,9.116884130583732e-06,76.1354456003621,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.013134486731042972,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,5183.716779153676,,,8.994209235711706e-09,,,,4.458309667809382,3122.9389368259494,,10600.152303880302,,,109686.59749062451,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.62533597839987e-16,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2162005105510084.2,,8.861174195777633e-18,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,1.2103434776964662e-08,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.1285186115362702e+17,,82621174.7679433,,,,3.8103745376765426e-13,7.91426630886748e-10,,,,0.004228782202057697,,,,0.030155827989653813,0.04586648805581945,,
"$S_{x,y,z}$",,,,,,,,,2.3630401561640756e-42,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,2624413926012.038,,4.231836676120225e+41,12.455583172810817,1681.1628328385734,,125776.33813481031,,,,42566072498.38521,,,,32993.41369973413,0.7420031374262633,,
"$S_{x,y,z}HF_{x}$",,,,,,,7.850322680296987e-06,,0.0005948263787818468,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,127383.29884322268,0.08028528139757368,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,1263541004.274215,,,,,7.950621037545029e-06,,,0.004649869193089657,,71.19802190017204,,,,97842.63365182668,15883.94587151201,879.8253601544039,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.0011365891974567614,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,215.05981318488207,,,,1.0011143632007861e-06,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,236.47469938589097,,,,,2.349288861540928e-11,0.014045334031921802,,998886.8772222754,15.912556756638729,,191.6537269369482,,,0.3009519185790722,1.5196932326300912,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.4756770635226294e-08,0.005217743562737959,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.06284345220530317,67765504.03330606,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,21.802410482856274,,,,,1.3477031963350359,6.295664868724517e-05,,,,0.6580275403801908,,,151.8719577497338,548.158661199908,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,0.006584494035744744,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,33.16108582205373,,,,,3.030907953632147e-05,1.0220493487108117e-05,,,,3.3227899151513784,,,,,0.0018242893358850166,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,24975880.767098963,,1.8866863355104878e-24,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.0038628039789187e-08,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,5.3002981003168515e+23,,,,,2.848295295134525e-10,,,,1.144082254507716e-10,1.6287177039803506e-06,1.3495508069002046e-16,,,,,2.168027888057113e-17,9.764737908151266e-13,,490681.8746154596
"$S_{x,y}$",,,,,2.037980312159861e-06,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,9.620458975445857e-19,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,3510871929.986354,1.0394514467056966e+18,,438953151.58687913,3.977609425529007,,6265920.546047993,216283.08161775357,1584.8443878433527,,,,,0.015053493789317529,918092.5256123058,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.2781474432632625e-09,,0.0003579777054338455,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.2514072884033866,2793.4700536394175,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,2.116199808146726e-12,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,8740630283.00607,,1.5959346957099775e-07,,,472545170900.3583,,7537696.706079903,2.6128312465865724,,,,,2.4399870766091185,0.11689342411877196,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,613979.941125552,,4.62357014945507e-06,,,,1.3266652121906158e-07,,90.79169976916927,,,,,0.045291332616593245,0.00073739362506007,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.55896260836848e-06,3.1416915113431414,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.36721955381505506,,0.31829987011438887,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,7409872936143168.0,,0.0006309767745468022,,,,0.3827265925828197,0.011014222693731047,,2.7231665351449013,390783.3575722198,,,90986534864.4821,0.43522397713992456,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,0.5877277916792389,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,1024093026772.6229,,1.0892148363075578e-06,,,,8.554801157881469,1356.1278074766883,2.2976675287319934,,,1.701467948525675,,0.010334009940531361,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,4.612486792760558e+16,,66.42976135610685,,,,0.4098382362703793,22.079279681729503,1.0990637257363719e-11,,,,,,96.76785737140304,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,89531204516.8779,,,,,,,,,,,,,,,,,,2.0052318986188345e-29
$S_{z}$,1e+160,1.1169290141868759e-11,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,,5.0237913840817806e-11
"$S_{x,y}$",,4.986954380133195e+28,,,19905285143.18025,,,,3.678816571221287e-14,2.908502413916413e-19,,3.10194949222267e-09,,,2.365740935305709e-19,2.861528261660859e-22,,1.1290815946949062e-08,,,
"$S_{x,y,z}$",,,,,,,,,2.560110292927412e-17,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,806.1325936305338,7.628220196420968e-07,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,0.0012404907181538913,,1.3203071205745147e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,3.906081713598866e+16,1310921.7802459125,7573995356.208204,,1267.9986493441438,,909.2302153864305,,,371.7170879091485,605.9127747533086,,952547762.4200642,,,27182654547737.39
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,0.0007886443731759787,,,2091.25783370951,,,0.1366960232569166,0.13233301906665743,,0.0003109181019813098,,5.68397327613403,3.438195530508295e+18
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.17593326910927223,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,0.0010998314652081724,0.0004781811137205317,,,,,1.2627541786577845,117.83698189369711,,5.880211484184668e-05,,,322377911.8606668
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,0.0026902179978457444,7.315501769356715,,0.7919197710063625,9.670169725679065,568.3683869477914,,9.620526792779328,,30438.00438320375,,,4.227005523201029e+18
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3.829907240940198,0.10341080129591804,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.26110292941572955,,0.0017594222742931286,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,0.23075942140033917,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,0.0016504025689293978,7.556693008691129,,0.008486300174440298,,,0.10394441193704158,,,889.4454392839442,4.333517539312613,,3.494636112451289e+21
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,1.0498161241378359e-09,3216.2810515938145,,17006.19106454905,,,3.285366502384165e-05,0.0011242960566586959,,,,,88567558.3322403
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.0212176573011343e-17,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,9.79223178183965e+16,,3.2217413185764242e-21,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,3.1039115221139646e+20,,2.7893672416104736e+17,,4.4345383053729364e-18,,,,3.4820372788439172e-12,1.1935050702287469e-08,,6.3169576969475085e-09,,,,4.687801787620269e-11,0.00020060883210802204,,
"$S_{y,z}$",,,,3.5850424608221844e-18,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,1.0579189571128665e-18,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,2.2550261856761702e+17,,9.452519905013033e+17,,3.621397044339868e+67,2121946.12229503,,4302.496017812332,54281.18338449082,,0.06817376450643,,,,5046831.357912708,11192154539.353542,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.7613652625109673e-68,,2.0565999916935098e-23,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,4.712654998603035e-07,4.86239426256415e+22,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,287188194703.0772,,,0.0002324232249977688,,,20163583.89262807,,2418248.0783646787,,115059228.017082,,,,13129.537423684817,1052.3211261125905,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,4.959435809254158e-08,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,83786824.61804207,,,1.8422590254097505e-05,,,,4.135225037276747e-07,,,142.77045810618003,,,,37.8452394492319,0.6941308286352263,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,137.86874819105162,4.894351518888415e-07,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,158304052.0412574,,,14.668399306388341,,,,8.691175990260749e-09,0.007004250131748464,297600.3927860347,,2043171.5951352753,,,0.00047408129777301984,0.027869409366224045,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3.3602106188044198e-06,0.007253275402299656,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,0.009759628007467555,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,4984.8253912446335,,,8.934830165933e-11,,,,0.0009502802663423935,1.4406506075607706,,35.881635913387406,,,102.46292166410979,1.9267703016434e-05,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,21331959952.76164,,,1.981441282820246e-07,,,,7.616414560013867e-05,0.026423402640679973,,2109.3428589093573,,,,,51900.32247990692,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,5.730029962074848e-94,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.7451915725025272e+93,,8.640931787132267e-27,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.1572825994172993e+26,,6117782162.60349,1445412713.3318632,,,,,4.4180006949609556e-06,0.6840882647487305,,,1.4069217088911312e-09,,,2.855612602599216e-05,147447.80607560478,,
"$S_{y,z}$",,,,1.6345792861222748e-10,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,6.918439216539549e-10,,,1614.1143396616658,,,,2.6172142994270245e-15,7.259575594473708e-07,,,2.4816846650372534e-09,,,4.386523634066562e-08,0.7835642480330471,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.07490532985400772,6.426299400455013e+18,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,0.0006195347971504979,,4.4230719032702084e+26,13.350184852653662,,8.989552240134186e-07,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.260872131110163e-27,,1.5561055246339676e-19,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.7961998464634817e-06,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,226346.72763645582,,382085639765504.0,1112402.4570828604,,,556730.9238829348,,5.157163422069258e-05,,,2.7463253987317444e-06,,,83.54577612351922,0.002156087556851493,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.461799670496183,,1377490.9937727512,,,,,19390.504394734897,,,,0.20012538289854745,,,160.004886072736,2.2109232642114757e-06,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,710771604.1912186,,402952080.93450046,,,,,364122.9114589993,4.996867391414036,35841.484115342006,30017.313625553852,,,,2224.5755966022443,0.7979591364507268,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.1690086237010653e-05,,3.331410706748576e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,46104.01217740022,2.790063036401856e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,6.782060897448985e-06,,1.27621953465879,,,,,463.8030569872993,452299.73205634946,,,1.2531970051097334,122.33145008695934,,12154.510556111303,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,0.008174512762573726,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,35018.75566348835,,22797095.91061617,,,,,0.01196948602789372,0.006249809143612113,,,0.0004495239458381961,,,,8.227398342232701e-05,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,0.9339888234769369,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.0706766235995469,,1.0010548263365309e-49,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,9.989462851496445e+48,,20508868193.361973,470820818798.51483,2.547656967133877e-10,,,,,4.910190902644611e-17,,1.0233959041576052e-12,,,,,4.496309915191113e-16,1.5460076273090847e-10,
"$S_{y,z}$",,,,4.875939474435094e-11,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,2.1239502589369238e-12,,,0.08022023060070961,,,,,2.687346064393005e-15,,4.141841921356416e-08,,,,,5.369997022228105e-18,2.815194181510913e-16,
"$S_{x,y,z}HF_{z}$",,,,,,,4.4759512731064755e-07,31440.15976312329,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.2013873501320058e-08,,3.180645415081247e-05,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,3925175221.39177,,12.465683438102136,,83237100.83097863,2234161.9445422674,,,0.0017032817119868057,,0.003375454571241082,,,,,3.358946374615938e-05,800.4361580025185,
"$S_{x,y,z}HF_{x,z}$",,,,6468273392.289516,,3552152837511551.5,0.0012493188744690036,,,68961.94269920529,,3.391248802284665e-05,,27.011023070135494,,,,,0.0015397956587249425,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,1.450075158644746e-05,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.0365806947778824e+16,,372114337356797.2,587.1019414830342,,,,,,,0.392464443969173,,,,,0.0005010236881575642,29487.662460103358,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,27999194.855501607,1.689263498814855e-05,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,977138950759.3708,,24143847.56800445,296.2563941816943,,,,,2.5480015205620696,1087.8696233593887,,59197.3958296959,,,,0.019561868945854995,0.037021922398253825,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.0009192277994783571,3.5715312713840715e-08,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,2224045981842636.2,,1.8621984255497456e+17,29771.240397201636,,,,,1995.913613740186,,51.11985990540501,,,30580708.467462942,8698191607.621462,,649.4368225638909,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,3.270035424666414e-08,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.1496642579404526e-10,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.0630716463743755e-118,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.847141405667571e+117,,,2.2299571811540688e-25,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,,0.045562030512601936,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,4.4843910387663605e+24,21.94809995843823,,,,,0.0023168153400305487,,,1.2593442789634325e-08,,,0.003975028630769588,,,2.1148005690373752e-07,78062.81890595799,1514612.517691053,
"$S_{x,y,z}$",,,,,,,,,6.164082469515699e-19,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,431.6269763592011,1.6223014616457075e+18,49726.08233584249,8.116464617516241e+92,,,,5.079825250223549,,,8174295.993822994,,,100469000.76186678,0.0018054018566694052,38.0655451124356,
"$S_{x,y,z}HF_{x}$",,,,,,,2.274290128188997e-98,,1.2320635241135504e-93,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,4.3969763910301705e+97,2.0110170619236606e-05,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,6.602348708463385e-07,,,,0.026270476281011167,74219.20484883554,,62.94165529174954,,,134.35913397357461,,,52721267373.81657,0.0014088040588291803,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,1.3473601637699161e-05,
"$S_{x,y,z}HF_{x,y,z}$",,,,,79406403.53113773,,,,0.19685716550111498,,,,,,27.427135387054285,,,6.770732257183404e-05,0.08158762853269186,0.01588772960235574,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,251.57051505472916,,,,1.223346941138004e-07,,,0.03646024223411986,37991200.15717545,7831.531094140668,,,,55.954710401559055,5.918150194988122e-05,0.007442739249842718,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.009492271406026632,,0.0001276889522596893,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,105.34886300923729,2.6321884959223343e-08,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,1.2810195865520774e-05,,,,553.8933043110935,,,12.256760221916535,,,16897.17170150338,383.2836105430727,,4.254238849644598,,709.8219186215814,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,0.002609034074227971,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,4728578.262371022,,,,9.953318858721565e-09,,,14769.451250107411,,,0.017871596382565448,,,,0.23505967467800748,1.8967677558082355e-11,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.3040524173780884e-47,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,7.668403406747924e+46,,2.5167872310063042e-15,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,397331958649584.8,,27287232903.996742,0.000177018027741886,,,4.4279052917641295e-08,2.040637596779052e-06,,9537.637636307185,3.629480693886206e-06,,,,1.3658776064631045e-06,342.88429379022324,,,
"$S_{y,z}$",,,,3.664717501837758e-11,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,5649.142139681517,,,,,3.016827261888656e-08,89.15726692630639,,0.018418496908374396,1.0943160611757213e-07,,,,2.250121285609512e-06,1.4821565911210618e-09,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,12325.97358393255,0.1752243621812221,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,8.112949400634317e-05,,5.0945719479604116e-23,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,22584042.207496904,,33147406.635869484,5.706968982804863,1.96287344690528e+22,,0.08023456601553734,,48785425.53596829,0.1392168736866451,,,,0.17408217008935367,0.013497125939508137,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.4691189721203082,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,490042.91677189653,,0.011216135649677973,,,12.463456209214755,,,2901.369182231999,2.252090892455704,,,,2.40176033114007e-05,3.3016443251253333,,2.1316554209697247,
"$S_{x,y,z}HF_{x,y,z}$",,,,0.00010484776609600607,,54.293246890593274,,,2.049792512853505e-08,0.0003446648589652105,,,0.18316784380162246,,,,0.00023447880869929385,2.752045023702437e-06,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,275521.50964309624,,9138127.781160507,,,7.183037325280267,0.4440318121039908,,5.459473558486811,,53.631235843974046,430897.16721311153,,0.0063476725897675884,0.00029263556655778535,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.018645850394147855,,25457.240843702228,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.3207393227197144e-06,3.9281554750556804e-05,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,0.21987842837435048,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,732130.0204851205,,444420.48808454355,,,5.744413683990242,41636.127761562246,,4264.777723612733,157.53805601315895,,,4.547967744691471,,7.685317962730446e-07,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,0.0029164357134765714,,674692543.278189,,,74.08984731133376,0.3028793841874652,,363366.14822335273,3417.219621534058,,,,1301182.338648119,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.9784534763063678e-126,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,5.054452945069646e+125,,3.540247328091325e-17,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,2.8246614073122852e+16,,17791381818.21108,4.9718471253042776e-11,2.3621452083243005e-09,,,3.405314711572308e-05,,9.873298490765589e-07,30.25213190073348,,,,3.592726540996338e-13,3.138486864533864e-05,,,
"$S_{y,z}$",,,,5.6206988879099326e-11,,,,,,,,,,,,,,,,,
