,ChampLatex,ExpVal,RunIdx,time
44,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7370195407805249,0.0,0.44
45,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.80283863252348,0.0,0.45
46,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.8621878067601074,0.0,0.46
47,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.9091273431284508,0.0,0.47
48,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.939047769757258,0.0,0.48
49,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.9493057616215149,0.0,0.49
50,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.939560490200679,0.0,0.5
51,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.9117656226868178,0.0,0.51
52,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.8698250384445508,0.0,0.52
53,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.8189710263355039,0.0,0.53
54,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7649645770417074,0.0,0.54
55,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7132423444108691,0.0,0.55
56,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6681403985468155,0.0,0.56
57,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6323105333377647,0.0,0.57
58,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6064131754997503,0.0,0.58
59,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5891270342560191,0.0,0.59
60,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5774664693343191,0.0,0.6
61,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.567350760171511,0.0,0.61
62,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5543321505284942,0.0,0.62
63,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.534367252833369,0.0,0.63
64,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.50451224729279,0.0,0.64
65,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.46343657424870477,0.0,0.65
66,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.4116799253478107,0.0,0.66
67,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.3516183273385296,0.0,0.67
68,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.2871504366253206,0.0,0.68
69,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.22315773796035032,0.0,0.69
70,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.16482565039341934,0.0,0.7
71,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.11693164150938096,0.0,0.71
72,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.08320870069917785,0.0,0.72
73,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.06587796429810067,0.0,0.73
74,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.06541557995604053,0.0,0.74
75,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.08058085800111847,0.0,0.75
76,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.10869155507454997,0.0,0.76
77,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.14609430410292146,0.0,0.77
78,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.18874960686478404,0.0,0.78
79,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.23283571973276684,0.0,0.79
80,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.27527623896031983,0.0,0.8
81,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.3141117665017238,0.0,0.81
82,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.34866385644746156,0.0,0.82
83,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.37947475778775486,0.0,0.83
84,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.40804343147722866,0.0,0.84
85,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.4364109318789444,0.0,0.85
86,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.4666713251476975,0.0,0.86
87,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5004943270734605,0.0,0.87
88,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5387414191530908,0.0,0.88
89,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5812393516871296,0.0,0.89
90,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6267468456416341,0.0,0.9
91,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6731167664092164,0.0,0.91
92,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7176226923159361,0.0,0.92
93,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7573911658047727,0.0,0.93
94,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7898635184990093,0.0,0.94
95,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.813206791195364,0.0,0.95
96,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.8266025381448376,0.0,0.96
97,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.8303635628973707,0.0,0.97
98,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.8258582560346757,0.0,0.98
99,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.815255199446001,0.0,0.99
100,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.8011315316705159,0.0,1.0
101,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.786012069915841,0.0,1.01
102,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7719184140507632,0.0,1.02
103,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7600061441769754,0.0,1.03
104,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.750353907037381,0.0,1.04
105,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7419430005658174,0.0,1.05
106,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7328341560069238,0.0,1.06
107,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7205148640395026,0.0,1.07
108,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7023613456922787,0.0,1.08
109,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.676139037871205,0.0,1.09
110,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6404576996610856,0.0,1.1
111,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5951033695837679,0.0,1.11
112,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5411885553512004,0.0,1.12
113,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.48109119829477387,0.0,1.13
114,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.41818742545529886,0.0,1.14
115,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.35641725815080894,0.0,1.15
116,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.29975064829466525,0.0,1.16
117,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.2516387343715405,0.0,1.17
118,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.21453901316319202,0.0,1.18
119,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.18959238617354834,0.0,1.19
120,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.17650630789128718,0.0,1.2
121,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.17366523259286626,0.0,1.21
122,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.1784524986518512,0.0,1.22
123,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.18773271389090396,0.0,1.23
124,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.1984163927931878,0.0,1.24
125,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.20801365437799613,0.0,1.25
126,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.2150838875097425,0.0,1.26
127,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.21950369528815827,0.0,1.27
128,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.22250392434712873,0.0,1.28
129,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.2264637837297584,0.0,1.29
130,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.23449008157246198,0.0,1.3
131,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.24984600395100853,0.0,1.31
132,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.27532063445455535,0.0,1.32
133,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.3126430019818205,0.0,1.33
134,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.36204047579793586,0.0,1.34
135,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.42202104249474326,0.0,1.35
136,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.48942526585365764,0.0,1.36
137,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5597516325026031,0.0,1.37
138,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6277150587123389,0.0,1.38
139,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6879595496927036,0.0,1.39
140,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7358186733399275,0.0,1.4
141,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7680062698272727,0.0,1.41
142,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7831268566767513,0.0,1.42
143,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7819198565243273,0.0,1.43
144,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7671906285509622,0.0,1.44
145,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7434285742619695,0.0,1.45
146,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.716161114615155,0.0,1.46
147,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6911345505844999,0.0,1.47
148,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6734420012606898,0.0,1.48
149,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6667299323166722,0.0,1.49
150,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6726060929118736,0.0,1.5
151,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6903438844574084,0.0,1.51
152,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7169351805542604,0.0,1.52
153,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7474917199663954,0.0,1.53
154,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7759422089168553,0.0,1.54
155,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7959263074723477,0.0,1.55
156,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.8017549086458864,0.0,1.56
157,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7892936575809311,0.0,1.57
158,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7566357304675532,0.0,1.58
159,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7044594603924637,0.0,1.59
160,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6360122668495729,0.0,1.6
161,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5567177681055657,0.0,1.61
162,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.4734596265644584,0.0,1.62
163,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.3936449890196023,0.0,1.63
164,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.32418473972175,0.0,1.64
165,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.2705417744331913,0.0,1.65
166,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.23598975825090207,0.0,1.66
167,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.22119441722658528,0.0,1.67
168,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.2241817158614554,0.0,1.68
169,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.24069935285803967,0.0,1.69
170,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.26491856143824455,0.0,1.7
171,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.29037124583428797,0.0,1.71
172,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.31098099054292505,0.0,1.72
173,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.32203113764336067,0.0,1.73
174,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.3209214704021712,0.0,1.74
175,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.307596020613804,0.0,1.75
176,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.2845736333875649,0.0,1.76
177,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.25657287987355526,0.0,1.77
178,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.22978469762185316,0.0,1.78
179,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.21090039533911953,0.0,1.79
180,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.20604108287111444,0.0,1.8
181,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.2197512104131235,0.0,1.81
182,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.2542110124963757,0.0,1.82
183,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.30879123461958713,0.0,1.83
184,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.3800231272712924,0.0,1.84
185,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.46199478407775274,0.0,1.85
186,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.547120735407237,0.0,1.86
187,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6271749512057603,0.0,1.87
188,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6944366708305824,0.0,1.88
189,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7427800169441414,0.0,1.89
190,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7685451005946792,0.0,1.9
191,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7710594412266524,0.0,1.91
192,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7527294923930546,0.0,1.92
193,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7186853563126727,0.0,1.93
194,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6760279742519297,0.0,1.94
195,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6327873018333778,0.0,1.95
196,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.596743333049808,0.0,1.96
197,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5742827852696466,0.0,1.97
198,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5694595977540597,0.0,1.98
199,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5833977521107189,0.0,1.99
200,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6141246590080387,0.0,2.0
201,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6568599273009925,0.0,2.01
202,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7047171722541085,0.0,2.02
203,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7497156253160426,0.0,2.03
204,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7839527406152021,0.0,2.04
205,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.8007655217341053,0.0,2.05
206,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7957103790128938,0.0,2.06
207,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7672186136137187,0.0,2.07
208,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7168329884618418,0.0,2.08
209,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6489930287164767,0.0,2.09
210,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.570403393310791,0.0,2.1
211,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.489080928299393,0.0,2.11
212,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.41322275488166194,0.0,2.12
213,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.3500630717132268,0.0,2.13
214,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.3048866071038444,0.0,2.14
215,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.28034195368143466,0.0,2.15
216,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.2761522006813568,0.0,2.16
217,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.2892603292718645,0.0,2.17
218,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.3143818093804793,0.0,2.18
219,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.3448764896107094,0.0,2.19
220,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.3738051951749293,0.0,2.2
221,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.3950103197641328,0.0,2.21
222,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.40405786111176756,0.0,2.22
223,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.39890087801485374,0.0,2.23
224,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.3801676515268151,0.0,2.24
225,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.35103523560889993,0.0,2.25
226,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.3167118398433285,0.0,2.26
227,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.28361012465425883,0.0,2.27
228,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.2583392348267515,0.0,2.28
229,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.24666949378626013,0.0,2.29
230,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.25262639057988223,0.0,2.3
231,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.27784962995691276,0.0,2.31
232,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.321311949990956,0.0,2.32
233,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.37943751788867375,0.0,2.33
234,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.44659938913364317,0.0,2.34
235,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.515918887165046,0.0,2.35
236,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5802453076514206,0.0,2.36
237,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6331686253711678,0.0,2.37
238,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.669914540998017,0.0,2.38
239,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6879904927558744,0.0,2.39
240,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6874900030958291,0.0,2.4
241,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6710148667343847,0.0,2.41
242,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.643232202484916,0.0,2.42
243,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6101375665700777,0.0,2.43
244,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5781380571411497,0.0,2.44
245,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5530943627824919,0.0,2.45
246,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5394645172012035,0.0,2.46
247,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5396744681678496,0.0,2.47
248,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5538044486376011,0.0,2.48
249,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5796312960835575,0.0,2.49
250,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6130128815690021,0.0,2.5
251,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6485499186311842,0.0,2.51
252,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6804202541359159,0.0,2.52
253,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7032571731009561,0.0,2.53
254,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7129395289162093,0.0,2.54
255,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.7071778163518363,0.0,2.55
256,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6858137637729569,0.0,2.56
257,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.650796200091511,0.0,2.57
258,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.6058457338734473,0.0,2.58
259,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5558674844180869,0.0,2.59
260,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5062076680993766,0.0,2.6
261,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.46187090352633575,0.0,2.61
262,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.4268177803937482,0.0,2.62
263,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.4034465483556199,0.0,2.63
264,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.392331562023277,0.0,2.64
265,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.39224954131441714,0.0,2.65
266,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.40047943934734187,0.0,2.66
267,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.41331984883910033,0.0,2.67
268,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.426735837827632,0.0,2.68
269,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.43702963634287695,0.0,2.69
270,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.441429073739665,0.0,2.7
271,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.4385037693845947,0.0,2.71
272,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.42834888852491115,0.0,2.72
273,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.4125147826330309,0.0,2.73
274,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.39370176869727247,0.0,2.74
275,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.375276142096883,0.0,2.75
276,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.36069052137437563,0.0,2.76
277,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.35290472306536746,0.0,2.77
278,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.3539007812952548,0.0,2.78
279,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.3643682101578066,0.0,2.79
280,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.3836062732296337,0.0,2.8
281,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.4096538197731807,0.0,2.81
282,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.4396201268917994,0.0,2.82
283,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.4701581479546857,0.0,2.83
284,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.4979996866246841,0.0,2.84
285,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5204636483074759,0.0,2.85
286,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5358547867562133,0.0,2.86
287,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5436899982807826,0.0,2.87
288,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5447188064218743,0.0,2.88
289,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5407392437588376,0.0,2.89
290,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5342441491141976,0.0,2.9
291,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5279604261329702,0.0,2.91
292,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5243606120151495,0.0,2.92
293,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5252295444919269,0.0,2.93
294,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5313585683635579,0.0,2.94
295,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.5424174339363814,0.0,2.95
296,"$\hat{S}_{x,y,z}\hat{A}_{z}$",0.557023600547663,0.0,2.96
