ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,y}$","$S_{x,y,z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,z}$","$S_{x,y,z}HF_{x,y}$"
$S_{x}$,,9.999999999999992e-161,9.999999999999992e-161,,,,,,,,,,,,,,,,,,
$S_{y}$,1.0000000000000006e+160,,4.679201965938408e+78,2.7312200614514894e-116,,,,,,,,,,,,,,,,,
$S_{z}$,1.0000000000000006e+160,2.1371165580784063e-79,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,3.661367365134818e+115,,,4.253670323448749e+118,,,6.593229852860056e-112,,,,6.092111544778371e-97,,1.165559962405659e-102,,,,2.4928776599799294e-123,,,
"$S_{x,y}$",,,,2.3509109168320073e-119,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,5.0195576117934003e-95,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,0.039487623706030636,2.753190859477444e+67,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,1.5167073229916488e+111,,1.9922074360706806e+94,25.324390432926396,,1.6439727048742487e+117,,,7.077715051672525e-12,,8.528634409601555e-13,,,,1.607572679161571e+21,,,
"$S_{x,y,z}HF_{x}$",,,,,,,3.632149208100304e-68,6.082826053225089e-118,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,2.019833462229856e+25,8.020703856070834e-20,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,4.950903223952037e-26,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.641466989975114e+96,,,,141288536300.1003,,1.2467733729417085e+19,,,,5294663418307181.0,,,,3.334815352345698e+27,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,3.786632068809441e-09,5160832456683075.0,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,8.579567180190786e+101,,,,1172520654507.3594,,,,1.888694183170045e-16,264086919.94055048,,103930753965325.28,3.075050477170855e+20,,1.1978856798527597e+23,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.937671893814416e-16,9.621791066132678e-15,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,3.2519791379816052e-21,,,542164.2223998603,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,1.8444595911798729e-06,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,4.011428302534715e+122,,,,6.2205585661081885e-22,,,,2.9986667756480233e-28,,8.348042027874621e-24,,,,,,,
$S_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{y}$,1.0000000000000003e+160,,2.9290775108615623e-47,,,,,,,,,,,,,,,,,,
$S_{z}$,1.0000000000000003e+160,3.4140441701928843e+46,,5.008027619861546e-83,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.996794099205959e+82,,8.447286796767995e+20,,6.32916847398701e-82,,,,,6.560699032553771e-88,7.809432817303481e-76,,,,,1.800305595310089e-64,,,
"$S_{y,z}$",,,,1.1838120618594466e-21,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,1.5502537448368806e-84,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,1.5799863822712528e+81,,6.450556906122625e+83,,107628073300558.08,3.762597630694706e+132,,,4.483752968771208e-08,4.580135116628746e-13,,,,,28.555812618380124,,,
"$S_{x,y,z}HF_{y}$",,,,,,,9.291256168894128e-15,,4.643106723485578e+115,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.6577383450256557e-133,2.1537303782871063e-116,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,7.067950598766972e+25,3.699607951007746e-18,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.4148372799527678e-26,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.524227822428774e+87,,,22302745.19949868,,,2.702989109231445e+17,,,3.8543289143821255e-16,,,,,4.517685978255022e+22,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1.2805027245823602e+75,,,2183341701796.911,,,,,2594485375310287.5,,403743980.9760351,49204.90701073023,,1498420719.295731,45628277275564.48,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.4768171096508718e-09,,1.5141424823507575e-09,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,2.0323176299915122e-05,660439827.596321,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,2.530757574646721e-13,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,6.673693089815304e-10,,,3951385980301.1533,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,5.554612520258026e+63,,,0.03501914000361328,,,,,2.213522597217469e-23,2.1916233960810412e-14,,,,,,,,
$S_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{y}$,1.0000000000000003e+160,,0.0017344807374479725,,,,,,,,,,,,,,,,,,
$S_{z}$,1.0000000000000003e+160,576.5414273042603,,,1.856429736640805e-126,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,1.0322536880948279e-08,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,5.38668380635559e+125,96875410.71862316,,,,,3.0024176301134205e-93,9.056125785397303e-103,,,,,5.035579133036696e-111,,,8.38569170163837e-57,,,
"$S_{x,y,z}$",,,,,,,,,1.1044692534028652e-44,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,9.999999999999997e-161,5.585271796981878e-133,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.0000000000000003e+160,,0.13627471999558471,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,3.330649240699481e+92,9.054122574431146e+43,1.7904231635430375e+132,7.3381181779892835,,4.6777724369587785,,,,,1.4901776787875096e-07,,,1996599081.0129008,,,
"$S_{x,y,z}HF_{y,z}$",,,,,1.1042249452988674e+102,,,,0.2137769661685687,,9859280626364596.0,9.029307736088611e+20,,,2.6775414804740523e-11,,,34673889.861965075,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.0142727830729464e-16,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,1.107504616331958e-21,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,3.983546148889291e-05,2.324669277226753e-19,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,25103.261331083722,,4.3052757260745716e-16,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,1.9858689012339124e+110,,,,6710609.17254951,37347694042.930466,,,4.301687168133285e+18,2322731605652053.0,,,6.300821459596999e+28,49657207032.40876,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,3.819830268576973e-06,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,1.5870946453765412e-29,261791.73672356305,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.1925074705580017e+56,,,,5.008516779906994e-10,2.8840144673151676e-08,,,,,2.0138063732568574e-11,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,5.836493197015326e+54,,1e-160,,,,,,,,,,,,,
$S_{z}$,1e+160,1.713357604034185e-55,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,2.1175386393487894e-95,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,4.7224640033370626e+94,,,,,3.9020295110383776e-89,1.2303579212457777e-90,,,,1.1004183690578216e-105,,,,1.1165763759298868e-82
"$S_{x,y,z}$",,,,,,,,,4.946597288245333e-35,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,4.0260489172384536e+67,1.4031574752567575e-16,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.4838247635747054e-68,,2.0364710733030033e-46,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,2.5627689313243758e+88,2.021591695722459e+34,7126783826006518.0,4.910455213970091e+45,,7.886607923818168e-10,,,,12339404241.253105,,,,6058342625711.968
"$S_{x,y,z}HF_{x,y}$",,,,,8.127716193247793e+89,,,,1267972250.7567828,,56350083150021.516,78263540139.31172,,1.7235919413251195e+19,,,,3.2207126887617285e+22
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,1.7746202740068507e-14,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,1.2777341763737834e-11,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,2.932023143767958e-06,144579040.05725414,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,9.087452809936281e+104,,,,8.104118970807353e-11,5.80183729120471e-20,,,341061.42788316973,,2100.993233675864,8.194561756998723e+28,,12663625683.249826
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,6.916631896324628e-09,0.0004759653596077585,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,1.2203215127958866e-29,,,1205.7255734252476,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,0.0008293761217647407,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,8.9559480350567e+81,,,,1.650616450373639e-13,3.1049028480229673e-23,,,,7.896632647020668e-11,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,7.548589058324088e-109,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.3247508802949946e+108,,1.2199092263880184e-139,,,,,,,,,,,,,,
"$S_{x,z}$",,,8.197331230626568e+138,,7.073982163147331e+31,,3.243467726565868e-89,,,,,7.057679754575054e-70,,,2.5906281071847657e-100,,4.488706715889374e-83,
"$S_{y,z}$",,,,1.41363093224861e-32,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,5.9928538114871995e-108,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,3.0831199330562914e+88,,1.6686540861103333e+107,,1.4390179514016382e+158,1838614.4194661016,,,2364546685.2205267,,,2.1747304797640724e+19,,1492.5896527487266,
"$S_{x,y,z}HF_{x}$",,,,,,,6.94918363614558e-159,,6.709335090488804e-125,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,5.438878262960544e-07,1.4904606589371373e+124,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,0.04029304889647498,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,24.8181765189649,,1.865638330650766e-13,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.4168962531230783e+69,,,4.229140436306235e-10,,,,5360095703282.335,,,,4.415540023241015,,1339.0739765605504,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.3434678226996662e+30,8.391277147372342e-05,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,4.267180416618666e-31,,1.0884959982015227e-20,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,3.860067746607982e+99,,,4.598270954975928e-20,,,,,0.22647286509385955,11917.137075053486,9.186988299931823e+19,,,0.35850140968420513,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,7.920098542707193e-12,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,2.227813183828973e+82,,,0.0006699765057049791,,,,,0.0007467847314668369,,,2.7893893105772576,126261055289.62105,,7.330298364442751e+30
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.3642009510154776e-31,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,0.00015093724569324523,,,,,,,,,,,,,,,
$S_{z}$,1e+160,6625.269961745116,,1.5461384910534434e-98,,,,,,,,,,,,,,
"$S_{y,z}$",,,6.467725923559808e+97,,8.027007264770261e+19,,1.491796013841776e-95,,,,,1.7426611107076068e-90,,4.69784205351107e-111,,,,9.975753041176697e-109
"$S_{x,z}$",,,,1.2457943128928023e-20,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,1.1263337770171254e-56,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,6.703329347453684e+94,,8.878362883232574e+55,,6.901798734213939e+103,66895794826701.76,,,3.8624658471930804e-15,,190006725.79622617,,,,5218363.883722978
"$S_{x,y,z}HF_{x}$",,,,,,,1.4488976548138826e-104,,5.565738135459904e-116,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.494862274363538e-14,1.7967068799534328e+115,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,6.134241046115849e-15,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,163019351943007.16,,3.7666029944994074e-07,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,5.738350353121442e+89,,,258901965625590.44,,,,2654912.135577758,,,540632954740.3243,,,,4.836798568887143
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,5.672590612985504e-48,1.8105135137285973e-23,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,2.1286369116062998e+110,,,5.262971591187019e-09,,,,,1.8496837664665075e-12,1.7628629813525298e+47,,18.659719439878813,1.0075370135911147e+23,,0.3257796024747261
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,5.52329486865075e+22,0.05359137382649171,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,9.925193680336856e-24,,,196916454.68691823,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,5.078295775687826e-09,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.0024305893222517e+108,,,1.9163094454167544e-07,,,,,0.20674832448730263,,3.069559887739073,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.3671778965776354e-88,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.2898082553120997e+87,,,2.4388397523252397e-111,,,,,,,,,,,,,
"$S_{x,z}$",,,,,6.90933370501025e-29,,,,,,,,,,,,,
"$S_{y,z}$",,,4.10031039983902e+110,1.4473175601214017e+28,,,,,4.368940503593487e-88,,1.6084936813053038e-107,7.159881635280432e-103,,,,,9.146507427837068e-108,
"$S_{x,y,z}$",,,,,,,,,4.407128590507537e-92,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.5632437511033952e+217,3.1441099886170714e-21,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,6.39695504488128e-218,,1e-160,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,2.2888844542000338e+87,2.2690511054156404e+91,3.180550310327558e+20,1e+160,,,3.5467253150108697,2.665447896681731e+18,,,,,12733468100.71417,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,0.06519533677735792,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,6.216996756794798e+106,,,,0.2819502248363249,15.338520351769944,,500774554.11813366,,,,,33908394.33136437,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1.3966711336015443e+102,,,,3.7517146789660373e-19,,1.996906575576718e-09,,580224.7818001218,,,,143404.60739278048,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,1.723469991918553e-06,,48.60599800959271,1.466837856052167e+16,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.020573592580130615,,0.11330123915968993,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,6.817386092634603e-17,8.826028800890448,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,2.849717941238287e-22,
