ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{x,z}$","$\hat{S}_{y,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}\hat{T}_{xy,xz,yz}$","$\hat{S}_{y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}\hat{T}_{xy,xz}$","$\hat{S}_{y}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{y,z}\hat{A}_{x,z}$","$\hat{S}_{y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y}\hat{A}_{z}$","$\hat{S}_{x,y}\hat{A}_{x,y}\hat{T}_{yz}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,4.660356932493428e-13,1.9289258001665378e+67,,1.277321994051565e+26,2.4261730891371983e+27,6.480798034246972e+25,,0.2792014326314658,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,2.6689022082041892e-05,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,1.5430198483514285e-26,,,,,4.7143656104492817e-07,37468.5890298268,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,4.7397532323818426e-18,,3.5816435129828226,,,2121176.172216095,,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999984e-161,9.999999999999984e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000014e+160,,9.999999999999984e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000014e+160,1.0000000000000014e+160,,1.9939616682425537e-144,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,5.0151415442272995e+143,,1.8376313960031032e+42,2.448531023984908e+34,6.529617797593054e-40,,,,,,,,,,1.6475193891849852e-41,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,5.4417877392333765e-43,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,4.0840813949440217e-35,,,1.8815685666372507e-40,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.457584547266011e-05,1.5664350584065405e-09,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.5314832062124972e+39,,5.3147146361357696e+39,,3.7572102630327057e+22,68606.6548850081,,282388304839128.7,,,,,,0.12656003651156905,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.661549208036152e-23,,638392249.096654,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.3098580340218418e-11,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,3.5412231415521306e-15,,,76344151352.76599,,14376003.563518666,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,6.95603611658566e-08,,,148260145015862.03,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,6.744900997452903e-15,3.0906936596658948e+16,,1.7910977415418995e+19,,3.465972992738093e-05,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.8821852658861755e-11,5.583168225867625e-20,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,3.235519628005127e-17,53129732663.653465,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,4.0218186919357695e-11,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,6.0697312976370585e+40,,,7.9013883652648,,,,,,,28851.927066229317,,24864372976.462624,,137076383.23348933,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,7.295202692185479e-09,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}\hat{T}_{xy,xz}$",,,,6.0697312976370585e+40,,,7.9013883652648,,,,,,,28851.927066229317,,24864372976.462624,,137076383.23348933,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999984e-161,9.999999999999984e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000014e+160,,9.999999999999984e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000014e+160,1.0000000000000014e+160,,1.767018485893852e-48,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,5.659250358629645e+47,,25.082737398577482,2.7193042782787775e+40,2.3678936303638324e-47,,,,,,,,7.870686010157475e-53,,9.842725645823779e-45,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,0.039868056827669585,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3.6774111966350605e-41,,,1.330768510471854e-54,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,6.269462045479417e-30,0.025790192923166616,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.852226299536469e-08,,38.774428829562105,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,4.223162675792778e+46,,7.514454934355387e+53,,25959014.92392408,1.5950331826652464e+29,,4454099030808.406,,,,0.15459469786482338,,6830.015512478571,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.4880475310902426,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,2.245122959959206e-13,,,2.0489807576039034,,6.359740334207272e+24,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.5723912415437445e-25,,,,1.2122677391418117e-42,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,16.368595889434246,,6.615366952463304e-05,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,1.2705372806251636e+52,,,6.468527147511836,,,,,8.24900282100982e+41,1.252350547858426e+16,15116.319429984742,,,18.03280133284974,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,0.06109259503715218,7.984984728996555e-17,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,1.7048964415207646e-14,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,1.0159787400193312e+44,,,0.00014641255179772005,,,,,,,,0.055454501025214216,,,568668348234057.0,58654588961896.24,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.7584942139041154e-15,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999984e-161,9.999999999999984e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000014e+160,,5.0324500666405915e-54,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000014e+160,1.9871036706928485e+53,,5.283591240885525e-72,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.892652089097642e+71,,5.777188587316738e+16,9.979646448147138e+19,4.3533665022405087e-51,,,,1.8377868681100222e-18,,,,,,1.0538827126341546e-27,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.730945744432515e-17,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.0020395063050196e-20,,,7.218396644630179e-26,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.7136475911947626e-37,,4.120742345210058e-20,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,9.885309047276934e-30,2.426747212580272e+19,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,5.441327377795438e+17,,,4.3488788811472965,,,30.272878779113256,,3.51496525669556e+18,,,,,71629.56013087372,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.03303286771292953,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.844978333982469e-19,,,,0.00010528448731619218,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.05939356700105512,,3.466492838224142e-24,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,9498.075409692436,3566924.2551278067,2.884760034618426e+23,,,3.175581708775455e-09,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,16.83684025884883,2.8035358434157966e-07,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,0.0008754768418908581,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,9.488721923339305e+26,,,5.961260612401481e-36,,,,1.3960716751197534e-05,,,,314902934.8659439,,,2.53208381919992e+23,1142.2346681840224,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,3.9493163394408364e-24,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999984e-161,9.999999999999984e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000014e+160,,8290.850749345418,,5.291343232340941e-44,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000014e+160,0.0001206148838319098,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,1.849732611423289e-23,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.8898792916852428e+43,,,,4486162374.074857,5.366741017414195e-37,,,1.226756092467184e-44,,,3.569709982723814e-36,,,,,,,5.406186785183741e+22,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,2.22907669543776e-10,,7.252785839367503e-45,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,5.185763776560544e-08,0.3273296839123445,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,8.151579650921928e+43,,8.828165392675482,,,,9.485401910044174e+17,2.390758159270992e+16,109001707436695.56,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.4604922621658555e-26,,3.0550238769906053,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,1.0542515852080987e-18,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,8.151579650921928e+43,,8.828165392675482,,,,9.485401910044174e+17,2.390758159270992e+16,109001707436695.56,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,4.182773552908954e-17,,,8.466990837782314e-13,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.95520289801664e-11,,369910.3003752685,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,5.364450211372841e-32,2.703358081636319e-06,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,2.801348022219341e+35,,9.700766864660306e-13,,,9.174168217326004e-15,,1181057141975.0364,,25283152995.803482,1.864123928077404e+31,72456587110.09566,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,1.3801367686288195e-11,,,,,9997907888963.613,1.1413976471370738e+18,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,8.761188552545761e-19,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.0002092548820836e-13,,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999984e-161,9.999999999999984e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000014e+160,,8.331704816545001e-17,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000014e+160,1.2002345522541942e+16,,1.6031074382225827e-91,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.75306875148864e-32,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,6.237885098385743e+90,,5.704282842021099e+31,5.865021734730188e+46,2.827334500803002e-41,,,,,,,,1.0216821946199355e-25,,,0.0028237634284885983,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.0615030187936e-39,,2.5680590235318e-13,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,3.5369002136676297e+40,,5.6512879062031955e+56,,4.8508296659454005e+38,1.8611389912796232e+24,21530087957736.86,,,,,3.1820299186665656e+19,,,1596066775232669.5,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,5.373053837921324e-25,3893991496444.346,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,4.644662864187923e-14,,,,3713678.630921068,3358084545941.8687,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,2.692747809877075e-07,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,2.977888097571772e-13,,,,,2.0239065289773167e-24,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.0261398637252105e-32,2.59937873265124e-11,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,4.935493437069171e+31,,0.00861133474383143,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,9.787779460833206e+24,,,3.142648012621614e-20,,,,,4.940939641640968e+23,38470731003.482834,116.12601643622452,,,7820252689002.009,7.810226053283612e+17,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.2787310586604793e-13,,,38.219333653184734,2.4240555978286577e+30,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,4.125317921320566e-31,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,354.1373154390783,,,6.265402021505168e-16,,,,,,,,1.280372671901827e-18,,0.026164768048400348,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999984e-161,9.999999999999984e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000014e+160,,1.1022379326058022e-93,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000014e+160,9.072451332135693e+92,,2.031816907099755e-87,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,4.921703311482989e+86,,7.617329398644084e+96,8.986735655089357e+51,4.23812292097373e-34,,,2.3656349072503157e-34,,,,,2.0476913528968996e-20,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.3127960570774364e-97,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.11275110160126e-52,,,2.1737926619969e-49,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,2.359535149514364e+33,,4.600254741320981e+48,,9.842221731347855e+26,1.75543466900997e+32,0.05681503819525071,,,,,0.006959353961972286,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.016030757379669e-27,,0.00040300026327298835,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,5.6965947958859674e-33,2481.387957115577,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,2.4359122107654834e-28,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,4.227194978122576e+33,,,17.600973822518558,,,,4.105238257686433e+27,4.201524529781784e+48,,,1.4921732214469618e+33,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,2.3800884486373273e-49,,,,,5.773067568793777e-27,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,4.0212436615222025,1.3991784015289895e-07,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.2486792853585649,,2.3168751981344536e-06,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,4.883548482955132e+19,,,143.6914985879809,,,6.701634807722248e-34,,1.732181354338348e+26,7147051.433235556,431615.82497201377,,144087654481.2165,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,1.1439145316659114e-16,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,6.940219851592918e-12,,,2.224263499777076e+24,8741911850212050.0,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,4.495870206476094e-25,,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999984e-161,9.999999999999984e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000014e+160,,9.999999999999984e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000014e+160,1.0000000000000014e+160,,4.110483195547605e-40,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.5404804761721575e-41,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,2.432804009716377e+39,,6.491481167517532e+40,1.6433204822647352e+16,1.0628261758078983e-51,,,,,,,,3.468858107671142e-06,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,6.085240285095542e-17,,,1.947762064866404e-58,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,9.408876284401425e+50,,5.13409732142303e+57,,9.79812766034346e+24,8.431471253417055e+39,1.7022497056743334e+17,,,,,7.811683568553579e+20,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.1860326269804047e-40,2.702262684269478e-35,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.0206031546693956e-25,,3.7006024833234784e+34,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,2.413352463998406e-07,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,5.8745787804607525e-18,,,,4143613.562120201,1.655104630024828,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,0.6041914099321921,,,,,2.3990338604919883e-12,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,288279.3037249257,,,1.2801337781084254e-21,,,,,416834466769.4363,9286165881.86182,17966354.90851685,,,,,22565626.510306656,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1321106555288.712,,5.565959289415772e-08,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,7.569412141638053e-13,1.0768707050056551e-10,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,2.5292564242424963e-13,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,4.4315188835694786e-08,,3953731185241.5137,529087.5046607275,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.890046525746702e-06,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999984e-161,9.999999999999984e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000014e+160,,2.6962167967730253e-34,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000014e+160,3.708900564661018e+33,,1.42547261020665e-48,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,7.015217218765296e+47,,1.8023372153295665e+26,2.1500402318020242e+52,,,,,,9.186797893283575e-63,,,,1.1755500258755554e-11,,3.199768457002922e-23,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,5.5483512824049684e-27,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,4.651075757600424e-53,,,1.0449610910981795e-54,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,6.702415343416299e-07,63347148359.862564,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,9.569734304165058e+53,,3.002301402027607e+32,1491999.4490975372,,2.6925160018049912e-15,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.330778180114258e-33,,1.5786030245895186e-11,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,3.570407978523773e-05,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,371399835443736.2,,,28008.003735569222,,1.0911834179189476e-14,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,1.0885185584969656e+62,,,,,,,91643621372761.66,,2649043475632.087,,,25311406497498.953,,3.9967836029568398,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,3.774947482737672e-13,,1922037.194651167,3.726256009647938e+16,1.5666417470297369e-06,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,5.202812946507476e-07,,9.702583797616958e+24,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2.6836588720979514e-17,1.0306532990167103e-25,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,85066562714.3511,,,,,,,,3.950787958380784e-14,638308.0253644097,,,,,2.9955756700998544,161499.6788510983,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,6.191962777350126e-06,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,3.1252261325704006e+22,,,,,,,,0.2502011865891851,,,,0.3338256516039423,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999984e-161,9.999999999999984e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000014e+160,,2.9177621172847244e-29,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000014e+160,3.4272841986535973e+28,,,4.844766976171013e-77,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,2.0640827617066013e+76,40020323.65042536,,1.2707265350413076e+20,3.7125166037122567e-29,,,,6.074603420025488e-23,,,4.154752013904447e-11,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,,2.4987304169124863e-08,,,,,,,,,,,,,,,,,,,,,,,,
