ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{x,y}$","$S_{y,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,z}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,z}$"
$S_{y}$,1e+160,,4.562228968189103e-35,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.191911030710351e+34,,,,,,,,,,,,,,,,,1e-160,,
"$S_{x,z}$",,,1e+160,,3.3863091231272275e+109,,,,5.543989923352066e-97,,7.462973642823978e-98,,,2.879984874340174e-64,,,,1.538819487577719e-93,,2.1509287911613803e-52,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,2.953067672323159e-110,,
"$S_{x,y,z}$",,,,,,,,,7.890159631448129e-136,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.5378403139846903e-116,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,1.2674014807181587e+135,1e+160,7.995920456792184e+39,,,1.4051595986300855e-30,,,8.701411873405603e-20,,,,2.8131912916347626e-30,1.803755082215895e+96,1.7620855009611252e-05,
"$S_{x,y,z}HF_{z}$",,,,,,,6.502625733675202e+115,,1.2506377538442666e-40,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.067531973118966e-23,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,7.116629320789734e+29,9.367400932061449e+22,,2.0140243728832726e+28,,56416136616.63692,,,,1987848453994.3435,1.3399484546773791e+97,2184224024094563.2,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,4.9651832096172817e-29,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,7.355072376493968e-58,9.154215406049499e-51,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,1.1492387839453172e+19,,1.7725425028574245e-11,,1.3596059274629221e+57,,2568.380594087051,,,3.296508388172359e+21,3.4722404583083356e+63,1.5145842755053673e+30,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.0923929093247653e+50,0.00038935039546016234,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,,2.100974988904379e-08,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,56750.93515351851,,4.578284960557261e-16,,,6.602471821294544e-31,,,47596949.28693474,1.8164322090168372e-29,4.6491543751202305e+51,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,3.5546818411303054e+29,,5.03056456839363e-13,,,3.033512681441764e-22,,,,,6.498488016772626e+92,5.505297665588414e+28,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,6.16940427467927e+51,,1e-160,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.6209020441475074e-52,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,1.520495482303734e-106,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,6.576803493588021e+105,,,,,4.2979784958651763e-141,,1e-160,,,2.238882764292306e-129,,,,1.4393115163051415e-143,,,
"$S_{x,y,z}$",,,,,,,,,6.383139035317122e-101,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,2.32667520547634e+140,1.5666273199864883e+100,2.8678943996447124e+108,4.6584206786729365e+20,,,2.689173700642708e-05,,,26371.90087904121,,,,8.121718284675483e-05,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,5.555131761849137e-158,3.486878736273848e-109,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.8001373196360152e+157,,2.1466502683584904e-21,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.611361537833758e-29,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,1e+160,,,,37186.14382406766,6.2059319185708936e+28,,3.2924303545158998e+38,,66.37519387571004,,,,348613028.3352305,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,3.0372700173548066e-39,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.04541964707961081,1.2524681696525947e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,4.466513459073827e+128,,,,3.791914752700816e-05,,0.01506586936487954,,22.01690379159522,,49.81040619002031,,,20268520.348635588,,3.691333957626835e+46,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,79842.34843088879,0.020076126185061174,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,2.7090477628930156e-47,,,66422.54362664507,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,,1.5055129559941377e-05,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,6.947766266520964e+142,,,,12312.665435427089,,2.8685101207359006e-09,,,4.933759262142275e-08,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.071910671124618e-16,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3255302992368273.5,,,1e-160,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,1e+160,,,,,3.954277949297441e-66,,,,,5.23450133285986e-85,,,,1.5676438498049699e-96,,2.0969969210614463e+75,,2.108229535744639e-102
"$S_{x,z}$",,,,,4.768724216790102e-76,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,4.338617380518208e-130,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.0855379629434356e-147,2.25271207088427e-132,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,4.439093716967852e+131,2.9246765619462914e-06,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,2.5289067000908993e+65,2.3048817452544278e+129,9.212022371732634e+146,,341918.1502020612,,,,7.895469475254011e-17,,,,0.18058349057052803,,,,4.7171072544281276e-24
"$S_{x,y,z}HF_{x,z}$",,,,,4.743316527186373e+101,,,2.1199433170854067e+23,,3229884.66087258,,2.8854063910766838e+32,5.152632948081756e-29,,,,1.5396342384290915e-07,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,3.096085789422096e-07
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,,3.465716313281097e-33
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,1.910401653205143e+84,,,1.2665491306554994e+16,,,,,,4.2532234913750195e+27,2473182508323062.0,,3.274520474141274e-08,,,,1.9407553576512457e+28
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.3511578971287756e-28,,9.628534773597884e-15,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,4.0433732514065397e-16,103857962142076.9,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,6.378999924787825e+95,,,5.537604776830048,,,,,30538822.642794583,,,3.1371685870923676e+23,,7.035487073414801e+20,,,6495049.116472707
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,3.1875876996678503e-24,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.4213656987285627e-21,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,5.98186465037636,,1e-160,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,0.16717195363774792,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,1.9141196544055992e+112,,,,,1e-160,,3.535393126491914e-160,,,,1e-160,,,1e-160,,,
"$S_{x,y}$",,,,,5.224333795948273e-113,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.5724160552666846e-116,1.4880962469107854e-156,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,6.359639973469987e+115,,7.454073157024293e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1e+160,1e+160,6.719995444353488e+155,1341548411.096096,,,661.924533733839,,,,0.0005828666199719752,,,2.154185189693011e-12,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,2.869117171840103e-15,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,2.8285397527835215e+159,,,,0.001510746239241378,348539268390580.2,,546.9615938586485,,,10.937353443960607,,,2.270599149351653e-12,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,0.0018282819328232951,,,,9.512769558218604e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,1e+160,,,,1715.658378323468,,0.09142979653383886,1051218568.7669109,1.013481812683611e+28,1132366865.18188,,,,8.113457262826344e-10,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,6.956809691704782,9.866975287421168e-29,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.14374404997629706,,8.831060239822371e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,454505048492.3033,,8.961113860521385e-20,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,2.2001955826832454e-12,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1e+160,,,,464212642805.565,,440412390837.69586,,,,1232520203.9107647,,,,,1.1159327016315994e+19,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.0621082070595428e-10,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4849406042.692333,,,,,,,,,,,,,,,,,1e-160,,
"$S_{x,z}$",,,1e+160,,2.450267625938558e+83,,,2.043787208364025e-147,,1.0612847384603362e-123,,1.8885242192577176e-65,,,,,,7.636071777139048e-59,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,4.0811868443021885e-84,,
"$S_{x,y,z}$",,,,,,,,1e-160,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,1e+160,1e+160,,7.97393525509287e+23,890891846978087.6,,3.480734699834498e-05,,,,,,6.178486317397518e-18,4.892877281487941e+146,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.2976006175258653e+152,1.2540859287279896e-24,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,7.706531474273646e-153,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,7.023595522423786e-36,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,1.1224707054981007e-15,,,,22822567831.838028,,,,,,2.2797967964703804e-25,9.422541979174738e+122,,1.423772193041817e+35
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,28729.56677932242,,4.381627901681493e-11,,,315476159119.36914,,,,,4.529417936765913e-22,5.295139928854335e+64,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.37009054798447005,130216218985.38202,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,3.1698116358188014e-12,,3.1290396414718444e+16,2.7020414475485675,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,3.1958687475420347e-17,,7.679534913483084e-12,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,1.0054579158883082e-10,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,9945717112.55079,3.169879144767595e-18,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,1.6185194052856893e+17,,4.3863558434164694e+24,,2.2077891993204278e+21,,,,3.154694404203592e+17,,,1.3095738609919966e+58,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.470342991647222e+26,,1e-160,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.048020875567571e-27,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,2.6229633708204973e-31,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,3.812481756797034e+30,,,,,1e-160,,1e-160,,,1e-160,,,,1e-160,,,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1e+160,,0.012525924841916974,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1e+160,1e+160,1e+160,79.834424413404,,,3.566826297032459e+28,,,96.45118081639328,,,,1116159686.619838,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,2.696808332580833e-26,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,1e+160,,,,2.803612838763647e-29,3.7080870298372475e+25,,2.0608607239029856e+16,,1.9114822067091741,,,,2.5745299858314525e-19,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,4.852341492083648e-17,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.2457467846719935e-26,0.00017645077832616573,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,1e+160,,,,0.01036793942319507,,0.5231542289486489,,8.027313514305406e+25,,306358654781903.1,,1.2101300144851325e+17,6.241422687269345e-09,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,5667.302856275986,3.2641480316980124e-15,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,2.387586475793001e-60,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,8.26357488889708e-18,,,,,,4.188329973128471e+59,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1e+160,,,,8.959291506293205e-10,,3.8842041285335695e+18,,,160219880.96395138,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.8210222094930936e-75,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.5448143464977855e+74,,,,,,,,,,,,,,,,,1e-160,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,1e-160,,
"$S_{x,z}$",,,1e+160,,1e+160,,,,2.5663855461192404e-124,2.440872408250661e-153,,,,8.093458332585929e-103,,,1.521922563556951e-80,,,,
"$S_{x,y,z}$",,,,,,,,,3.740322566917232e-19,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.4719510055718865e-114,2.1935150521960213e-150,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,2.673566202136941e+18,4.5588928099620625e+149,1390978.496073166,,7.94339916348073e-12,,,,1.2899874833842266e-15,,,1.4421289277365186e-06,,3.8965306733127057e+123,,
"$S_{x,y,z}HF_{z}$",,,,,,,6.793704384280625e+113,,7.189183749591192e-07,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,125890689794.04134,,2.7082448935908918e+38,0.020231947970343302,,281464263641790.56,,,0.0001099080835457233,,4.0968958337182646e+152,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,3.6924282673495197e-39,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,49.42677795859474,,,,1.5016726463022428e-15,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,6.885913440278052e-17,1.0884875471865402e-17,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,775201320075248.4,3.552848901886401e-15,,665924096348445.6,7.97886873672027e+26,,9.187059627689286e+16,,0.34434873141865946,,1.2355657605276032e+102,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.253310504279648e-27,1.4522401547348236e+16,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.0007433996545771212,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,693419.2781012594,9098.511844981685,,,,2.904032768990222,,,,2.836418058210166e+32,6.570636535296886e+79,1345.1714617339237,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,3.525573379796556e-33,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.236219873895917e+146,,1e-160,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.360595129072778e-147,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,2.757101395385613e+142,,,,,3.9993199596349834e-54,,1.8174138453664762e-28,,,,1.2314041113323048e-17,,,,,1.4171159560819522e-33,
"$S_{x,y}$",,,,,3.626997547763884e-143,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,3.1153854421321326e+158,,0.06868053622004022,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,2.500425097499e+53,1e+160,1e+160,14.560165878673077,,,1.9064050845010505,,,,5.433059685975555e-19,,,,,2.481053453476883e-31,
"$S_{x,y,z}HF_{x}$",,,,,,,,3.2098756913867197e-159,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.3948187855837558e-26,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,5.50232409943126e+27,,,,0.5245474889518157,7.169390105263622e+25,,0.00046173250380359174,,,2.916432872456213e-41,,,,,2.0927126710704636e-44,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,2165.7561288459183,,,,2.0441012189469202e-41,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,6.509337830949429e-19,,4.1311726427299505e-14,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,8.120810957160606e+16,,,,1.8405834976952604e+18,,3.4288462780828634e+40,4.892125647844288e+40,2011.2500435715592,24206202124227.438,,,,,,0.00013085313885965815,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.5362545714640586e+18,0.000497203221049636,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,7.056585565268802e+32,,,,4.030545970698964e+30,,4.77848685977746e+43,,,,7642.15523383443,2.415862812636257e+44,,3.7806057238229294e+30,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,4.1393078893779246e-45,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,2.645078786445906e-31,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.3271940360316868e+97,,1e-160,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.005535562911415e-98,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,3.0190487492859718e-40,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,3.3123015990931175e+39,,,,,1e-160,,,1e-160,,,1.1034899902390075e-145,,,1.7243064421560618e-104,,,
"$S_{x,y,z}$",,,,,,,,,2.2942407203700374e-143,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1e+160,,0.09883227327252243,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1e+160,4.358740524136065e+142,1e+160,10.118152369546095,,,,0.09309239048973757,,,0.019538054255549442,,,5.439684040792663e-19,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,77.2540130118375,,1.2427075619480284e-10,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,0.012944311382850387,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1e+160,,,,10.742016557306467,,8046945481.143063,,,,1.2621902073393265e+18,,,1.3783815393310475,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,5.7142665445469896e-06,,9.392763730744879e-50,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,9.062157417335591e+144,,,,51.1821692641665,,,7.9227361627846995e-19,1.8370471840340088e+39,1.0646493712247316e+49,,,,2.0685176119897274e-07,,92.51580431413277,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,175000.58707521792,5.443518319459165e-40,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,0.010808964018780513,747.5306720943682,,4.827882363572196e-10,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,0.0013377377508782143,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,5.7994331839855935e+103,,,,1.838342066379064e+18,,,0.7254885323589849,,,4834379.916340621,,,,,2071301503.8338475,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,,,,,,,,,,,,,,,,1e-160,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,1e-160,,
"$S_{x,z}$",,,1e+160,,1e+160,,,,1.3433753302915528e-45,,1.2157336362670706e-23,,,,1.1025244148703214e-22,3.549116825550071e-13,,5.0804000624558486e-27,,,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.3760620106836414e+43,,0.00042810358214460833,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,7.267114361388336e-44,7.148270013894512e-90,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,1e+160,1.398939880637191e+89,2335.8832808416255,,,21652952338.33627,,,,1.9459936766413244e-08,56124628575217.41,,0.0009232249405712041,7.443936012900951e+44,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,4.618307861092517e-11,3.955553701421319e+32,,21.483603296934774,,,0.0497821438294736,0.0001667523764316148,,6.8063281004271e-20,8.225485996015672e+22,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,2.5280910726624128e-33,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,0.0465471264842559,,,,8.00617040937347e-15,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,4.016062553125534e-74,,1.934402238251837e-99,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.4900010564370857e+73,2.5334623046100134e-40,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,51387628.43905761,,20.087523820296955,124903661659414.5,3.947167471883637e+39,5.1695556395950136e+98,,3207.147459739552,,1045580.2251496114,9.070093927286134e+21,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,1.7817489850464036e-14,,5996.916034417658,,,,0.0003118035614368691,,,4430.464863882945,2817602375895.3384,5.588700058858572,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,0.17893248688752114,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,1083.1596462085338,,1.4692209738423419e+19,,,,9.564067643464763e-07,0.0002257099493445888,,,1.9683489247037828e+26,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.137042176002117e+42,,1e-160,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.4171858962442646e-43,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,7.213934927055981e-53,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,1.3862060167045362e+52,,,,,1e-160,,,7.415619352372713e-150,8.643497894752903e-151,,,,,1e-160,,,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1e+160,1e+160,1e+160,136237723.1349725,,,,5882905104.799813,7.895888951997123e-29,,,,,7097753350.189801,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1e+160,,7.3401109251457965e-09,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,3.3088285454494224e-44,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,3.022217640667068e+43,,5.5661531264628135e-06,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1.3485050303721946e+149,,,,1.6998404396904318e-10,,179657.29243878732,,6.962312972284846e-39,,,,,154876841738717.4,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.0029511263973752153,13509.029278877564,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,1.1569390218826305e+150,,,,1.2664818440070234e+28,,,1.4363042913766436e+38,,44886626401.435265,338.85366648118423,497262594315.4173,,918821.8355213355,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.2278350595045492e-11,,7.402456381996144e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,1.0989456705880194e-17,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,2.0110098998632756e-12,,,,9.099630916830712e+16,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1e+160,,,,1.4088965207184311e-10,,,6.456743234001599e-15,1.0883502778670953e-06,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.1400578958034113e-56,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,8.771484357777191e+55,,,,,,,,,,,,,,,,,1e-160,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,1.0012457950128333e-144,,
"$S_{x,z}$",,,1e+160,,9.98755755061306e+143,,,,3.475540426563929e-69,2.874893175009407e-66,,,,,,,2.285547375849347e-25,1.7497152407313364e-47,,,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1e+160,,0.00017988850907939017,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
