ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{x,y}$","$\hat{S}_{y,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$"
$\hat{S}_{x}$,,0.04518027316800439,0.12756904226129487,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,22.133553648103582,,0.025817859491116226,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,7.838892432473841,38.73287792677368,,,,1.2578857102875665,9.48895334504084,,,0.1812778376963128,,0.3427712707129577,,0.06630921604345315,,0.0018228450717245718,,0.004382308594780679,20.112874364090835,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,0.17712086900605173,,
"$\hat{S}_{x,z}$",,,0.04971939772991284,,5.645862091868083,1.6594944856781664,48.57999752817753,,,4.128471481843868,,0.15481519519518758,,0.11281858593775107,,0.6856462664545196,,0.019861353227473694,,,
"$\hat{S}_{x,y,z}$",,,0.7949847842467255,,,,0.05748645207202184,,,0.0012464280295089924,,0.041454144132105665,,0.16996274372954187,,0.3739341488286801,,0.010517528296225102,0.6025931442558193,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.5378935513927997,0.35779317187892984,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,0.10538570099753146,,,17.395402985509545,,14.971472819958183,1.8591039015259443,0.5546144204972335,,0.22207354661354373,,0.0036919762244233783,,0.205304999480297,,0.008476187105752053,0.020584603764542738,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.06679369571889542,,2.7949107992993794,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,5.516394131285139,,,802.292612429401,1.8030544519622496,,,,,0.07031729093805375,,7.026094717348021,,0.4099861787223323,,0.046899810124263946,0.24222039667653888,,17.31383096670093
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,0.05775729253238432,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,2.9173973592361433,,,24.123040553272784,4.503012696691054,,,14.221253217518765,,,,0.42357419211058245,,0.24872900537027812,,0.016852325574562965,6.459314272989948,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,15.080859941771731,,,5.883642368066727,270.8576489157057,,,0.14232657546316813,,2.3608614939857575,9.090220539789307,,5.509363132764716,2.2328683257340254,,0.32017188020235504,8.86378774993476,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,0.1100083320996278,0.6404422656087266,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.5614209956139005,0.1815091828042525,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,548.5929745274029,,,2.6742676568385715,4.870801989875407,,,2.4391066135847987,,4.020439829730831,,0.4478544428593941,,,,0.09630739515088317,1.458478006700168,4.683352463837886,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,0.21352225947575298,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,228.1902285911581,,,95.07937338841437,117.97757500201793,,,21.322047943273933,,59.33899126120659,,3.1233223834897057,,10.383418619445754,,,50.349036571019035,,
$\hat{S}_{x}$,,0.0431991463207172,0.6946977157761682,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,23.14860558993097,,23.27612323725181,41.23853075457415,,0.22231097637962932,,151.3366660557605,,,,79.80945497004764,0.4038674910905549,,,0.03445241239873159,,18.14199874142289,,,0.11391579283863808
$\hat{S}_{z}$,1.4394750080367333,0.04296248089972173,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,0.024249166536785036,,,1.9134253563638977,0.015118117932950951,,0.0004249742528917377,,,,1.0397343177826086,2.8204190083952654e-05,,,0.013715896858554982,,0.0011218047088049565,,,0.0052875835811272
"$\hat{S}_{y,z}$",,,,0.5226229477277915,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,4.498203445844933,,66.14579965806676,,,,0.26534019190740565,,,,56.4768309611762,0.05233933989353581,,,0.018273416073396827,,7.254141006598442,,,0.03329003167299566
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,0.006607783996189969,,2353.0837296506766,,3.768746803156623,13.021970169737909,,2.253026213780152,,,97.81188577883401,0.13284493683934545,,,0.5297075231491007,,2.773869247433805,,,0.13762782963377496
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.648154406964512,0.4438474767331664,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,0.07679329525143021,0.3776214851256598,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,8.778414081851686,,189.1223059942291,,30.03902218606731,,7.265972315780762,,,2.0264697264265323,9.778997300332234,0.3782972948540224,,,0.31495763195583776,,111.8437066358739,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,,,,,,,,,,,0.49346900521598
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,0.012529843743141691,,0.961784162450896,,0.017706375924092285,,0.010223706373079608,,,,,0.1130945200925914,,,1.450194789265693,,1.6701417570962327,,,0.10225997301032344
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,2.476059653377203,,35455.72473534598,,19.106087352918742,,7.527573303070925,,,,8.842161398989907,,90.47226732197022,99.33393307693571,3.266970902226685,,38.26239307186647,,,2.643423607842294
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.011053110854857074,,1.21165905955972,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.010067053312240079,0.8253146725642191,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,29.025543652113495,,72.90810147615484,,54.7243052959233,,1.8878342411582523,,,,0.6895625383582785,0.30609394143009516,,,,1.489527596839836,63.9286580413079,,,3.175030221652849
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,0.6713537917132841,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,0.05512071818838465,,891.4207545672425,,0.13785229692811177,,0.36050725928236593,,,,0.5987515704886244,0.026135322955930816,,,0.015642436907620426,,,,,0.008941048451261268
$\hat{S}_{x}$,,0.4470197950615282,0.2833742328576424,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,2.2370373997920137,,0.31091049602316567,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,3.528902363195337,3.2163597330773,,,0.02794685461291275,49.431844745781326,,0.02520627751768758,,,,0.2155575817815231,0.006481425205009114,,,,0.040801167391997684,0.10684675586068247,,,0.0038711251369958465
"$\hat{S}_{y,z}$",,,35.78220210649228,,,58360.147696773485,,6.950538456307493,,,,65.81459502350117,0.43459570341526926,,,,1.1761436934607987,17.36435846808684,35.73639530469914,,0.6029511635066301
"$\hat{S}_{x,z}$",,,,,0.027982676805360544,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,0.020229874186221693,,1.713498062403441e-05,,,0.0011389020384863183,,,,0.2327144216115058,0.014872487363668866,,,,0.01130816890120596,0.11655581860851373,,,0.003143461127658092
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,0.014820478038483083,0.00217445030781858,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,459.886342954972,0.07965851977194896,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,39.672656912480896,,0.14387374536321246,878.0386426641847,67.47420679706717,,12.553585013415491,,,0.29649400924252023,0.24740620076719674,,,,1.6919801806341341,51.19375295860979,,,10.207789679413487
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,,,,,,,,,,,0.042701811825077145
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,258.32282982617335,,1.6585091140453598,318.12068270906514,,0.09796440085523563,,,23.418210077276818,2.465311041400028,0.7287624286859208,,,,0.010732590192089296,15.210463426599956,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,4.639131649813844,,0.015194198181162074,4.297112284985085,,3.3727494277364642,,,,,0.24298405829702854,,,,0.026210154519723042,0.07863629638060032,,,0.4056283297348593
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.16368959826494922,,21.720713502115274,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,154.287053907088,,2.3009891541529344,67.23824842123193,,4.041935880746077,,,,4.115496329300666,,6.109123674317976,410.04815680821633,,1.541932315487284,26.779657203159733,,,1.372189290552705
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.0024387379467424608,0.04603900327227349,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,24.509102653668915,,0.8502362471183291,88.43164695686099,,0.5910234714600568,,,,38.15315164386016,0.6485368974733359,,,1.1474085249038268,,220.18372884424278,,,93.17415293999329
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,0.8715291705574679,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,9.35919852638203,,0.05758922806378676,8.579580255523647,,0.019533633347969256,,,,12.716773882126795,0.03734177746987777,,,,0.004541661662508208,,,,0.06574421646162383
$\hat{S}_{x}$,,4.175828740956601,0.9406833105110304,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,0.23947342241121686,,0.02651626667350836,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0630570233639476,37.71269961615943,,,9096.708124509549,1726.6330014860073,0.02650756467201615,,,,,0.4312983245727552,0.8702415938199145,,,,2.4593030119568113,0.0075615153380125325,,,0.7944244091279614
"$\hat{S}_{x,z}$",,,,,0.0632606876883402,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,0.000109929876424821,,,624.0370582698959,0.03860872481297686,,,,,3.534993210730788,0.06074992375523313,,,,0.010299142239517192,0.0010904528741396708,15.807605584792173,,0.27460953686393236
"$\hat{S}_{x,y,z}$",,,0.0005791618711905548,,0.0016024689347335207,,0.0013872306152224233,,,,,0.014178295267384301,0.01904568259133476,,,,0.0019367497961547038,6.248751714692194e-05,,,0.00011475324945705326
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.06370238060260718,,0.676664505575655,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.13192535262989133,1.4778372321292004,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,37.72508008084549,,25.900881338196587,720.8606766796765,,15.698000459955692,7.58004416941329,,,2.1032173355541586,0.49267829944340696,,,,0.6203052612765,2.1367796503467074,,,7.607706137953206
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,,0.48248285030062366
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,1.2587730040894622,,3.6415341266734482,8714.350179462699,0.1314456659953275,,,2.0726125278378777,,0.385555168906823,0.1242082926740734,,,,1.3859819530146715,0.9538847525967812,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,2.318580766550859,,0.2828859747069416,70.53034099948506,0.47546203765790024,,,,,,0.0003977873615618919,,,,1.4120541024275108,0.05165194637147959,,,2.5936625433795433
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,1.1491061874099957,,16.460926009209317,52.505337900305626,2.029722033890531,,,,,2513.905912127401,,1.288516860466605,2.752346167228534,,1.2387842046796567,15.871204219425927,,,8.0509922362755
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.36332639110106807,2.213514209323217,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.7760860805793991,,0.4517703097581427,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,0.40661927185797364,,97.09546452937215,516.3289558545134,1.6121094925781256,,,,,0.7081881623946742,0.8072430986949781,,,1.653879523529775,,0.09132691786723877,,,0.7215101162211268
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,0.6046389629794561,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,132.2486241577657,,917.0501758629093,16003.196248760843,0.4679939739400565,,,,,19.36035464778081,0.06300719127386861,,,,10.94967424011497,,,,1.0483446740056157
$\hat{S}_{x}$,,0.02075935271662728,0.01877749747480906,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,48.171058782533535,,0.36732410092112366,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,53.25523283076189,2.722391472523422,,,0.006775129219781358,2.3012674577745966,,0.010289285584113335,,,,0.3209686932415795,,0.016983279339848813,,,,0.08658060219911377,,0.019791384971753628,5.354702232368476e-06
"$\hat{S}_{y,z}$",,,147.5986608610059,,,85.36477289889045,,0.036996705192869565,,,,2.6347314926602805,,0.36154129439678734,,,,0.8192562958157606,50.88948313015592,0.7254208910411136,0.0006906728110905216
"$\hat{S}_{x,z}$",,,,,0.019650425559292493,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,0.43454314561378005,,0.011714434022854383,,,0.0005877593036697785,,,,0.075270615670366,,0.011889785273417922,,,,0.020322601475404302,,0.00012181344894433769,0.001603862608371717
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.5422104663138725,0.2691387369106947,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,97.18847745308973,,27.029433966804472,1701.3767264190021,4.474979766302954,,3.715555818825957,,,8.445584789235612,,0.9202772223919792,,,,24.569519070730873,,0.11747543057927952,0.1184382234784938
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,0.22346469754569623,1.8443022813601024,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,186751.74764249832,,1447.863567151389,623.4948023479554,,8.443220192183832,,,13.561291060040986,466.81111643632573,,20.258243066811566,,,,166.79836165385075,,17.92024199521391,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,,,,,,,,,,,0.07373929189873
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,3.1155686553122566,,0.3795453171549952,13.285396845687014,,0.11840506311351678,,,,,,0.49732102117112964,,,,0.0893364197301652,,0.16540465805177312,0.0021421940583465147
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.2050924952997675,0.09707708910964734,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,0.7915474419490579,0.829811822661172,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,58.88144332959562,,2.7659357741373567,84.10580822142408,,1.0866290892224908,,,,2.010773640022542,1.2633481545182703,,10.301091732061648,,,0.04878434539367656,,4.228014725045427,0.049362622252186725
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,0.19941434082349965,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,50.52703494107186,,1.3785100654667035,8209.274170185816,,8.512418256897893,,,,6.045778950717284,,0.23651762470842758,,5.014684479914579,,3.5391034333735476,,,0.05580281785631451
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,11.549931215542363,,1.2206192434618606,49.206298770866674,,0.04070083737175295,,,,11.193643119126941,,20.498378976498888,,,,,,0.28255743829639335,0.005995262723714611
$\hat{S}_{x}$,,0.00019050950194804503,3.152864932202282e-05,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,5249.082013099356,,2.748112087666379,,602.6334895904663,1057.0841338334267,,0.3706030763377647,,,,6.762275277983759,,,1.3318521367864047,,,18.441457547913654,,84.90237239503548,32.89492869012446
$\hat{S}_{z}$,31717.184893851387,0.3638861764365559,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,0.0016593833852140767,,22.334078515499804,,2.359646416426122,,0.06431664984431582,,,,0.06692386397948628,,,0.0018083608990006467,,,0.08774665357702811,,4.271641230511337,0.06654030032861902
"$\hat{S}_{x,y}$",,,,,0.044774625436460345,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,0.0009459984952887185,,,0.4237923076265731,,,0.018021593766558038,,,,0.08289040874189522,,,0.11438542794692873,,,33.62150027719671,,0.6095863253133941,0.010625586340236998
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,2.69830463870356,,,15.548073514721136,55.48898798593832,5.079124271415697,,12.016662026369255,,,0.7218594560065724,,,0.30640897241612164,,,5.653081634214923,,12.499839398259336,2.8689606264726133
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,0.19688433410219974,0.16351851968286793,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.115515245242105,0.08321778525563996,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,0.03039982270276861,,,15.028486421933078,94.11245346651576,,0.3485582865002577,,,2.713352648118433,5.466639282479352,,,1.6581133837359374,,,151.46087380522914,,3.0609411050522897,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,,,,,,,,,,,0.3685477450538717
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,0.1478792209562578,,,14.942353004400989,12.06412195545817,,1.3853112149172915,,,,,,,3.4475140593836597,,,37.58832667566958,,27.771828795380685,0.1829277456087166
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.22379008163715025,,0.0926864151196075,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,0.7508340996567959,,,552.9869621449067,8.742372327915483,,3.263612002333732,,,,0.29006408176295534,6.0200218725943415,10.789067618048952,,,,34.78290911285855,,9.59538546645852,0.6030950656383187
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,4.468473279443119,0.1661123532710767,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,,0.588747208694097,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,0.011778233891359121,,,0.2341020572742002,1.6404567466074482,,0.08000102786434639,,,,0.03600771153271444,,,0.10421676163980952,,1.6985218532383444,5.3797488796131665,,,0.3266969097672061
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,0.05422564878084343,,,11.396446009444146,0.029742872618871066,,0.1768946682014218,,,,0.026604004180034082,,,0.02874975168854752,,,,,0.18588228231052775,0.006602365184331026
$\hat{S}_{x}$,,56.01651786162431,0.8088050314391967,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,0.017851877235037457,,0.26162811922868784,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.2363919129194694,3.822219121354861,,,,0.010972955425056465,,,0.020036947080722692,,0.044974309154373567,0.00391523404837569,0.005052167222341529,,,0.01662359694110358,,11.075625126625537,2.117169055555625,,
"$\hat{S}_{x,z}$",,,0.47232883806605713,,40.87480953271356,2.8373142983821245,,,0.7355721855664669,,0.8148318301316465,0.005189311002244377,7.7521258740589065,,,0.5553407946105148,,51.70744640067482,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,0.024464945804815664,,
"$\hat{S}_{x,y,z}$",,,91.13315066572906,,,,,,3.3355912436328117,,30.243611583861373,2.1614703878345227,5.670960525208123,,,0.09882633463908218,,454.2148507395095,0.3524459734933891,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.19190856268661005,,0.0020802371811422292,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,49.90780261939645,,,0.2997969256301603,2.746510022672543,480.71441519515287,,,3.4506513743975553,0.28353368480665675,0.5670042059008995,,,0.34369841288142916,,65.91840863292903,1.3594858800022411,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,5.210814911021021,0.36409843464795777,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,0.5205290733965229,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,22.234916306718947,,,0.03306483411305352,,,0.28980035694698036,1.9211222794432292,,0.03657085800597232,0.4860167999090184,,,0.011345789017993808,,35.07081250042778,1.2272470993658129,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,255.41257243992072,,,0.4626480222113308,,,3.5269178005495387,,27.344176607414894,,1.725689867140777,,,0.4745722842467838,,91.19773920179112,192.70380972878675,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.27364672731196177,,0.46844352724812693,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,197.93485765432163,,,0.17633697070449986,,,1.763655347866642,,2.057542044199292,0.5794783981995896,,3.65434664548348,36.415939816981435,0.0970592340701036,,59.004159127667705,0.12899687340556737,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.02746050232469028,2.134729037402872,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,0.03147250805683265,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,60.15545273041332,,,10.118760385600062,,,2.909527546596455,,88.13842725385199,2.1071605595070673,10.30298672332118,,,,31.773762618289357,528.4809796802919,1.8006960945509947,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,0.09028835741253322,,,0.0022016012870823025,,,0.015170269136328296,,0.028513739166658954,0.010965184101629133,0.016947957818300455,,,0.0018922156869391152,,,0.019339574270427505,,
$\hat{S}_{x}$,,6.866847151115846e-05,7.836053125880625e-08,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,14562.72402739447,,2.1026146199720586,,0.2957865201422487,0.1361764245644469,0.06354167405743515,,,0.029170080753283735,,0.004193974580805134,,3.300155044216577,,,,0.14419462753903317,,0.22501087923173232,
$\hat{S}_{z}$,12761526.548323635,0.4755983291000273,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,0.14909554290328456,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,3.3808166765648524,,6.707108613224481,,8.049881073416396,0.40769544180372325,,,0.59889480062399,,1.4323274460172153,,0.3571614065580154,,,,4.913402978322656,,8.31251078856909,
"$\hat{S}_{x,y,z}$",,7.343415008864032,,,0.12422543772756592,,0.006370303062861199,,,3.944134024350212,,0.31367195748515697,,0.8341704733120323,,,,37.163965732425616,,0.9278313539256985,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.7655826530296467,,0.17411554301442722,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.3486566427629973,5.743312645655879,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,15.737703087521785,,,2.452811332831702,156.9784027748993,,1.3061946950374224,2.8681512908381888,1.4768704766908287,,7.152900471806202,,17.38622591082824,,,,0.7218860613349316,,2.2432666913463355,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,0.3973592182493659,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,34.281701461777,,,1.6697423303025798,0.25354107994967234,0.6771074483394539,,,,,0.0582590521854789,,0.08367455388090375,,,,0.447481290626495,,1.3626203445637903,2.5166145746049917
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,238.43730588563227,,,0.698164377692153,3.188043993532065,0.13980342714701394,,,17.164714537687768,,,,0.5199188844300102,,,,3.3424351344372503,,1.043032804841759,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.8942686951059307,0.6449493311684915,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,0.7169821639423892,1.1182321437311913,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,0.30301606639738643,,,2.7998545801380286,1.1987957282035526,0.057516795486776365,,,11.951064614259277,,1.9233769534959386,1.39473483482687,,1.5505093992240335,,,0.16086059654354562,,2.4845089242512555,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,0.5481295636278128,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,4.444229556430151,,,0.12030059574480736,1.0777820729693521,0.4457784729107856,,,0.7338801332223801,,0.9587426161075657,,0.40249402617918356,,1.8243861786645266,,0.05396116447360456,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,6.935071140076299,,,0.20352493056479998,0.026907785008732223,1.3852601588549478,,,2.2347303025785785,,0.29918306856487886,,6.216562797150239,,,,,,18.531846185216338,
