HahnEcho Time,Normalised - LP1P0/LP1P1,Normalised - LP1P0/LP0P0,
1950.0,0.89353374041,0.828983682758,
1960.0,0.868528540794,0.806820337697,
1970.0,0.861924907456,0.810049202326,
1980.0,0.877017561669,0.81678090286,
1990.0,0.869016984045,0.807662871903,
2000.0,0.858768647152,0.807558812187,
2010.0,0.872984704423,0.819142746315,
2020.0,0.8830472103,0.824216700844,
2030.0,0.902950067758,0.830608428825,
2040.0,0.8926660211,0.832580691163,
2050.0,0.890163346818,0.84647222087,
2060.0,0.89938912964,0.859709537356,
2070.0,0.89829261886,0.856577497245,
2080.0,0.909199274423,0.856675456588,
2090.0,0.934341298372,0.880354652321,
2100.0,0.935506167588,0.862669150814,
2110.0,0.94105562579,0.88296347551,
2120.0,0.936758893281,0.886518728201,
2130.0,0.94494279422,0.895540623091,
2140.0,0.960371179039,0.901701517015,
2150.0,0.970397982677,0.922555764019,
2160.0,0.984715301495,0.910069336645,
2170.0,0.981300186998,0.937867956266,
2180.0,0.980019815059,0.927730304293,
2190.0,0.983573945663,0.925698084947,
2200.0,0.997748761819,0.931679630019,
2210.0,0.959777842736,0.921526803256,
2220.0,0.970985899147,0.9097482738,
2230.0,0.957151335312,0.920653042585,
2240.0,0.959844078703,0.914627675255,
2250.0,0.940977351059,0.904032639546,
2260.0,0.955930325599,0.918016313985,
2270.0,0.934423195558,0.923991947783,
2280.0,0.925850384894,0.892666835828,
2290.0,0.913248913249,0.888017642735,
2300.0,0.914367744352,0.876563154431,
2310.0,0.895993549988,0.856321498429,
2320.0,0.908027831375,0.866001226789,
2330.0,0.901518485915,0.834445180017,
2340.0,0.891753112033,0.836479517369,
2350.0,0.903695465346,0.843446258375,
2360.0,0.916388988568,0.849821725695,
2370.0,0.885593438902,0.83167021895,
2380.0,0.874290970412,0.815335493709,
2390.0,0.880309481774,0.813600806258,
2400.0,0.88417792221,0.806194731238,
2410.0,0.867427878543,0.807420993228,
2420.0,0.873891878043,0.811206773534,
2430.0,0.874599216245,0.816855214374,
2440.0,0.878432998238,0.822832734686,
