ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,z}$"
$\hat{S}_{z}$,0.00044617452131707455,1e-160,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,9.607049170205414e-42,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,3.3580641069589354e+79,,,1.0409023439802155e+41,6.130888663385934e-43,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.631084912652329e+42,,,,6.114576132395263e-99,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.6354363382638432e+98,115424057498.40036,,1.076158075212696,,,,,,,,,,,1.786089144569076e-08,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,8.663705138019939e-12,1.7162566483677407e-11,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,58266343844.96385,0.9292315162922102,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,55988246.89353716,,99086823.96782522,,3.0235571376041965e-81,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,,,,,,,,,,1.0092159178749265e-08,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,6.68120432042732e-06,,,,,,3.3073626675114833e+80,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.7542570365090844e+22,8.153990438641962e-10,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.6354324800643366e-39,5.700418919168015e-23,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,149673.6145222455,6.114590557481534e+38,,1226393392.9343052,,9.781369249252366e-05,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,6.231094381595971e-35,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,10223.517531315307,,1.6048545227521812e+34,,2.7357736410066097e+41,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,3.6552731739606085e-42,,,,
$\hat{S}_{x}$,,1.5081727213355961e-108,2.8213123231397314e-72,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,6.630540294578644e+107,,5.162137114398068e+42,2.777055681185255e-54,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,3.54444983562521e+71,1.9371821744347547e-43,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,3.6009360805225093e+53,,,8.425426451232594e+156,277.12451487702157,,,,,,4.475625064774106e-118,,,4.98352177260259e-109,2.4838911589288903e-118,,,,,
"$\hat{S}_{x,y}$",,,,1.1868835432700328e-157,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,0.0036084862446895613,,,,,3.5352458751405364e-69,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,2.8286575681535786e+68,36955.883542563366,1.0875089165206299e+27,,,1.1901093323446985e-25,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,246985772989.05768,2.705929081219951e-05,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,4.0488162046657784e-12,,9.195326905450987e-28,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,8.402589348911719e+24,,,3.3809400537705697e-28,,,,,,,,3.518641159304441e+41,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,2.8420062027515144e-42,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,2.2343247826333998e+117,,,,,,,2.957757263056933e+27,,,,3.5658881771232537e-09,145291.0127024991,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.1176749918975753e-06,,1.8895479869271666e-10,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,2.0066130853437828e+108,,,,,,,,280435041.7984056,7.581819279638485e+16,5292270992.419868,,7.019799714952382e+20,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,894714.4807295115,1.3189446531462062e-17,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,1.193846615371e-10,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,4.0259412994216e+117,,,,,,,,6.882738177671187e-06,,,1.4245420675891511e-21,,,2.1962172473006832e+17,8376285421.634669,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,4.553283611760519e-18,,,,,
$\hat{S}_{x}$,,3.515913104287108e-101,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,2.844211362279278e+100,,1.386910131486198e-50,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,7.210272513680542e+49,,1.2233192678355659e-140,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,8.547001830570105e-28,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,8.174480908563735e+139,,,1.5560443255492298e-16,,,,,,,,,,,,,,,1.1700009194139807e+27
"$\hat{S}_{x,y,z}$",,,,6426552146238087.0,,,,,6.466960551131823e-53,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,178291.77626352152,0.3357316913357998,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,5.608783652039928e-06,,2.4068650422202273e-07,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,1.5463214783720673e+52,2.978568975783097,4154782.1853673356,,,7.743064000538689e-11,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,5.743964162476973e-15,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,12914784120.736048,,,4.639519715812784e-84,,,,,,,,174095793725977.8,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.1553955177552528e+83,,,,1.155496453882293e+57,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,6.950818378484262e+21,,8.757340998655884e-16,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,8.654288783320377e-58,1.2702812867120991e+29,1141899122294637.8,,736259532.9413301,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.4386795130418384e-22,7.872272153109687e-30,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.3582167092696733e-09,,,298389638.4449336,14.466571911838042,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,0.06912487672229362,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,3.351322804677567e-09,,,,,
$\hat{S}_{x}$,,1e-160,2.905478237540723e-106,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.8832524072391186e+74,1.3947196800139684e-52,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,3.44177418739308e+105,5.309962680286801e-75,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,7.335379610367123e-60,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,7.169899545620413e+51,,,1.363255963722308e+59,9.832272216544006e-49,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.017058903553725e+48,,,,,5.894467494476442e-45,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,4.245653071918901,6.151079130333763e-39,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,1.696506089713914e+44,1.625730995832172e+38,5.166828643143081e+16,,,5.24937983069094e-13,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,0.2355350244262967,,1.9354231948975202e-17,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,6.135021103632213e-07,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,1904986936082.2703,,,3.650497114697577e-53,,,,,,,,1629986.243092064,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.739352939011553e+52,,,,98.0995208983612,,,,5592606245410.726,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,0.01019372970267692,209434326864.36603,2.0109697212553236e+18,,,,,3.665599170999855e-08,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,4.220259440731068e-14,,4.972725294818273e-19,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,23695225709317.332,4.774766462460667e-12,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,1.7880751050918286e-13,,,27280669.63544279,39897720567.896774,,8008175150750308.0,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,2.506408851849642e-11,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.2487239366964984e-16,,
$\hat{S}_{x}$,,1e-160,3.452066218013438e-106,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.6174828149043043e+27,1.9068209587141144e-109,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,2.8968158107218185e+105,3.820464433637782e-28,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,2.2066041804168193e-150,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,5.244330860902436e+108,,,4.531850382931404e+149,177792284364.4354,,,,,,,,3.398923640853257e-106,,,,,,,
"$\hat{S}_{x,y,z}$",,,,5.624541039982467e-12,,,,,2.5523641531016394e-14,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,4115596935165.998,,4.449416659713417e-22,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,2.429781185459227e-13,5.455057353997119e-26,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,39179362348620.88,1.8331612943854085e+25,2.2474856289687403e+21,,,7.063894974436746e-18,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.868975694102142e-14,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,1.4156495865508491e+17,,,1.3284616099252358e-41,,,,,,,,53505243709464.13,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,7.527503937853942e+40,,,1.8569096060191028e-26,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.042823216486001e-21,4.995620702132226e-18,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,2.9421078719760903e+105,,,,,,,,5.385291759806388e+25,4.895186191001725e+20,,983.3670331755255,,3.1457084571935957e+29,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.001753254752069e+17,0.0010169143018459372,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,3.1789341371200606e-30,,11663.22482754937,,27880192822.50378,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,8.573958015779038e-05,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,3.586775767177765e-11,,,,
$\hat{S}_{x}$,,4.5717409725813575e-61,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,2.1873505213821566e+60,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,7.981936363022196e-20,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,0.0001137586513777308,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,1.2528288306490212e+19,,,2.3666877733155598e+33,,,,,,3.167175678334274e-146,,,,,,,,,8790.540217284593
"$\hat{S}_{x,y,z}$",,,,4.225314430044449e-34,,,5.351176617907419e-122,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,5.526906243730653e-07,,1865.9740593623828,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.029380039933925257,0.0005359131307225715,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,1.868747887433868e+121,,1809330.4932290684,34.036713437046615,,3.186204172500205e-47,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.0006396960232004188,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,3.1385308218189386e+46,,,1563.2424835111046,,4.783522795672291e-55,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,3.157387216758163e+145,,,,,,,2.090509531813482e+54,,,,4029608160.048361,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,2.4816308690123327e-10,32077744050762.957,163832.48632488897,,,,,1.4495525612952653e+18,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,4474340194270.047,3.117426208082159e-14,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2.2349664008128512e-13,,6.10379554404701e-06,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,2.3086150127793286e-31,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,6.898680508048897e-19,4.3316013907234607e+30,,661372161456573.6,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.5120080013613651e-15,,
$\hat{S}_{x}$,,1.521365175634646e-132,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,6.573043842566229e+131,,2.43823235689687e-83,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.101331840549834e+82,,7.442303880886384e-32,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,3.144613522653781e-39,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,1.3436699387782848e+31,,,3.670721779229217e-05,,1.3960621808595788e-123,,,,,,,1e-160,,,1.978674031729095e-153,,,3.1800410218807645e+38
"$\hat{S}_{x,y,z}$",,,,27242.598598959503,,,,2.825863530429054e-71,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,7.163004726510701e+122,,3.538741305912139e+70,310779723203.0321,,4.722114741255065e+23,,,,,,8.819380630333453e-63,,,7.712869926055497e-24,,713624723.8094174,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,93287626691.40244,2.1176952589979115e-24,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3.217713143230715e-12,1.0719535220978689e-11,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,1.4012967413206704e-09,,123836.2371501575,,1.5291503709338306e-18,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,,,,,,,,,,8.075180763022145e-06,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,,1.485451673121559e-41,,,,,6.539579226530312e+17,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,1e+160,,,,1.1338664719386205e+62,,,,6.73195916161028e+40,2.6095013362921866e+27,4.7326388787470104e+16,,,,3.365596650059025e+26,4.33875798147345e+31,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,0.9721391203496587,3.8321497908136335e-28,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.028659354476261,,2.1129860646894635e-17,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,0.20747244932789044,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,2.3048070537006493e-32,4.819917069661598,,3.8505576314600543,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,5.053889544030324e+152,,,,1.2965342467682693e+23,,,,,,,2.9712413695873575e-27,,,,0.2597026445805513,,
$\hat{S}_{x}$,,1.1492736867328426e-117,1.5435260310709885e-139,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,8.70114761648117e+116,,1.5010714068076648e-48,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,6.47867272640774e+138,6.661908257427303e+47,,1e-160,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,1e+160,,,3.0007127563652296e+53,,,,,,8.660142748772747e-120,,,,,,1.7081457867020602e-51,,,2.7275924077212855e+25
"$\hat{S}_{x,z}$",,,,3.666236924436341e-26,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3.3325415699278806e-54,,,,1.565256262749951e-106,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,6.388730227746417e+105,3.3115892601142897e+18,,7.61937393194846e+18,1.3937024369621823e-15,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.028305291925986135,1.3124437899115886e-19,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3.019698161376112e-19,35.32908272470187,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,1.178779442532338e-16,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,717513275057245.8,,,,1.6934394093039732e-55,,,,,,,,8483351201406505.0,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,1.1547153771128228e+119,,,,,,5.905141893508984e+54,,,5.212006535671139e+24,,,,,8.344075516462841e+60,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,1.9186468649952147e-25,,196551464.89617518,627.686831892474,,7.05780269458596e+43,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,5.087726008698191e-09,,4.6140446012220155e-34,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.0015931511530758147,2.1672959115634753e+33,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,4.416947223530974e-18,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,1.416871572177981e-44,,,,,287.7728304156881,2.2640071284360627e+17,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,5.85430124164468e+50,,,,,,,,1.1984551170791809e-61,,,,,0.0034749632151009503,,,,
$\hat{S}_{x}$,,2.7694598846237007e-31,1.6590648570804376e-133,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,3.6108123665271095e+30,,6.435261943414231e-73,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,6.027491907457819e+132,1.5539382993156755e+72,,1.9698192014194387e-06,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,2.5125416825630443e-41,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,507660.8042400067,,,3.0583833108321706e+37,,,,,,1.230010683199905e-148,,,,,,,,,3.980033473434358e+40
"$\hat{S}_{x,y,z}$",,,,3.2697013368409503e-38,,,,1.721916412648567e-127,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,5.807482829331124e+126,43.25008343423994,,16713379.003368609,7.689380776113375e-15,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,0.023121342679499356,56275141006.18417,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.7769835528090604e-11,5.983230559173273e-08,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,130049483712192.19,,,,1.4254173033318629e-65,,,,,,,,2.6188352583982466e+24,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,3.818491433522352e-25,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,8.130010687374469e+147,,,,,,7.015489412556836e+64,,,,8898027595.267822,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,5.149830207638582e-27,5.243109407446746e-14,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.1238445703762745e-10,1.941811593160356e+26,,559738128193938.75,190973.34779564283,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,19072651785211.805,1.786549726792095e-15,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,6.129128097086295e-26,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,5.23633277388048e-06,,,1.6315534349418908e+25,1.0337028174744084e+16,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,9.673960282349305e-17,,,,,
$\hat{S}_{x}$,,4.573384496155249e-67,1.641396775547939e+32,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,2.1865644597358468e+66,,2.4435327270214584e+104,8.613540465044735e-69,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,6.092372148508548e-33,4.092435468294091e-105,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.160962793474038e+68,,,1e+160,2.9178044106831403e-68,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,1e-160,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3.4272345203764765e+67,,,,,7.476339694613882e-38,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,1.3375529214120938e+37,5185628.757314255,9.800164307093383e+19,,,304424.68453872006,7.835325855726816e-65,,,,,,8.772320970499048e-31,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,5.105987201482037e-23,,1.0203910553583245e-20,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.9584851284189377e+22,1.9284064610092155e-07,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,8.79925263498716e-15,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,3.2848847376330585e-06,,,1.7003200293144026e-88,,,,,,,,113646015347240.83,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,1.2762711065412845e+64,,5.881245781732141e+87,,29143369691397.867,,,,,3.5775287067308676e+53,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,5.298222436631228e-61,4.226172022738832e-55,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,3.43131220098809e-14,,5.108185828610153e+19,1.8874254751671593e+60,,2.064571843032869e+51,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.957642171902118e-20,,2.3662075150266496e+54,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,4.843619287818019e-52,,,,,0.0005339404531499193,24981092052.90709,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,4.0030275613336465e-11,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,1.1399491689405331e+30,,,2.795225648695902e-54,,,,,1872.8680213319985,,,,
$\hat{S}_{x}$,,7.021100396312047e+23,4.3203434133180106e+29,,,,,,,,,,,,,,,,,,1e-160
$\hat{S}_{y}$,1.4242781666037236e-24,,1.6112098773639793e+30,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,2.3146308159610003e-30,6.206516072481199e-31,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,,,,,,,,,,,,,,,,,1.392586624424676e-116
