ModelName,$R_{x}$,$R_{y}$,$R_{z}$,"$R_{x,y}$","$R_{x,z}$","$R_{y,z}$","$R_{x,y,z}$","$R_{x,y,z}HF_{x}$","$R_{x,y,z}HF_{y}$","$R_{x,y,z}HF_{z}$","$R_{x,y,z}HF_{x,y}$","$R_{x,y,z}HF_{x,z}$","$R_{x,y,z}HF_{y,z}$","$R_{x,y,z}HF_{x,y,z}$","$R_{x,y,z}HF_{x,y,z}T_{xy}$","$R_{x,y,z}HF_{x,y,z}T_{xz}$","$R_{x,y,z}HF_{x,y,z}T_{yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$"
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,0.012152656982754617,0.3453092391494366,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,4.3637042843211614e-11,,574862857533.4274,,,336725739.25798863
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,,1.7395453313694938e-12,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,2.9697759434832854e-09,
$R_{x}$,,2.8156591058632003e-16,6.776995291297284e-90,,,,,,,,,,,,,,,,,,
$R_{y}$,3551566302602632.5,,4.564964610757416e-92,,,,,,,,,,,,,,,,,,
$R_{z}$,1.4755801900646966e+89,2.190597485999088e+91,,,0.15899591340425645,,,,,,,,,7.923922389617746e-156,,,,3.9663420148338224e-135,,,
"$R_{x,z}$",,,6.2894698271737415,,,12206430.522598587,1.963244641123792e-59,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,8.192403161175027e-08,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,5.093608708019111e+58,,,4.194080082657876e-108,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,2.3843130800837718e+107,,8.197072246532656e+37,1130.5258630672633,5.175590489288909e-45,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.219947769062299e-38,,1.5025821779171219e-52,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,0.0008845441158567308,6.655210042396477e+51,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,1.9321466836867017e+44,,,,2.106103316187264e+39,,4.6032356611033e-35,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,4.74810514904049e-40,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,1.2620012549722114e+155,,,,,,,,2.172384977918599e+34,,,,59496.69803067116,,,18.33014521716751,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,1.6807655434667813e-05,,17641874312.545673,200.0255968330059,2.4108098526391875e-17,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,5.66833195999401e-11,,2.518789087843982e-07,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,0.004999360161064104,3970161.713126898,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,2.5126322818015507e-10,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,2.521214752182426e+134,,,,,,,,,,,0.05455494149950474,4.1479837113875624e+16,,,,3979889963.3773813,,1.4511048928449026e+24
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,6.891300587096031e-25,,,
$R_{x}$,,1.1540834531860151e-23,6.388713501195245e-80,,,,,,,,,,,,,,,,,,
$R_{y}$,8.664884651446607e+22,,2.3253295311240304e-83,,,,,,,,,,,,,,,,,,
$R_{z}$,1.56526036081116e+79,4.3004657473928634e+82,,,1.0484465186696108e-48,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,9.537920935336928e+47,,,233810915134.05505,10611.670727712268,,,,,,,1e-160,1e-160,,,,,,
"$R_{y,z}$",,,,,4.2769602925793774e-12,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,9.423586781565982e-05,,,3.484430232985397e-93,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,2.869909664235745e+92,,7.196291984087243e+46,1.0630591386679405e+19,9.010327509130142e-39,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.3896045382972842e-47,,1.1337129932580432e-20,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,9.406814387137894e-20,8.820574571754873e+19,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,1.1098375713720757e+38,,,,10982552676.569872,,1.643126417297245e-36,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,9.105351273510352e-11,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,1e+160,,,,,,6.08595899544288e+35,,,,337581.5530018718,,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,1.5143464783456522e-11,,8.041660386558385e-06,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,0.0007855772262382221,124352.42871876279,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,1e+160,,,,,,,,,2.962247169928907e-06,,66035086045.33158,1272.9493251587148,11181249.564651776,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,0.49936325484957983,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,8.943544227484056e-08,,,,2.002550228292676,,354748706373867.7
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,2.8188968191644526e-15,,,
$R_{x}$,,5.508199124455121e-38,4.6370813666297164e-132,,,,,,,,,,,,,,,,,,
$R_{y}$,1.8154753984114934e+37,,6.194842401564541e-101,,,,,,,,,,,,,,,,,,
$R_{z}$,2.156528904574326e+131,1.614246069839395e+100,,,,2.1242319165625788e-27,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,5.665036507974147e-66,,,,,,,,,,,,,,,
"$R_{y,z}$",,,4.707583913992757e+26,,1.7652136903131914e+65,,1.2041025519297102e+33,,,,,,,1e-160,,1e-160,,,,,
"$R_{x,y,z}$",,,,,,8.304940458745703e-34,,1.7308577537480678e-123,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,5.777482279144895e+122,,3.445127622766683e+48,1448387.5986821526,3.8779390550265514e-54,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.902650088756157e-49,,1.6423999695902448e-43,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,6.904229233320363e-07,6.08865086772673e+42,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,2.5786893136028238e+53,,,,4.137415205066908e+16,,7.576775672070112e-28,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,2.416967962933342e-17,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,1e+160,,,,,1.319822630734931e+27,,,,,0.04727578752906492,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,1.6172833961262568e-15,2.051806663260197e-23,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,1e+160,,,,,,,,21.15247682305038,5.78657731523606e+21,,4.873753545624325e+22,,,146560401204.47266,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,1.7281372830999763e-22,618320822680314.5,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,6.823125426661854e-12,,69700261890498.43,,,108613.66068716845
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,,1.4347148387634974e-14,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,9.20694499820076e-06,
$R_{x}$,,9.745666832982359e+41,4.061746569252968e-95,,,,,,,,,,,,,,,,,,
$R_{y}$,1.0260970512717405e-42,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,2.461995062838002e+94,1e+160,,,9.371234271934796e-57,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1.0670952950080703e+56,,,4.327778430483363e+30,2.8184533521381665e+61,,,,,,,1e-160,,,,,,,8.522787520897994e-142
"$R_{y,z}$",,,,,2.3106543370066005e-31,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,3.54804523992341e-62,,,5.522470110227419e-159,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1.8107839065494177e+158,,1.242264698141248e+70,3.171160625379096e+65,2.6283925603726082e-21,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,8.049814194158949e-71,,949521348.9106425,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,3.153419577667893e-66,1.0531622076188916e-09,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,3.804606720764105e+20,,,,15505026036900.004,,1.2134880375369157e-42,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,6.449521578487687e-14,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,1e+160,,,,,,8.240707522999203e+41,,,,,,28451818066.100643,,,,1880248428.4600255
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,4.1812803657218665e+22,5.5738025876716896e-06,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3.514713884633845e-11,179410.7315913612,6.085063720559517e+21,,,,18147962784896.35,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,2.3916119287240323e-23,,1.643368164940187e-22,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,0.00016730189791364157,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,5.510260362844971e-14,,5977.218504216749,,0.004639070884475514
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.1733250389593617e+141,,,,,,,,,5.318446141816628e-10,,,,,,215.56040528427027,
$R_{x}$,,1.1756067725763825e+43,1.3697897578067736e-118,,,,,,,,,,,,,,,,,,
$R_{y}$,8.506245653965278e-44,,2.1901213982641746e-159,,,,,,,,,,,,,,,,,,
$R_{z}$,7.300390401525128e+117,4.565956940983137e+158,,,7309914460788.708,,,,,,,,,3.297273301149972e-86,,,,,3.036009601217022e-88,,
"$R_{x,z}$",,,1.368005064032041e-13,,,578299766.1417962,5.675424068462284e-52,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,1.729206993583333e-09,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,1.761982872005797e+51,,,2.7470859971906215e-132,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,3.640220950573356e+131,,7.69941053868099e+80,7.032790168080129e+49,1.6175928659973562e-14,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.2988007263362698e-81,,19012944513294.09,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,1.4219107581777724e-50,5.2595745982469334e-14,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,61820252859697.914,,,,3.5956821221511412e+50,,1.599295629327342e-20,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,2.7811134745185516e-51,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,3.032808956574014e+85,,,,,,,,6.252752659748069e+19,,,,23.349229732408585,,,,7.715864375326277e-05,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,4.9815736491579975e-18,,0.12938958404465792,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,0.04282796526739408,,2.0073978032403946e+17,32882933.305108853,,2.0922050491973937e-12,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,3.041091227237429e-08,7.728597378092327,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,5.986038604890493e-25,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,3.2937972251442735e+87,,,,,,,,,,,12960.31074882279,477964624157.4732,,,1.6705538771217025e+24,,,28060905130112.52
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,3.563676921194132e-14,,
$R_{x}$,,1469.255329023037,1.837977216026949e-88,,,,,,,,,,,,,,,,,,
$R_{y}$,0.0006806168949987321,,5.635035763934898e-116,,,,,,,,,,,,,,,,,,
$R_{z}$,5.440763853219265e+87,1.7746116296193805e+115,,,3.414024028186251e-17,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,2.9290947917881652e+16,,,6.66985770890126e+27,1.5557864873738486e-24,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,1.4992823590006273e-28,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,6.427617209145386e+23,,,6.354671780756574e-149,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1.5736453974353685e+148,,2.66137402245463e+38,1.975408674562329e+33,7.690063418096759e-34,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,3.757457582296844e-39,,4221794548.218073,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,5.062243640402965e-34,2.368660977171611e-10,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,1.3003793930317074e+33,,,,6.408044987031747e+43,,2.488741045503382e-34,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,1.5605383576796755e-44,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,4.0180958232146495e+33,,,,11977438021.773106,,,,4.713085398352706e+18,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,8.349030887758773e-11,,16.921938057678975,1966350541139.988,,52.74869182685968,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,5.085563225264259e-13,1.6568767709668206,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,0.05909488597532195,,0.6035451866565068,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,6.614689688218263e-05,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,2.1217523458189726e-19,0.018957816115750557,,,15117.867158321083,,,893449997655592.6
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.119256816412775e-15,,
$R_{x}$,,5.283966164200105e-70,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1.8925177961494037e+69,,4.192973824983343e-115,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,2.3849421478417474e+114,,,7055407610942401.0,,,,,,,,,1e-160,,1.709037890598231e-135,,,,6.056117176784316e-136,3.1131106264810835e-111
"$R_{x,z}$",,,1.4173525544421786e-16,,,9.554059505305178e+52,1.1255989364602375,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,1.0466754989800096e-53,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,0.8884159069524189,,,1e-160,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1e+160,,1.2850862620795523e+63,1.3806113671996645e+29,1.2623423558087983e-22,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,7.781578789752059e-64,,1.170657777133334e-34,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,7.243167945432247e-30,8.542206095864884e+33,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,7.921781245780093e+21,,,,6.054899731033028e+25,,4.037835482314871e-34,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,1.6515550123393864e-26,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,1e+160,,,,,,,,2.4765744032411766e+33,,,,,2.3752563818777145e+31,,,,9.608041885991361e+17,4403623331.105754
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,149.06289804304757,0.0008958587752087902,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,4.4793840895902206e-12,0.006708577473860813,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,5.851245343951739e+134,,,,,,,,,,,4.210071837421899e-32,223244977434.2707,,1116.2473680820267,,,64177465.63207372,106032062456971.83
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,,1.8161526332050577e-06,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,1.6512230044580828e+135,,,,,,,,,,,1.0407947965526793e-18,,1.5581793237722275e-08,,550614.5142852056,,,4.924249186755917e+21
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,3.212221215313359e+110,,,,,,,,,,,2.27085725733245e-10,,9.43110957976323e-15,,,,2.0307664418964903e-22,
$R_{x}$,,9.215840219747199e+21,2.0829368446837872e-142,,,,,,,,,,,,,,,,,,
$R_{y}$,1.085088256909288e-22,,4.602522361388402e-141,,,,,,,,,,,,,,,,,,
$R_{z}$,4.800913683735865e+141,2.1727216545197597e+140,,,,1.7067640144341463e+21,,,,,,,,1.0315512629125846e-130,,,5.854859959646635e-116,,,3.061922557842316e-124,
"$R_{x,z}$",,,,,,2.0657633929028806e-29,,,,,,,,,,,,,,,
"$R_{y,z}$",,,5.859040802026377e-22,,4.840825447074876e+28,,1.4239184092731638e-39,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,7.022874298748956e+38,,7.912447379110251e-135,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1.2638314696918075e+134,,1.0846496310054351e+21,6.268183287559088e+62,8.174022141071396e-14,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,9.219567051094946e-22,,2.0770856946251896e+36,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,1.595358581783611e-63,4.814437856789776e-37,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,12233879267042.537,,,,1.4117956006238668e+24,,1.0601459509233277e-40,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,7.083178326650855e-25,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,9.694137712327552e+129,,,,,,,,9.432663484957482e+39,,,,,,1.2799697329658998e+18,,,5821.4441385683085,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,1.7079827816417221e+115,,,,,,,,,,,7.81268473968393e-19,5278.946504064801,1032.3371670045212,,,,3444765.5278241695,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,9.08278894046077e-15,,0.0009686757698569041,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,110098341660823.62,0.0001894317359022293,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,3.265921920326694e+123,,,,,,,,,,,0.00017177868174922213,,,2.9029551994838785e-07,,56.24025040364363,,11107601996725.18
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,0.01778085966585976,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,9.002843280618327e-14,
$R_{x}$,,9.373638824403788e-21,1.6796990986308401e-121,,,,,,,,,,,,,,,,,,
$R_{y}$,1.066821560690552e+20,,6.091551077278777e-80,,,,,,,,,,,,,,,,,,
$R_{z}$,5.953447262162146e+120,1.641618017010408e+79,,,,7.574257762213684e-05,,,,,,,,,1e-160,,,,,,6.093483571413428e-118
"$R_{x,z}$",,,,,,0.014089384010834335,,,,,,,,,,,,,,,
"$R_{y,z}$",,,13202.613792585476,,70.97542371128705,,1.2833505417185261e-36,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,7.792103306871299e+35,,8.473204095204665e-147,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1.1801910927248185e+146,,1.2614222507672674e+53,3.936973100480575e+64,7.391807278338247e-39,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,7.927559541555131e-54,,4.169057681445354e+28,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,2.5400224346921063e-65,2.3986235653456205e-29,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,1.3528491238272789e+38,,,,2.3371385346927586e+24,,5.354586080204315e-31,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,4.278736519705113e-25,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,1.8675579867825057e+30,,,,7.0175051726510895e-12,,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,4.259812294696759e-06,,61361.28992489929,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,1e+160,,,,,,,,,,,142500785592.1847,,234752.12775101548,4585063.751459067,3.507791278771737e+20,,,1.5434003072144678e+47
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,2.1809947564671882e-07,1.6296919462154564e-05,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,2.8507967564995852e-21,,,,2271687848493.046,,0.001498452456993681
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,4.4020132460688346e-13,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,1.6410973924527095e+117,,,,,,,,,,,,6.479200472655096e-48,,,667.3551738880542,,,
$R_{x}$,,2.4001803011446787e-34,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,4.166353667360266e+33,,2.370485731489919e-86,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,4.218544691983744e+85,,,,3.070576773808805e-37,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1.0885870081852304e-85,,,,,,,,,,,,,,,
"$R_{y,z}$",,,3.256717137085551e+36,,9.18622023302563e+84,,1.796405764243513e-25,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,5.566671071227114e+24,,1e-160,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1e+160,,5.1110582170140975e+54,4.826089862606739e+41,2.937666666188567e-05,,,4.7302153290340046e-52,,9.230045571198141e-42,,,,1.828944437226143e-28,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.9565419870803277e-55,,1.4104670109633622e-22,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,2.0720708243502643e-42,7.089850327778958e+21,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,34040.62181423175,,,,3.882910800743725e+32,,3.0317260697393776e-42,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,2.575387515490858e-33,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,2.114068663770996e+51,,,3.2984510374512993e+41,,,,,45.42422430907754,,,,7.368174739782811e+18,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,1.0834182694833555e+41,,,,,,0.02201468523041264,1.0534218966141458e+17,,15219308938.688002,,,8818.351277173442,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,61481644377.922264,6.570600570818074e-11,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,9.492872734221192e-18,1.6265017146468756e-11,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,,0.0012106880598357214,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,5.467634662082155e+27,,,,,,1.3571882254647461e-19,,0.00011339988265023292,,825.9765939507905,,,63527325507.43053
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,1.574125767159888e-11,
$R_{x}$,,1.1881365790688362e+23,8.986040415912116e-80,,,,,,,,,,,,,,,,,,
$R_{y}$,8.416540805297972e-24,,1.1042965272052743e-143,,,,,,,,,,,,,,,,,,
$R_{z}$,1.1128371938203623e+79,9.055538755797546e+142,,,1.0214760425473698e-54,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,9.789754809189527e+53,,,2.3250989820776075e+31,1.2039381500746221e-61,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,4.300892167207623e-32,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,8.306074526652538e+60,,,1e-160,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1e+160,,3.0649002548824415e+100,1.3703439070203778e+29,1.0558423659832486e-28,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,3.2627489211336715e-101,,4.430505245490502e-40,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,7.297438218807137e-30,2.2570789212310024e+39,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,9.47111076631931e+27,,,,2.2490925988831683e+17,,5.214529602760683e-52,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,4.44623756485869e-18,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,1.9177185214761822e+51,,,,98495631.46882,,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,1.0152734543527062e-08,,381623.1702281174,1472289400.8814726,,961694583713535.0,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,6.792142899359944e-10,5148466.09206725,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,2.6203859671367555e-06,,1.9423260872608225e-07,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,1.039831165668575e-15,,,1912.5944201218888,,,9.760993964436539e+20
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,0.0005228500038896226,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.024485829663891e-21,,
$R_{x}$,,3.524656237887643e-25,1.0065197824078922e-110,,,,,,,,,,,,,,,,,,
$R_{y}$,2.8371561153983876e+24,,9.153564666777904e-109,,,,,,,,,,,,,,,,,,
$R_{z}$,9.935224498098836e+109,1.0924705690116728e+108,,,,4.749649828022559e-42,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,0.00018514128554214242,,,,,,,,,,,,,,,
"$R_{y,z}$",,,2.1054183702134817e+41,,5401.280417124342,,1126830300551707.2,1.2679796598935678e-125,,,,,,1e-160,,,,,,,
"$R_{x,y,z}$",,,,,,8.874450744805053e-16,,1e-160,,,,,,,,,,,,,
