QID,ResampleThreshold,CorrectModel,ResamplerA,LogFile,ParamConfiguration,PHGPrefactor,NameNonAlph,ConfigLatex,FinalParams,Time,LatexName,NumExperiments,NameAlphabetical,NumParticles,NumBayesTimes
42,0.5,0,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_42.qmd.7052677.log,config_p300_e300_b150_ra0.95_rt0.5_rp1.0,1.0,xTiPPzTiPPyTiPPyTyPPxTxPPzTzPPxTy,$P_{300}E_{300}B_{150}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.29968607  0.03440411]
 [ 0.2806061   0.03202591]
 [ 0.1988951   0.04520406]
 [ 0.14763605  0.05096507]
 [ 0.22929976  0.03062543]
 [ 0.18333017  0.03131687]
 [ 0.09251702  0.03253153]]",1070.7463183403015,"$R_{x,y,z}HF_{x,y,z}T_{xy}$",300,xTiPPxTxPPxTyPPyTiPPyTyPPzTiPPzTz,300,150
28,0.5,0,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_28.qmd.7052663.log,config_p700_e200_b100_ra0.95_rt0.5_rp1.0,1.0,yTiPPxTiPPzTiPPzTzPPxTxPPyTyPPyTzPPxTz,$P_{700}E_{200}B_{100}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.22658766  0.07385076]
 [ 0.19401002  0.05658482]
 [ 0.33613563  0.05944217]
 [ 0.21761275  0.07096642]
 [ 0.24172596  0.07154836]
 [ 0.2297613   0.0695455 ]
 [ 0.15940619  0.11501981]
 [ 0.09057698  0.06969317]]",1595.7327437400818,"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",200,xTiPPxTxPPxTzPPyTiPPyTyPPyTzPPzTiPPzTz,700,100
18,0.5,0,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_18.qmd.7052653.log,config_p300_e150_b75_ra0.95_rt0.5_rp1.0,1.0,zTiPPyTiPPxTiPPxTxPPyTyPPzTzPPxTz,$P_{300}E_{150}B_{75}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.27716494  0.06258439]
 [ 0.22129943  0.04879534]
 [ 0.31078692  0.04415082]
 [ 0.17026982  0.05733207]
 [ 0.14248346  0.09075901]
 [ 0.26640394  0.07993742]
 [ 0.18284476  0.0684496 ]]",644.9461030960083,"$R_{x,y,z}HF_{x,y,z}T_{xz}$",150,xTiPPxTxPPxTzPPyTiPPyTyPPzTiPPzTz,300,75
6,0.5,1,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_6.qmd.7052641.log,config_p1100_e50_b25_ra0.95_rt0.5_rp1.0,1.0,yTiPPzTiPPxTiPPzTzPPyTyPPxTx,$P_{1100}E_{50}B_{25}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.23050359  0.07825127]
 [ 0.19824677  0.07099985]
 [ 0.26946993  0.09312342]
 [ 0.1860062   0.07352308]
 [ 0.21512138  0.07751914]
 [ 0.27874927  0.09890754]]",659.6490907669067,"$R_{x,y,z}HF_{x,y,z}$",50,xTiPPxTxPPyTiPPyTyPPzTiPPzTz,1100,25
1,0.5,1,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_1.qmd.7052636.log,config_p100_e50_b25_ra0.95_rt0.5_rp1.0,1.0,yTiPPxTiPPzTiPPzTzPPyTyPPxTx,$P_{100}E_{50}B_{25}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.29425174  0.08882132]
 [ 0.17943249  0.07694209]
 [ 0.31855239  0.08526091]
 [ 0.25076032  0.06629262]
 [ 0.26768294  0.08043133]
 [ 0.28827475  0.07971134]]",152.11603593826294,"$R_{x,y,z}HF_{x,y,z}$",50,xTiPPxTxPPyTiPPyTyPPzTiPPzTz,100,25
33,0.5,0,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_33.qmd.7052668.log,config_p100_e250_b125_ra0.95_rt0.5_rp1.0,1.0,zTiPPxTiPPyTiPPyTy,$P_{100}E_{250}B_{125}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.20434831  0.01042072]
 [ 0.07244457  0.00788466]
 [ 0.11411949  0.02690001]
 [ 0.29427834  0.00702337]]",360.20463514328003,"$R_{x,y,z}HF_{y}$",250,xTiPPyTiPPyTyPPzTi,100,125
49,0.5,1,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_49.qmd.7052684.log,config_p100_e350_b175_ra0.95_rt0.5_rp1.0,1.0,xTiPPzTiPPyTiPPzTzPPxTxPPyTy,$P_{100}E_{350}B_{175}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.24864133  0.01236045]
 [ 0.20674333  0.05395248]
 [ 0.23586169  0.04036163]
 [ 0.28990813  0.03944082]
 [ 0.13753062  0.08031538]
 [ 0.26578191  0.04685106]]",538.3391451835632,"$R_{x,y,z}HF_{x,y,z}$",350,xTiPPxTxPPyTiPPyTyPPzTiPPzTz,100,175
7,0.5,0,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_7.qmd.7052642.log,config_p1300_e50_b25_ra0.95_rt0.5_rp1.0,1.0,zTiPPyTiPPxTiPPxTx,$P_{1300}E_{50}B_{25}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.26155126  0.06157908]
 [ 0.25242157  0.05326124]
 [ 0.2030432   0.0708341 ]
 [ 0.1427597   0.0631458 ]]",711.7577719688416,"$R_{x,y,z}HF_{x}$",50,xTiPPxTxPPyTiPPzTi,1300,25
30,0.5,0,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_30.qmd.7052665.log,config_p1100_e200_b100_ra0.95_rt0.5_rp1.0,1.0,xTiPPzTiPPyTiPPzTzPPxTxPPyTyPPyTzPPxTyPPxTz,$P_{1100}E_{200}B_{100}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.24121137  0.07852415]
 [ 0.25081555  0.07258256]
 [ 0.05615203  0.06221999]
 [ 0.19557852  0.0747619 ]
 [ 0.17914974  0.06745098]
 [ 0.2733996   0.08172823]
 [ 0.11911676  0.06763197]
 [ 0.18037688  0.07313515]
 [ 0.30421749  0.07348353]]",2988.1674094200134,"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",200,xTiPPxTxPPxTyPPxTzPPyTiPPyTyPPyTzPPzTiPPzTz,1100,100
40,0.5,0,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_40.qmd.7052675.log,config_p1500_e250_b125_ra0.95_rt0.5_rp1.0,1.0,zTiPPxTiPPyTiPPxTxPPzTzPPyTyPPxTz,$P_{1500}E_{250}B_{125}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.19812201  0.05456933]
 [ 0.2202666   0.05122611]
 [ 0.29088114  0.0614346 ]
 [ 0.19412463  0.05792592]
 [ 0.24557802  0.06730203]
 [ 0.35037342  0.05417143]
 [ 0.2196388   0.05694811]]",4058.039034843445,"$R_{x,y,z}HF_{x,y,z}T_{xz}$",250,xTiPPxTxPPxTzPPyTiPPyTyPPzTiPPzTz,1500,125
13,0.5,0,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_13.qmd.7052648.log,config_p900_e100_b50_ra0.95_rt0.5_rp1.0,1.0,yTiPPxTiPPzTiPPxTxPPyTyPPzTzPPxTy,$P_{900}E_{100}B_{50}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.12549318  0.10055205]
 [ 0.0988003   0.07261956]
 [ 0.30436437  0.06632652]
 [ 0.20562224  0.07334014]
 [ 0.19029314  0.12019934]
 [ 0.28186339  0.08266814]
 [ 0.18499565  0.08767999]]",1035.07453250885,"$R_{x,y,z}HF_{x,y,z}T_{xy}$",100,xTiPPxTxPPxTyPPyTiPPyTyPPzTiPPzTz,900,50
31,0.5,1,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_31.qmd.7052666.log,config_p1300_e200_b100_ra0.95_rt0.5_rp1.0,1.0,zTiPPxTiPPyTiPPyTyPPzTzPPxTx,$P_{1300}E_{200}B_{100}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.31640201  0.07230854]
 [ 0.22595972  0.04340736]
 [ 0.23231596  0.0631944 ]
 [ 0.19848444  0.05430444]
 [ 0.28793103  0.04863665]
 [ 0.24880405  0.05140063]]",2305.113984107971,"$R_{x,y,z}HF_{x,y,z}$",200,xTiPPxTxPPyTiPPyTyPPzTiPPzTz,1300,100
55,0.5,0,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_55.qmd.7052690.log,config_p1300_e350_b175_ra0.95_rt0.5_rp1.0,1.0,zTiPPxTiPPyTiPPzTzPPxTxPPyTyPPxTyPPxTzPPyTz,$P_{1300}E_{350}B_{175}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.20870267  0.03570942]
 [ 0.239851    0.05951573]
 [ 0.2389694   0.03734346]
 [ 0.1965811   0.03491052]
 [ 0.1339261   0.03537302]
 [ 0.16795852  0.03522186]
 [ 0.10955239  0.03469771]
 [ 0.10196329  0.05142636]
 [ 0.20639325  0.04119145]]",5381.7919936180115,"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",350,xTiPPxTxPPxTyPPxTzPPyTiPPyTyPPyTzPPzTiPPzTz,1300,175
16,0.5,0,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_16.qmd.7052651.log,config_p1500_e100_b50_ra0.95_rt0.5_rp1.0,1.0,zTiPPyTiPPxTiPPyTyPPzTzPPxTxPPyTz,$P_{1500}E_{100}B_{50}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.22402656  0.09517169]
 [ 0.20179121  0.07979959]
 [ 0.28773708  0.07554076]
 [ 0.24668478  0.08011965]
 [ 0.2013977   0.08193798]
 [ 0.23530134  0.08980968]
 [ 0.2400175   0.08880742]]",1670.8909640312195,"$R_{x,y,z}HF_{x,y,z}T_{yz}$",100,xTiPPxTxPPyTiPPyTyPPyTzPPzTiPPzTz,1500,50
47,0.5,1,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_47.qmd.7052682.log,config_p1300_e300_b150_ra0.95_rt0.5_rp1.0,1.0,zTiPPxTiPPyTiPPzTzPPyTyPPxTx,$P_{1300}E_{300}B_{150}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.30908967  0.04405173]
 [ 0.22045368  0.03258984]
 [ 0.14080233  0.04385185]
 [ 0.23107903  0.03559622]
 [ 0.30219876  0.03204036]
 [ 0.23205845  0.05197365]]",5493.177521705627,"$R_{x,y,z}HF_{x,y,z}$",300,xTiPPxTxPPyTiPPyTyPPzTiPPzTz,1300,150
54,0.5,0,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_54.qmd.7052689.log,config_p1100_e350_b175_ra0.95_rt0.5_rp1.0,1.0,zTiPPxTiPPyTiPPxTxPPyTy,$P_{1100}E_{350}B_{175}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.28920261  0.07880401]
 [ 0.26818832  0.03840429]
 [ 0.36828958  0.04317015]
 [ 0.24571613  0.04443867]
 [ 0.24728208  0.03036356]]",4024.8552751541138,"$R_{x,y,z}HF_{x,y}$",350,xTiPPxTxPPyTiPPyTyPPzTi,1100,175
26,0.5,0,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_26.qmd.7052661.log,config_p300_e200_b100_ra0.95_rt0.5_rp1.0,1.0,zTiPPxTiPPyTiPPyTyPPzTzPPxTxPPxTzPPxTyPPyTz,$P_{300}E_{200}B_{100}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.19211377  0.0814708 ]
 [ 0.19023696  0.06802597]
 [ 0.25767914  0.11292303]
 [ 0.1196218   0.05319197]
 [ 0.21755222  0.07407807]
 [ 0.25479717  0.08042754]
 [ 0.20121112  0.08043875]
 [ 0.17370406  0.06165368]
 [ 0.26949356  0.07360375]]",649.9949297904968,"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",200,xTiPPxTxPPxTyPPxTzPPyTiPPyTyPPyTzPPzTiPPzTz,300,100
9,0.5,0,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_9.qmd.7052644.log,config_p100_e100_b50_ra0.95_rt0.5_rp1.0,1.0,zTiPPxTiPPyTiPPyTyPPxTxPPzTzPPyTz,$P_{100}E_{100}B_{50}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.23792     0.07429944]
 [ 0.2118911   0.05870807]
 [ 0.20371011  0.13735647]
 [ 0.29986364  0.08535581]
 [ 0.2475197   0.05072031]
 [ 0.26744658  0.07870745]
 [ 0.1822636   0.103589  ]]",225.15070366859436,"$R_{x,y,z}HF_{x,y,z}T_{yz}$",100,xTiPPxTxPPyTiPPyTyPPyTzPPzTiPPzTz,100,50
37,0.5,1,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_37.qmd.7052672.log,config_p900_e250_b125_ra0.95_rt0.5_rp1.0,1.0,yTiPPzTiPPxTiPPzTzPPxTxPPyTy,$P_{900}E_{250}B_{125}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.2727204   0.05281748]
 [ 0.24754892  0.03335844]
 [ 0.26356744  0.03165806]
 [ 0.27168089  0.04220936]
 [ 0.20067803  0.03913929]
 [ 0.23867244  0.03628197]]",2693.130631685257,"$R_{x,y,z}HF_{x,y,z}$",250,xTiPPxTxPPyTiPPyTyPPzTiPPzTz,900,125
19,0.5,0,0.95,/panfs/panasas01/phys/bf16951/QMD/ParallelDevelopment/logs/timing_tests_19.qmd.7052654.log,config_p500_e150_b75_ra0.95_rt0.5_rp1.0,1.0,zTiPPxTiPPyTiPPzTzPPyTyPPxTxPPxTyPPyTz,$P_{500}E_{150}B_{75}RT_{0.95}RA_{0.5}RP_{1.0}$,"[[ 0.30662022  0.05120678]
 [ 0.17903192  0.09171177]
 [ 0.31913683  0.06341417]
 [ 0.24413278  0.06674394]
 [ 0.21464454  0.04873555]
 [ 0.229142    0.07710189]
 [ 0.03270568  0.0622551 ]
 [ 0.27540932  0.07392841]]",945.8446872234344,"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",150,xTiPPxTxPPxTyPPyTiPPyTyPPyTzPPzTiPPzTz,500,75
