ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y}$"
"$S_{x,y,z}HF_{y}$",,,,,,,,7.834672192785222e-10,0.0008478417496966478,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,6.050360505295296e+77,,1.0975060588644536e+73,1276377588.485295,,6.774631290519362,,,1.6016575433803633e-74,7.812272790925254e-81,,,,,7.441475396933142e-24,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,9.048678491308354e-17,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,9.592668994986848e-82,,,,,,,,1.1051337507024292e+16,
"$S_{x,y,z}HF_{x,y,z}$",,,,1e+160,,,,6.24353192187051e+73,,,1.042462739538498e+81,,6377367814.800085,,,,,3.367982428862147e+40,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.006525320132005047,,4.158370783364263e+30,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.5231985315258935e-57,2.404787961671292e-31,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1.9622790234307234e+155,,,,1.280037227017471e+80,,,,1.5680450446644775e-10,,153.24918621160862,3.963223612829444e+56,,,1.8539698089218122e+51,3.4135702133235503e+34,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,5.6947736225197395e-11,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,2.9294841983823476e-35,,,17559960523.198723,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,3.1762854695360117e+89,,,,1.3438195339759243e+23,,,,2.969136630376792e-41,5.3938310925438224e-52,,,,,,,,
$S_{x}$,,3.3946350299796057e-16,18544837.150418244,,,,,,,,,,,,,,,,,,
$S_{y}$,2945824782836839.5,,1.935568491418712e+52,3.4627749994037644e-107,,,,,,,,,,,,,,,,,
$S_{z}$,5.392336378523803e-08,5.166440786949528e-53,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,2.8878572825903628e+106,,,,,,,5.1569687079846654e-110,,,1e-160,1e-160,,,,,1.8760003876787453e-159,,,7.055811647159376e+94
"$S_{x,y}$",,,,1.4172713927285651e-95,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,3.016381423627079e-119,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.038018202296025476,,3.31789075664932e-17,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,26.30319004074905,6.954578035897138e-54,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,1.939123653109771e+109,,3.3152306010343336e+118,1.4379017603057212e+53,3.013963006454988e+16,,,,1.4819904152937192e-91,2.2163943715078783e-67,,,,,1.0683262977221195e-47,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,9.106284829695448e+24,9.976850950533103e-81,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.0981426769553882e-25,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1e+160,,,,,6.747681966632744e+90,1.0023202761654629e+80,,,3.3569568707626046e+26,,,,,8.889648722150263e+35,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.935268608329313e-46,,2.300073514793985e-19,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1e+160,,,,,4.5118324286289835e+66,,,2.978888435265564e-27,,5.167241362238001e+45,351668275250.4792,,,1.5622514144999885e+19,30318932.886749197,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.8435888886699837e-12,4.3476871220334403e+18,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,3.298269116974916e-08,,,1.717478038348638e+17,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,5.82249075488327e-18,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,5.330489303562151e+158,,,,,9.360436059022374e+46,,,1.1249038418225777e-36,6.401018368225055e-20,,,,,,,,
$S_{x}$,,1.343739106632689e-144,4.173048829058501e+32,,,,,,,,,,,,,,,,,,
$S_{y}$,7.441920794475693e+143,,8.501419491747775e+155,1e-160,,,,,,,,,,,,,,,,,
$S_{z}$,2.3963294966419412e-33,1.1762741515939636e-156,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,2.2815374449733918e-132,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,,,,,3.696321990087929e-40,,,,1.7604506919397242e-113,,5.894715337981459e-99,,,2.4581988111970913e-63,,,,4.383009370296188e+131
"$S_{x,y,z}$",,,,,,,,3.2610949774464165e-62,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,2.7053920158514427e+39,,3.0664546936411057e+61,1523823.2337827755,,6.422906757418178e+24,,,3.7631982314745523e-72,,2.2356480341156696e-70,,,3.046362026639751e-45,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,6.56244095660345e-07,6693306.879312418,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.4940298092274632e-07,1.556927475001943e-25,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,7.170816938310298e-49,,,,,,,,7.412562446217686e+19,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.3490611475526351e-20,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,5.680363582908227e+112,,,,2.6573141739816485e+71,,,1.3945412476749629e+48,,,10960.836608947899,,,8.244299121154988e+32,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,41163.72234105385,1.7540144210191266e-07,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,1.6964347600582053e+98,,,,4.472975999531871e+69,,,,9.123391176031656e-05,1.6902966456231617e+19,,5701207.401812437,,21398.968775321227,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,5.91612130680961e-20,2.4293235478431675e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,4.068019215716002e+62,,,,3.2826039428512592e+44,,,,1.2129593860004253e-33,,4.673122385006091e-05,,427077536048.4604,,3.989393341697215e+46,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,2.3414951983953804e-12,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,2.506646786487512e-47,,,,
$S_{x}$,,1e-160,4.8486996667396495e-140,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.7518956104551525e-80,,,,,,,,,,,,,,,,,,
$S_{z}$,2.06240862237693e+139,2.104423333289968e+79,,7.806535987751982e-129,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,3.8217303990691706e-50,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,1.2809778902818664e+128,,2.6166157619165454e+49,,,,3.6019053525196946e-80,,,1.4673996178756267e-133,,,7.882246364838907e-143,,,1.3089445190009088e-114,,,
"$S_{x,y,z}$",,,,,,,,,1.3693332723963737e-93,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,2.7763083760667256e+79,,7.302824083504306e+92,8.735367016439686e+20,1.4087173841708542e+23,,,,1.1079706677034012e-61,,,8.840534726495612e-69,,,2.516017018283787e-23,,,
"$S_{x,y,z}HF_{z}$",,,,,,,2.7209234022486582e-12,,7.098655920886376e-24,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,367522290106.9424,1.1447715913000925e-21,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,15577467640993.69,,3.5470179324087282e-50,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,6.419528661824329e-14,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,6.814776205596351e+132,,,,,9.025509692172605e+60,,2.8192696486338725e+49,,,,26.86265754162008,,,3.419906045657784e+38,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,222190961038.6032,6.176621472773852e-18,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,4.500633128033778e-12,,4.431406747963672e-31,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,1.2686738700033483e+142,,,,,1.1311532966472493e+68,,,0.03722639870796977,1.619008068420471e+17,2.2566197527670458e+30,,,,2.4903628946115937e+31,1394907823087.4443,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,7.168932480331439e-13,,5422062315657.7705,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,1.844316685760345e-13,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,7.639743209003847e+113,,,,,3.9745359142368406e+22,,,2.924056937966728e-39,,,4.0154790378691523e-32,,,,,,
$S_{x}$,,6.848039833149293e-105,2.4401089668144475e+55,,,,,,,,,,,,,,,,,,
$S_{y}$,1.4602718797856607e+104,,5.710391682457075e+96,5.395419758153205e-120,,,,,,,,,,,,,,,,,
$S_{z}$,4.098177637146656e-56,1.75119336046966e-97,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,5.908046214757506e-60,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.8534239129195933e+119,,,,,,1.1291212003631371e-69,,,,2.097440189409206e-118,8.370132005429999e-117,,,,,7.871483447715146e-14,,,1.6926069357787593e+59
"$S_{x,y,z}$",,,,,,,,2.490574568095384e-66,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,8.856445168848036e+68,,4.015137763029234e+65,1884305990828.8613,,7438338.075244837,,,1.9342591168806845e-75,6.515584684070496e-72,,,,,1.4770027034695584e-09,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,5.30699368821793e-13,5.030505447416943e-33,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.9878718161680525e+32,1.344386326467266e-07,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,1.6192939501371401e-52,,,,,,,,4.0539655560868666e+17,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,2.4667205139386053e-18,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,4.7677164052133174e+117,,,,5.169938149820727e+74,,,6.175531007914337e+51,,4.4370527368047096e-16,,,,,1.8825503832228784e+57,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,3.137811126138494e-14,2.238645949749142e-08,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,6.199491496874573e-15,,44669859.479658134,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1.1947242879219405e+116,,,,1.534781678833568e+71,,,,2253748285895150.5,,161303552154905.34,31869349677226.65,,,1.0236625077487602e+52,1.2565653985267019e+36,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,7.958200991150006e-37,,,5358932.5049975235,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,1.8660432820667931e-07,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,12704085661137.607,,,,677046831.1608005,,,,5.311942824542233e-58,9.768844638055575e-53,,,,,,,,
$S_{x}$,,2.1844591754700518e-129,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,4.577792120032731e+128,,3.983193131658319e-123,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.510548615009463e+122,,1.1827951723756536e-45,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,2.255524417907345e-96,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,8.454549218285123e+44,,4.433558741641959e+95,,,6.722352649642831e-38,,,,9.098601103645265e-62,4.261032844938957e-106,,,,,1.1817408997596492e-96,,,
"$S_{x,y,z}$",,,,,,,,1.9543924115179793e-73,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.1544053372964963e-11,2.1544586956718708e-20,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,1.4875744432317626e+37,,5.116679711334422e+72,152214.86310634753,,4.641537115605499e+19,,,4.0192663514537805e-47,2.4587975596224175e-66,,,,,2.9456363921630315e-46,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,6.569660673027264e-06,46416520730.25739,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,0.9461546311189857,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,1.0805661085244694e-32,,,,,,,,1.0569096922532981,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.0990700533067219e+61,,,,2.4880162511207973e+46,,,9.254408333845638e+31,,4.611465221991091e-21,,,,,4.7649143883100065,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,5.308540338981236e-22,,22237985706082.11,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,3.725345526101858e-18,4.496810157254931e-14,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,2.3468488425001236e+105,,,,4.0670286013849953e+65,,,,2.1685081679272218e+20,,1.883756995603636e+21,2.6843147648813773e+17,,,32284795281263.914,6.272641889372287e+54,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,1.7706620769889625e-06,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,1.5942245988796143e-55,,,564760.5000387849,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,8.462091818971376e+95,,,,3.3948521367421144e+45,,,,0.20986735930730427,3.097433300375728e-14,,,,,,,,
$S_{x}$,,4.8269127773688195e-92,2.288511427538764e-138,,,,,,,,,,,,,,,,,,
$S_{y}$,2.0717175679837045e+91,,4.204023044751872e-12,,,,,,,,,,,,,,,,,,
$S_{z}$,4.369652639556511e+137,237867392579.67642,,2.59147357893407e-91,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,3.8588083943009824e+90,,2.3399797443015995e+24,,,,3.3168690880266875e-23,,,2.9000057071749284e-155,,2.1987742546238385e-118,,,,9.549636575559982e-103,,,
"$S_{x,z}$",,,,4.273541266479913e-25,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,4.510365694400193e-31,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,90996.5649517969,,0.0006487569689325768,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.098942581546594e-05,0.007326759135083228,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,3.0148913733430833e+22,,2.2171151249255503e+30,136.48599354271533,1541.409260921445,,,,1.794041566690112e-83,,1.0468224488228959e-55,,,,9.631455923432411e-52,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,32689020509.16121,3.84951259316252e-56,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,3.0591311223893864e-11,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,3.448269075905236e+154,,,,,5.5740068600803594e+82,2.597731468072591e+55,,,,5.838288145063587e+16,,,,5.757331927820804e+38,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,4.5479884890278464e+117,,,,,9.552718334656028e+54,,,1.7128308421116968e-17,150221923488.57217,,4.497297587866764e+28,105791865798.22784,,0.42938965628888703,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,6.656817971553087e-12,381058340.3440211,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.6242700765903607e-09,2.22355754864409e-29,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,0.05272272264763746,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,9.452522577749558e-12,,,18.9671540046085,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.0471602684433684e+102,,,,,1.0382646278503915e+51,,,1.7369156625619603e-39,,2.3288870268621813,,,,,,,
$S_{x}$,,2.594565756000384e-92,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,3.854209505722976e+91,,4.719405393135861e-159,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.1189109997934273e+158,,,1.8169919308856128e-140,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,5.503601766203738e+139,4.361364128210485e+17,,,,2.162787694111661e-63,,,,3.840835248694658e-146,2.395488425564228e-139,,,,,3.8375819213935644e-117,,,
"$S_{y,z}$",,,,,2.2928606064596372e-18,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,7.935345455581889e-84,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,42105.6956040824,2.5616488789985297e-08,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,4.623662335062147e+62,1.2601845825080987e+83,1.0184633964190364e+20,,39037356.29806328,,,1.7281841992208904e-83,4.9081013290138e-87,,,,,1.3438767810119377e-41,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,9.818713205757276e-21,2.3749756075827518e-05,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,2.054932431737813e-55,,,,,,,,26790.998665167062,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,3.7325969535438525e-05,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,2.6036003505744194e+145,,,5.7864202233235644e+82,,,4.866340053596415e+54,,30249653117.196068,,,,,6.2450658858342655e+28,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,5.553203035518242e-47,,1.1846499007042473e-47,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,4.1745140127924525e+138,,,2.0374477480499229e+86,,,,3.3058230325012503e-11,,1.8007625393921455e+46,47496.177275783004,,,1.147163479867528e+44,2.511148425818693e+27,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.105432599751291e-05,8.441312487389927e+46,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,6.710731417850465e-15,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,3.9822417094838855e-28,,,149015053312968.53,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,2.605807564459403e+116,,,7.441158401791875e+40,,,,1.601264131205258e-29,8.7171533748222e-45,,,,,,,,
$S_{x}$,,3.815326683506932e-81,8.64641911351522e+61,,,,,,,,,,,,,,,,,,
$S_{y}$,2.6210075386803585e+80,,8.098087487241436e+132,5.251817948334734e-44,,,,,,,,,,,,,,,,,
$S_{z}$,1.15654814654647e-62,1.2348594672205051e-133,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.9041025599851263e+43,,,,,,,2.7448965133883773e-69,,,3.4011004245636647e-140,6.021877009262683e-108,,,,,3.422040157850838e-75,,,3.3077571067477205e+154
"$S_{x,y}$",,,,3.02319658828646e-155,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,3.800905601520615e-115,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,2.4275401042059786e+18,,2.6302857400320597e-12,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,4.119396413955801e-19,1.67166826883934e-34,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,3.643124595490021e+68,,2.6309519489248394e+114,5.982048105120236e+33,380186830951.61035,,,,1.6279279427750093e-42,3.56598440834303e-45,,,,,2.2443794365070876e-08,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1.8067524056428202e-22,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,5.534792685908795e+21,,8.797454565310169e-30,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.940224854219917e+139,,,,,6.142778029200564e+41,,1.1366924291296336e+29,,1.9743723496521866e+17,,,,,6.472613457384667e+50,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.3445155588401233e-30,,2.1441203419597016e-11,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,6.544091478851318e-15,46639173204.523186,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1.6606117967235598e+107,,,,,2.804274740126135e+44,,,5.064900752769173e-18,,7.437623115813346e+29,152809599809495.56,5.488676501869175e+16,,1.16588235665767e+34,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,8.749700652421033e-22,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,1.8219328460320967e-17,,,,,,1.1428962426540856e+21,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2.922233386729264e+74,,,,,44555745.95516225,,,1.5449709867334815e-51,8.577194725433375e-35,,,,,,,,
$S_{x}$,,1.805194029658705e-28,2.8153953365356345e+47,,,,,,,,,,,,,,,,,,
$S_{y}$,5.539570725198237e+27,,2.0347948681663334e+78,9.055531100607686e-144,,,,,,,,,,,,,,,,,
$S_{z}$,3.5518990424645215e-48,4.914500304893906e-79,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,1.4107453971201268e-61,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.104297460734129e+143,,,,,,5.119686114070656e-64,,,,2.519242925423265e-124,,,,,,5.630207713985748e-100,1.1736133276725428e-119,,7.088451268679551e+60
"$S_{x,y,z}$",,,,,,,,1.0356840540302522e-98,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,1.9532447453207268e+63,,9.655454248895775e+97,3.9221422204891563e+40,,2.745110858208641e+48,,,1.6231149240277417e-50,,,,,,1.3038999698327133e-15,2.4133995571146917e-73,,
"$S_{x,y,z}HF_{y}$",,,,,,,,2.5496270756731595e-41,0.13756086302367235,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,7.269509495792518,3.642840131609706e-49,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,5.296033406966632e-24,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,1.5044865971455386e-44,,,,,,,,1.888205611929405e+23,
"$S_{x,y,z}HF_{x,y,z}$",,,,3.969446494851175e+123,,,,6.160993193990916e+49,,,6.646785700167082e+43,,,,,,,1.9221265478697977e+27,2102597668186817.2,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,4486957.179130265,0.0004189959232338083,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,2.228681844014915e-07,,8.202226851692227e-29,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2386.658066460421,1.2191811054258843e+28,,,,,2.2429004903450116e-07,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,7.023128891655443e-32,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,8.520693966411877e+118,,,,4.1435327070149005e+72,,,,4.756021635191642e-16,,,4458512.556864153,,1.4238667913216767e+31,2.96119056608529e+23,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.776133405373206e+99,,,,766929997036733.8,,,,5.202571085177783e-28,,,,,,,3.37702007919742e-24,,
$S_{x}$,,1.4975096050880327e-123,4.802011477832073e-122,,,,,,,,,,,,,,,,,,
$S_{y}$,6.677753495552464e+122,,6.533842845335735e-19,,,,,,,,,,,,,,,,,,
$S_{z}$,2.082460661779722e+121,1.5304928870670075e+18,,,1e-160,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,3.6094043171803155e-26,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,2.770540266824984e+25,,,1.3563093095011378e-50,,,,,1.679229070768194e-110,2.7655717105017564e-106,,,,,6.918073984172357e-51,,,
"$S_{x,y,z}$",,,,,,,2.578630793525903e-43,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,0.5689538071728865,0.001385062507374007,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.8612257231430187e-35,,721.9890760713307,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,7.372949466577123e+49,3.878027061922445e+42,,5.37280345723633e+34,1.7576119315713317,,,1.1104984786288455e-68,2.202569979811999e-43,,,,,203.79883731494903,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,1.027518033391472e-59,,,,,,,,3.173292363041991e+37,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,3.151301190040293e-38,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,5.955113673338991e+109,,9.004965060688059e+67,,,9.732189290141753e+58,,,84256945350.05107,,,,,4.60070446001293e+35,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,3.6158888818636724e+105,,4.5401508654238324e+42,,,,,1.1868457797104246e-11,,675374670204640.2,1.0139601225854732e+36,,,1.2408933526848341e+35,5.2545457421387285e+44,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.4806596162349372e-15,,8.105225017258779e+24,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,9.862320792755867e-37,1.2337720394815197e-25,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,1.9031140826894307e-45,,,24742357121.734264,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,4.0416521153579855e-11,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.4454890223606576e+50,,0.004906799337891257,,,,,2.17358017384405e-36,8.058710265764338e-36,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,6.471977175210462e+50,4.1046027885027185e-61,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.5451228781063818e-51,,,,,,,,,,,,,,,,,,,
