ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.0354543148531997e-06,,8.334584251780174e-08,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,9.206630635757267e-40,,0.00031722682029980236,,,65239371251.558395,,28390956423165.51,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,1.5328167344594275e-11,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,3.5222483705552557e-14,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.5254732568737232e-66,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6.555342714098978e+65,,4.055024580278618e-69,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,2.1509754414370243e-30,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,2.466076296709626e+68,,,1.811601599435168e-66,,,,,,,,,,,,,,4.6490535444324725e+29,
"$\hat{S}_{x,y,z}$",,,,5.519977462549084e+65,,,0.11658168506292266,,,0.4461639478645009,,,11.589689277042414,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,6.708539152186165e-33,30977782.796075366,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,8.57767666902627,,3.1754991301558115e+42,1.4906374954584889e+32,326.6809626436039,,,8.818120336842371e-23,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.1491112389343757e-43,,3.2281199935545154e-08,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,2.2413285627096386,0.0030610905266951864,,,,258624.37150703432,5.844855021246791e+20,2.388510776152691e-13,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,3.866611619674061e-06,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.7109064234525458e-21,,,1.9733568338217457e-27,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.0991127118627933e-10,1658.88439345075,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.2770878964763376e-06,,0.0006028147615035651,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,0.08628359018915745,1.1340285251290686e+22,,,4186709182910.853,,5.06750721846554e+26,,783031.459901185,9098247970.448677,4.1017434964044485e+26,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,2.43798765299827e-27,,,,,140136.5703961928,21554956794702.273,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,4.639304126305545e-14,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,7.1358960560602366e-06,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.389537019386025e+111,1.372273277562218e-133,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.184911101552815e-112,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,7.28717826362148e+132,,,2.89167883905389e+16,3.4229580517907274e-23,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,3.458198699296716e-17,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,2.921449766165986e+22,,,4.656331880377255e-74,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.1487241917503227e-07,,19029.98647518018,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.1476132408306348e+73,,4653924.425663087,8.383379156420737e+25,3.0024735879985503e-06,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.1928364223322896e-26,5.254864480877314e-05,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,333058.71665189246,,,,7.592422877810374e+44,1.6166901649760352e+62,,,,,153739382031888.9,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.3171026115031098e-45,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,6.185477104172421e-63,,,,,5.582010863747273e-18,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,13127001.71376253,,3.5474036144397855e-15,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,7.617885803668223e-08,7.968656031832378e-09,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.7914691038933014e+17,125491675.88678713,281896313103329.4,,,6.175734132128546e-25,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,6.5045142421125266e-15,,,,,1.6192406904267706e+24,1.1187079331434628e+16,,9661587.364839524,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,8.938883602890838e-17,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.0350266081940146e-07,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.328274028351507e-44,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.2950270793856355e+43,,,,,,,,,,,,,,,,,,4.193156170715518e-100,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,1.6748949341177778e-53,
"$\hat{S}_{x,z}$",,,2.3848384350286686e+99,5.970523760206684e+52,,6.694347172509499e+43,3.5996089309670325e-23,,,,,,,,,,5.2197538292715384e-23,,,,
"$\hat{S}_{x,y,z}$",,,,,,,4.719427944033886e-77,,,,,,,,,,,,,1.4937976388594313e-44,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.1189008749760876e+76,,1128239.512726135,1.1883305178252918e+105,26352269.32429113,,,,,,,0.06618088327715699,,,2.7780795613576574e+22,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,8.863366233147842e-07,,2.961370368867106e+38,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,8.415167203061091e-106,3.376815039797124e-39,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,3.794739601717014e-08,,,,9.724718352820102e+35,2.622011830803452e+38,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.028307415926351e-36,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,3.8138653237639064e-39,,,,3.8758036511610685e-09,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,258011006.23361856,30053.638811736888,,191495570818.53384,,5.511254063158833e-26,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,3.327384102351921e-05,1.556999993127599,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.642260760702552,5.2220528951430725e-12,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,15.110103559847172,,,,,,,1.814469063737627e+25,,,,1.1509696743358513e+18,1040023708251.5005,1.915799159707803e+22,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,9.615165424269137e-13,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,8.688326220037328e-19,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.1669342721302154e-145,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,8.569462941340473e+144,,,,,,,,,,,,,,,,,,5.366519340908295e-123,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,0.004044477998248923,
"$\hat{S}_{x,z}$",,,1.863405191475091e+122,247.250695994132,,4.882308623419451e+25,6.434120591203142e-31,,,3.958140408143399e-36,,,,3.6242276804578745e-35,,,,1.4250044970006333e-30,,,
"$\hat{S}_{x,y,z}$",,,,,,,4.4617575149681463e-38,,,,,,,,,,,,,2.0482113629671042e-26,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,5.9206777684057594e-24,,2.3253833578003223e+34,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,3.137755221745298e-31,4.300366202611607e-35,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.241269268097236e+37,,1.6889958195939222e+23,3.186991748335853e+30,0.05501928967461393,,,,4.048182214990844,,,,7.494488500855498e-10,,1.5542139532902444e+30,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,0.000830483722754486,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,18.17544366555868,,,,1204.1175192251515,9.975446921438216e+17,,2.2254991303918127e-05,,,,6650972053.984927,,2.5264389255687345e+35,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.0024613512311932e-18,,,,0.004105644850712399,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,0.24702445366636286,,,44933.74031666972,,243.56709758431322,552852874137.1914,,4.03425715718312e+25,,8134191.949282491,0.0015367101627197538,,2.759208549154017e+34,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2.601643234011148e-13,2.4787710873102596e-26,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.808799495816401e-12,3843724561950.1226,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,1.2293784142728634e-07,,,,1.3487042419085716e-11,272851485913948.22,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,3.6649974496212914e-15,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,1334313875.971455,,,1.5035396208000158e-10,,,,650.740799572865,,,74145240218.48445,,,7.017521713824849e+29,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.6398932645697223e-41,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6.097957846435704e+40,,,,,,,,,,,,,,,,,,1.7362698610082245e-119,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,5.723871867652109e-67,
"$\hat{S}_{x,z}$",,,5.759473354097823e+118,1.7470691572454658e+66,,6.932963726046004e+69,1.4209102316693673e-24,,,,,429554665609914.1,,,1.9555411563845417,,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,2.1987180316292688e-48,,,,,,,,,,,,,1.442384584017315e-70,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,4.548104784764018e+47,,7.747211796746978e+20,1e+160,3.784892353461817e+17,,8.371085527925266e+21,,,11576462364837.678,,,,,7.037742270496162e+23,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.2907869646985718e-21,,2.35855749987119e+137,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1e-160,4.239879672446459e-138,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,0.01886687661908665,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,2.6420830676607202e-18,,,,53.00294374047856,9723.742395874477,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,1.1945882008540957e-22,,,0.00010284106255470869,,,,,89.97716047016766,,,,,2.3279924071599234e-15,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.165814471197628e-24,5.516495133014488e-40,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,8.638217518310239e-14,,,,,0.011113931521894988,1.8127451867315436e+39,1.5405722748674828e+19,,7.824809433766741e+24,,,,0.511367401670455,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,4.617200657298366e+23,,6.491094357037018e-20,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,1.91918492471334e-18,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,1.2779863950228058e-25,,5.210545305577395e+17,13500989456520.068,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,7.406864535525338e-14,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,6.113046263280183e-07,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1635845.6274195,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{x,z}$",,,1e+160,4.656488662374128e+50,,0.023232216224491356,1.723822175942505e-32,,,,2.9293853337427595e-33,,,,5.197632687822864,,416032725517.0083,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,2.147540931604344e-51,
"$\hat{S}_{x,y,z}$",,,,,,,7.559358515413371e-18,,,,,,,,,,,,,43.043676519582405,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.8038197528540343e-19,,1883318.8789660106,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.322863570977645e+17,,5.543791159941469e+18,1.2906743000194386e+41,,2.4887139029883035e-05,,,,3.529398825776017e+42,,1.5954244868719859e+31,,,5.801062394694203e+31,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,7.74788806118584e-42,5.309775265190487e-07,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,8.326376902177586e-30,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,40181.39645538436,,,1.2010025629976842e+29,,5.92500433698187e+27,,,181992293536.4003,,2.5888278919793666e+23,,,3.413685418853175e+32,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.6877624776716851e-28,,,,77.37103902400514,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2090.402449286813,0.00016537891630976105,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,2.8333437204567767e-43,,,,5.494738159338543e-12,0.012924732724472525,6046.71999498994,18047980.05470154,,,0.7376005485549171,,,0.1923952807097784,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.0004783767835428877,,5.540786265106148e-08,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,0.0009148360264427753,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,6.267924356361206e-32,,,,3.862751954651646e-24,,,,1.355747364829334,1093.0920636000465,,3.71664223276018e+22,,2.403657065095755e-12,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,2.690600648040707e-23,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e+160,1.2365731189020619e-91,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e-160,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,8.086865100932226e+90,,,4.069721965996676e+43,6.054193506776079e-12,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,2.4571703137344414e-44,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,165174766693.65833,,,6.7202646875821946e-68,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.488036627259362e+67,,1.1059571692481873e+48,1.2770119991087084e+45,,3.4832846977292533e+22,,,,4.437945816130797e+26,,,1.2042058601640242e+26,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,9.041941476628652e-49,,3.4261453150079495e-21,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,7.83077998247433e-46,2.9187320094672627e+20,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,2.870853481060271e-23,,,88381.82690801022,,1.3199193999363035e+25,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.1314543215324372e-05,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,7.576220184719293e-26,,,,1.622721269906525e-11,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,2.253294748136077e-27,,,,,61624877823.756134,5.9419977118848825e+47,67162687.90055218,,,0.04165528775477961,4.1482310003448064e-12,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.287876168239588e-25,1.6829356867638145e-48,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,7.764721676362029e+24,,1.4889219464841853e-08,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,24.00655604366238,2.715081073768146e+21,,5.383560067957456e-06,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,3.6831312687548675e-22,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,8.304227981948124e-27,,,,,,,,241066613676.2583,,185750.69050532652,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,6.679622176921126e+152,,3.3287816425831033e-130,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.4970906639826375e-153,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,2.29631803344421e-05,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,3.004102123154012e+129,,43547.974863922325,,31221945988.85062,2.224967526995385e-75,,,8.507885046002765e-52,,,,1.608039646204656e-70,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,3.202875311990805e-11,,3.0097686616876335e-42,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,8.325918080596299e-36,1.5638143268782086e+19,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,7.603437182481512e-13,,6.394621041720901e-20,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,4.494447617176726e+74,3.32251449332083e+41,,1315194662624.4539,1.2010687473979812e+35,1.429064401428113e-05,,,,0.027403180628919735,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,5.7977160964987795e-27,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,1.1753802438478258e+51,,69975.85266280972,,,,1.7248171234253718e+26,1.8541475641986427e+23,,2.9911579294174596e-05,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,5.39331399133918e-24,,,,1.6142174302074165e-15,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,6.218752145571972e+69,,36.49211431116349,,,33431.86898174762,,619495231117351.1,2.863852849260294e+26,,1.110279094942077e+42,,6490983.414035477,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,3.491799518464402e-27,4.233082962895233e-07,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2362344.439656449,9.006744381260009e-43,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,0.4322549118472924,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,1.540598606118291e-07,,,,55627459822.170044,2.3134497089376773,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.7976733131385142e-11,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,7.493094054055924e-32,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.334562188577777e+31,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{x,z}$",,,1e+160,5.55104998947008e+52,,9.993976438061315e+61,,,,,1.7533142461653289e-34,,,,,,1.9682969850498486e-23,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,1.801460988275955e-53,
"$\hat{S}_{x,y,z}$",,,,,,,1.5421958963840078e-60,,,,,,,,,,,,,1.0006027192455393e-62,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.003971439053679e-05,,1.310994719729612e+30,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,6.484260542676216e+59,,16655.642188691287,6.3599219585185934e+35,,1.724610324193467e-15,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.5723463377731893e-36,7.627795787051273e-31,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,9.076392799917696e-17,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,579841130469667.8,,,1.101759280414867e+16,,3.538957147297414e+53,,,,,236059.35665385384,,,5.703484142600783e+33,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.8256911807018274e-54,,,6.749311340981697e-13,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,3.815229440791427e-22,8.871768068170552e-12,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,112717103548.69658,1.760088976536281e-08,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,1481632642915.7563,2.621074343021848e+21,,56815309.528721824,,1.96502252745729e-16,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,4.2362226779527835e-06,,,5089000182069084.0,,,,1.2907848005784117e+21,8.939955972819514e+29,5.080534124654335e+22,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,1.1185737413476508e-30,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,7.747224785664438e-22,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.6556975497495393e+106,1.625396872621989e-131,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6.039750437217666e-107,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,6.152343571246464e+130,,,8.505096769934618e+32,1216293.6409792295,1.1270580153568208e-37,,,,1.7140892264492996e-47,1.6359782977379368e-26,,,,,6.796403940429433e-35,,,,
"$\hat{S}_{x,y}$",,,,1.175765575689843e-33,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,8.2216988259094e-07,,,2.1911783092763776e-40,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,8.872657719251525e+36,,4.563754559665404e+39,,12.339206687195318,22551436897.878593,,1020.5712064225563,5.400310264108316e-23,,,,,1.6702462600289102e-07,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.08104248719958013,,3.316972472248139e+18,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,4.434307244050022e-11,3.014797404460314e-19,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,0.0011120168908186469,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,5.834002014419514e+46,,,0.0009798434383675536,,,899.2669160482068,,22458.097229301675,,,,,1362.2455153999906,,,,
